explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
BestCandidate,262144,4,1.0,1.0,1.0,1.0,11.3,6.15,3.25,-0.2000052198777349,0.6166666666666666,0.8381811592820767,2.480815099985459,1.2242348390032995,70.91163277626038
GraphMerge,262144,4,1.0,1.0,1.0,1.0,11.3,6.15,3.25,-0.2000052198777349,0.6166666666666666,1.0,2.2657216929954127,1.2525892158919683,3.056396961212158
BestCandidate,262144,4,1.0,1.0,1.0,1.0,9.9,5.45,3.05,-0.11578987524507761,0.6074561403508772,0.7331820175856874,2.386793097120778,1.475,62.8500018119812
GraphMerge,262144,4,1.0,1.0,1.0,1.0,9.9,5.45,3.05,-0.11578987524507761,0.6074561403508772,1.0,2.1897745456659274,1.5367067844132065,2.9680111408233643
BestCandidate,262144,4,1.0,1.0,1.0,1.0,8.8,4.9,2.8,-0.1,0.5837719298245614,0.7381220317000133,2.422047363071572,1.5405049226078193,59.793856143951416
GraphMerge,262144,4,1.0,1.0,1.0,1.0,8.8,4.9,2.8,-0.1,0.5837719298245614,1.0,1.9384480910480524,1.4013427683152453,3.599870204925537
BestCandidate,262144,4,1.0,1.0,1.0,1.0,11.8,6.4,3.25,-0.1736906348109721,0.5723684210526315,0.730015830933262,2.361469257146582,1.4658776192715681,74.14874267578125
GraphMerge,262144,4,1.0,1.0,1.0,1.0,11.8,6.4,3.25,-0.1736906348109721,0.5723684210526315,1.0,2.9173057999562833,2.413034770832936,4.70121693611145
BestCandidate,262144,4,1.0,1.0,1.0,1.0,8.0,4.5,2.75,-0.05263157894736842,0.5842105263157894,0.7671326937381984,2.427057661291999,1.5444306315266036,58.56889891624451
GraphMerge,262144,4,1.0,1.0,1.0,1.0,8.0,4.5,2.75,-0.05263157894736842,0.5842105263157894,1.0,2.03189997205403,2.188559766541418,3.6153500080108643
