explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
BestCandidate,1831,21,0.9753577224877533,0.9916112379628711,0.9812046693626287,0.9863805064311989,42.9,21.95,9.1,0.9338922363723614,0.5405481665284908,1.0,0.4967207604636387,2.2534059945504086,1.6685678958892822
GraphMerge,1831,21,0.9753577224877533,0.9916112379628711,0.9812046693626287,0.9863805064311989,42.9,21.95,9.1,0.9338922363723614,0.5405481665284908,1.0,0.08727114605177305,1.6784741144414168,1.6470005512237549
BestCandidate,1831,21,0.9871056118878516,0.9937184281309454,0.9920913020696882,0.992904198485792,40.0,20.5,8.9,0.9299698634980138,0.529035723139316,1.0,0.3190127819646347,1.8038147138964578,1.5640017986297607
GraphMerge,1831,21,0.9871056118878516,0.9937184281309454,0.9920913020696882,0.992904198485792,40.0,20.5,8.9,0.9299698634980138,0.529035723139316,1.0,0.10774466294950606,1.6784741144414168,1.6590006351470947
BestCandidate,1831,21,0.9894283884992778,0.9994337577453851,0.9891915261565067,0.9942862661151438,43.7,22.35,9.35,0.8982787007488543,0.5673297056943383,0.997275204359673,0.43397649726886156,1.4480874316939891,1.7159996032714844
GraphMerge,1831,21,0.9894283884992778,0.9994337577453851,0.9891915261565067,0.9942862661151438,43.7,22.35,9.35,0.8982787007488543,0.5673297056943383,1.0,0.16414962221177976,1.6457765667574933,1.7629985809326172
BestCandidate,1831,21,0.9823856106966841,0.9855953221753199,0.9949263828093912,0.9902388712405626,44.1,22.55,9.4,0.8610461066401698,0.5552185902061656,0.8528610354223434,0.42429744363402805,2.4313099041533546,1.673999309539795
GraphMerge,1831,21,0.9823856106966841,0.9855953221753199,0.9949263828093912,0.9902388712405626,44.1,22.55,9.4,0.8610461066401698,0.5552185902061656,1.0,0.11466031717492199,1.3732970027247957,1.759026050567627
BestCandidate,1831,21,0.9875076309167523,0.9898595188115614,0.9965698307674801,0.9932033408131687,47.9,24.45,9.2,0.831345368428384,0.5844146744570404,0.7057220708446866,0.47884431809395606,2.4555984555984556,1.777998447418213
GraphMerge,1831,21,0.9875076309167523,0.9898595188115614,0.9965698307674801,0.9932033408131687,47.9,24.45,9.2,0.831345368428384,0.5844146744570404,1.0,0.06124243309348241,1.4877384196185286,1.7659993171691895
