explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
BestCandidate,378,30,0.9256140350877193,0.9256140350877193,1.0,0.9613702623906706,10.0,5.5,3.7,-0.12385790173542865,0.11311821219715955,0.0,,,0.10499882698059082
GraphMerge,378,30,0.9256140350877193,0.9256140350877193,1.0,0.9613702623906706,10.0,5.5,3.7,-0.12385790173542865,0.11311821219715955,1.0,0.3469977152297056,2.6447368421052633,1.6548211574554443
BestCandidate,378,30,0.9228070175438596,0.9228070175438596,1.0,0.9598540145985401,7.8,4.4,3.0,0.9363379203059606,0.09110484544695069,0.0,,,0.09400057792663574
GraphMerge,378,30,0.9228070175438596,0.9228070175438596,1.0,0.9598540145985401,7.8,4.4,3.0,0.9363379203059606,0.09110484544695069,1.0,0.5374826051550597,6.065789473684211,1.658921480178833
BestCandidate,378,30,0.907719298245614,0.907719298245614,1.0,0.9516277358837594,8.6,4.8,3.35,0.9712728064637084,0.11107769423558896,0.0,,,0.0940403938293457
GraphMerge,378,30,0.907719298245614,0.907719298245614,1.0,0.9516277358837594,8.6,4.8,3.35,0.9712728064637084,0.11107769423558896,1.0,0.0,0.0,1.6529240608215332
BestCandidate,378,30,0.9312280701754386,0.9312280701754386,1.0,0.9643895348837209,11.1,6.05,3.9,0.35904573010901103,0.11045061663482716,0.0,,,0.10907101631164551
GraphMerge,378,30,0.9312280701754386,0.9312280701754386,1.0,0.9643895348837209,11.1,6.05,3.9,0.35904573010901103,0.11045061663482716,1.0,0.2984146706214091,4.157894736842105,1.6489636898040771
BestCandidate,378,30,0.9207017543859649,0.9207017543859649,1.0,0.958713920350749,9.3,5.15,3.25,0.809950124552607,0.09978563833826991,0.0,,,0.09599733352661133
GraphMerge,378,30,0.9207017543859649,0.9207017543859649,1.0,0.958713920350749,9.3,5.15,3.25,0.809950124552607,0.09978563833826991,1.0,0.0,0.0,1.6459684371948242
