explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
BestCandidate,7200,6,0.9820631611458575,0.995479201490193,0.9851518141486648,0.9902885833371654,124.6,62.8,13.8,0.9555600047360542,1.0,1.0,0.016593642859664047,1.575,22.561713218688965
GraphMerge,7200,6,0.9820631611458575,0.995479201490193,0.9851518141486648,0.9902885833371654,124.6,62.8,13.8,0.9555600047360542,1.0,1.0,0.01261124693717603,1.4597222222222221,2.6309964656829834
BestCandidate,7200,6,0.987940120454019,0.9966909900294724,0.990118408363941,0.9933938277890657,138.7,69.85,14.05,0.9383020589252086,1.0,1.0,0.014657878323618477,1.5590277777777777,25.637036085128784
GraphMerge,7200,6,0.987940120454019,0.9966909900294724,0.990118408363941,0.9933938277890657,138.7,69.85,14.05,0.9383020589252086,1.0,1.0,0.011207104441099182,1.3319444444444444,3.5022857189178467
BestCandidate,7200,6,0.9782159678789283,0.9904493259694261,0.9861275712320366,0.9882837238758708,142.6,71.8,14.75,0.9476646145999637,1.0,1.0,0.017537648959135878,1.6368055555555556,26.8401038646698
GraphMerge,7200,6,0.9782159678789283,0.9904493259694261,0.9861275712320366,0.9882837238758708,142.6,71.8,14.75,0.9476646145999637,1.0,1.0,0.015686329453865992,1.2694444444444444,2.9550156593322754
BestCandidate,7200,6,0.9814522044629759,0.9900230794454207,0.9897827843488731,0.9899029173144713,126.0,63.5,13.0,0.9443359479009087,1.0,1.0,0.01705543936711886,1.6,23.348178386688232
GraphMerge,7200,6,0.9814522044629759,0.9900230794454207,0.9897827843488731,0.9899029173144713,126.0,63.5,13.0,0.9443359479009087,1.0,1.0,0.015885364878067895,1.5520833333333333,2.73600172996521
BestCandidate,7200,6,0.9839780711914138,0.9924746701684979,0.9902736521667806,0.9913729395097544,138.4,69.7,15.1,0.9613250489618566,1.0,1.0,0.018654816939286948,1.5965277777777778,26.92815375328064
GraphMerge,7200,6,0.9839780711914138,0.9924746701684979,0.9902736521667806,0.9913729395097544,138.4,69.7,15.1,0.9613250489618566,1.0,1.0,0.015310527115598107,1.41875,2.955000877380371
