explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
BestCandidate,6870,16,0.9980917062372582,0.9980515516143977,1.0,0.9990248257688708,32.4,16.7,6.4,0.846094477477767,0.5440554182659446,0.26055312954876275,0.9232305444975115,3.106145251396648,3.912000894546509
GraphMerge,6870,16,0.9980917062372582,0.9980515516143977,1.0,0.9990248257688708,32.4,16.7,6.4,0.846094477477767,0.5440554182659446,1.0,0.4558035625478963,2.380640465793304,1.6649999618530273
BestCandidate,6870,16,0.998563478861936,0.9985266710594703,1.0,0.9992627924551297,38.5,19.75,6.9,0.6988860780465669,0.5767331352857669,0.2889374090247453,0.6490800457839346,2.27455919395466,4.794999361038208
GraphMerge,6870,16,0.998563478861936,0.9985266710594703,1.0,0.9992627924551297,38.5,19.75,6.9,0.6988860780465669,0.5767331352857669,1.0,0.4292026452162779,2.1870451237263464,1.7690002918243408
BestCandidate,6870,16,0.9981425940709313,0.9981049420774248,1.0,0.999051572376071,38.2,19.6,7.35,0.9065586994782536,0.5839230944494103,0.24745269286754001,0.8676468121075203,3.026470588235294,4.795000791549683
GraphMerge,6870,16,0.9981425940709313,0.9981049420774248,1.0,0.999051572376071,38.2,19.6,7.35,0.9065586994782536,0.5839230944494103,1.0,0.5701765920419423,2.1695778748180494,1.8769993782043457
BestCandidate,6870,16,0.9996618079387141,0.999655625450035,1.0,0.9998277830714538,34.0,17.5,6.5,0.6129390474052133,0.49921909231119754,0.12299854439592428,0.8719737049242067,2.9289940828402368,4.240000009536743
GraphMerge,6870,16,0.9996618079387141,0.999655625450035,1.0,0.9998277830714538,34.0,17.5,6.5,0.6129390474052133,0.49921909231119754,1.0,0.4132066991219786,1.7394468704512374,1.8729994297027588
BestCandidate,6870,16,0.9983440250792207,0.9983147782725075,1.0,0.9991566785444337,31.7,16.35,6.5,0.9579095047356205,0.4415842344789712,0.16448326055312956,0.6338647984700253,2.336283185840708,4.0909998416900635
GraphMerge,6870,16,0.9983440250792207,0.9983147782725075,1.0,0.9991566785444337,31.7,16.35,6.5,0.9579095047356205,0.4415842344789712,1.0,0.3994747555460098,1.8522561863173217,1.659001111984253
