,difference,accuracy,precision,recall,f1,coverage_ratio,mean_distance
0,0.01,0.9920529801324504,0.9959183673469387,0.9959183673469387,0.9959183673469387,1.0,0.08775029000406244
1,0.1,0.9947019867549669,0.9986357435197817,0.9959183673469387,0.997275204359673,1.0,0.08791271882101014
