explainer,n_trees,max_depth,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,ext_min,ext_avg,ext_max
FACETBranchBound,10,3,20,20,6,0.8,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.4703170448949516,0.6203703703703705,1.0,0.09344565077109887,2.1,0.09000015258789062,0.5740008354187012,311,649.7,2327
FACETBranchBound,10,4,20,20,6,0.75,0.8333333333333334,0.7692307692307693,0.8,0.4352572837224152,0.6474074074074074,1.0,0.054108102224219135,1.65,0.1809995174407959,0.8420002460479736,491,1146.7,2969
FACETBranchBound,10,5,20,20,6,0.9,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.7294653576577068,0.8481481481481482,1.0,0.05472611534583784,1.7,0.5590026378631592,1.001997709274292,461,1408.25,2900
FACETBranchBound,10,6,20,20,6,0.9,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.3166590997963547,0.9,1.0,0.05085296775012421,1.85,0.7260007858276367,1.0400002002716064,726,1537.35,3147
