explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
FACETGrow,20,20,57,0.8,1.0,0.6,0.7499999999999999,14.6,7.8,3.0,0.24238050616490334,0.19966934300267639,1.0,0.116745887187345,8.45,0.057000160217285156,0.03200054168701172,2.15,10.0,-1,-1,-1
OCEAN,20,20,57,0.8,1.0,0.6,0.7499999999999999,14.6,7.8,3.0,0.24238050616490334,0.19966934300267639,1.0,0.008212151793391563,3.35,0.0,0.5239906311035156,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,0.8,1.0,0.6,0.7499999999999999,14.6,7.8,3.0,0.24238050616490334,0.19966934300267639,1.0,0.009834241880464016,4.0,3.114389419555664,3.7905099391937256,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,0.8,1.0,0.6,0.7499999999999999,14.6,7.8,3.0,0.24238050616490334,0.19966934300267639,1.0,0.005759369123829733,3.55,0.08909726142883301,3.3898751735687256,-1.0,-1.0,134,207.9,372
FACETGrow,20,20,57,0.8,0.8,0.8,0.8000000000000002,14.6,7.8,3.0,0.3819407009348496,0.1336579469912803,1.0,0.1713302705196959,6.9,0.05700874328613281,0.03600025177001953,1.95,10.0,-1,-1,-1
OCEAN,20,20,57,0.8,0.8,0.8,0.8000000000000002,14.6,7.8,3.0,0.3819407009348496,0.1336579469912803,1.0,0.004963667720529608,3.6,0.0,0.5430068969726562,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,0.8,0.8,0.8,0.8000000000000002,14.6,7.8,3.0,0.3819407009348496,0.1336579469912803,1.0,0.005520604012834504,3.4,3.192136764526367,4.2138426303863525,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,0.8,0.8,0.8,0.8000000000000002,14.6,7.8,3.0,0.3819407009348496,0.1336579469912803,1.0,0.0032098908993301867,3.0,0.08299994468688965,2.2270004749298096,-1.0,-1.0,139,178.75,299
FACETGrow,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.8,7.9,3.0,0.8437768097623132,0.1405974272640939,1.0,0.24867533516123724,8.75,0.057999372482299805,0.031999826431274414,0.95,9.8,-1,-1,-1
OCEAN,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.8,7.9,3.0,0.8437768097623132,0.1405974272640939,1.0,0.006416282146257642,3.85,0.0,0.5770218372344971,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.8,7.9,3.0,0.8437768097623132,0.1405974272640939,1.0,0.009103419146458663,3.75,3.1550896167755127,3.914872407913208,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.8,7.9,3.0,0.8437768097623132,0.1405974272640939,1.0,0.006461140707894932,3.75,0.08299994468688965,4.897998332977295,-1.0,-1.0,173,266.1,470
FACETGrow,20,20,57,1.0,1.0,1.0,1.0,14.4,7.7,3.0,-0.41051826508815753,0.1796667530000863,1.0,0.1214249652440647,6.75,0.07001543045043945,0.029999732971191406,1.45,10.0,-1,-1,-1
OCEAN,20,20,57,1.0,1.0,1.0,1.0,14.4,7.7,3.0,-0.41051826508815753,0.1796667530000863,1.0,0.007520750090991254,3.55,0.0,0.5719859600067139,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.4,7.7,3.0,-0.41051826508815753,0.1796667530000863,1.0,0.007513676607049101,2.55,3.240997791290283,3.574124813079834,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,1.0,1.0,1.0,1.0,14.4,7.7,3.0,-0.41051826508815753,0.1796667530000863,1.0,0.005161286091434038,2.65,0.10300731658935547,2.2648653984069824,-1.0,-1.0,105,169.75,350
FACETGrow,20,20,57,1.0,1.0,1.0,1.0,14.4,7.7,3.0,-0.4950714749837557,0.13615773115773114,1.0,0.10440568436656657,8.25,0.059999942779541016,0.03500032424926758,1.15,10.0,-1,-1,-1
OCEAN,20,20,57,1.0,1.0,1.0,1.0,14.4,7.7,3.0,-0.4950714749837557,0.13615773115773114,1.0,0.010277116607863065,4.15,0.0,0.5409994125366211,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.4,7.7,3.0,-0.4950714749837557,0.13615773115773114,1.0,0.010025395626027197,3.5,3.1710007190704346,3.39499568939209,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,1.0,1.0,1.0,1.0,14.4,7.7,3.0,-0.4950714749837557,0.13615773115773114,1.0,0.006394180363567181,3.65,0.08900260925292969,2.9259896278381348,-1.0,-1.0,155,200.4,289
