explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
FACETGrow,20,20,6,0.8,0.9090909090909091,0.7692307692307693,0.8333333333333333,11.8,6.4,3.0,0.6215412342738594,0.46703703703703703,1.0,0.20876656331614035,3.45,0.05215287208557129,0.025000810623168945,1.6,9.8,-1,-1,-1
OCEAN,20,20,6,0.8,0.9090909090909091,0.7692307692307693,0.8333333333333333,11.8,6.4,3.0,0.6215412342738594,0.46703703703703703,1.0,0.060314872833840086,1.6,0.0,0.44376039505004883,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,0.8,0.9090909090909091,0.7692307692307693,0.8333333333333333,11.8,6.4,3.0,0.6215412342738594,0.46703703703703703,1.0,0.06039399630707942,1.6,3.4484312534332275,3.879844903945923,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,0.8,0.9090909090909091,0.7692307692307693,0.8333333333333333,11.8,6.4,3.0,0.6215412342738594,0.46703703703703703,1.0,0.055779273781647466,1.5,0.0690004825592041,0.7397079467773438,-1.0,-1.0,67,122.2,250
FACETGrow,20,20,6,0.85,0.7692307692307693,1.0,0.8695652173913044,12.2,6.6,3.0,0.45372972111867704,0.5422222222222223,1.0,0.2682349802491629,3.65,0.06523442268371582,0.030056476593017578,1.95,9.5,-1,-1,-1
OCEAN,20,20,6,0.85,0.7692307692307693,1.0,0.8695652173913044,12.2,6.6,3.0,0.45372972111867704,0.5422222222222223,1.0,0.06756365293841918,1.8,0.0,0.43712544441223145,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,0.85,0.7692307692307693,1.0,0.8695652173913044,12.2,6.6,3.0,0.45372972111867704,0.5422222222222223,1.0,0.07289298707452276,1.9,3.385873556137085,3.302022695541382,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,0.85,0.7692307692307693,1.0,0.8695652173913044,12.2,6.6,3.0,0.45372972111867704,0.5422222222222223,1.0,0.06892142164699389,1.8,0.08500885963439941,0.7459831237792969,-1.0,-1.0,68,119.0,243
FACETGrow,20,20,6,0.95,1.0,0.9230769230769231,0.9600000000000001,12.2,6.6,3.0,0.014172055181245738,0.5296296296296296,1.0,0.2917051779545457,2.9,0.06190156936645508,0.02100062370300293,1.8,8.6,-1,-1,-1
OCEAN,20,20,6,0.95,1.0,0.9230769230769231,0.9600000000000001,12.2,6.6,3.0,0.014172055181245738,0.5296296296296296,1.0,0.10614622393641775,1.8,0.0,0.47621965408325195,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,0.95,1.0,0.9230769230769231,0.9600000000000001,12.2,6.6,3.0,0.014172055181245738,0.5296296296296296,1.0,0.11306998135511921,1.75,3.4052181243896484,3.567700147628784,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,0.95,1.0,0.9230769230769231,0.9600000000000001,12.2,6.6,3.0,0.014172055181245738,0.5296296296296296,1.0,0.10501737398968,1.8,0.08300018310546875,0.7514235973358154,-1.0,-1.0,54,119.5,190
FACETGrow,20,20,6,0.75,0.75,0.8181818181818182,0.7826086956521738,13.4,7.2,3.0,0.8003547016070705,0.5418518518518519,1.0,0.22163300695028262,3.25,0.0769960880279541,0.02657341957092285,1.3,9.7,-1,-1,-1
OCEAN,20,20,6,0.75,0.75,0.8181818181818182,0.7826086956521738,13.4,7.2,3.0,0.8003547016070705,0.5418518518518519,1.0,0.06701685082051174,1.75,0.0,0.5563023090362549,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,0.75,0.75,0.8181818181818182,0.7826086956521738,13.4,7.2,3.0,0.8003547016070705,0.5418518518518519,1.0,0.06960145646702952,1.65,3.3741233348846436,3.6280503273010254,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,0.75,0.75,0.8181818181818182,0.7826086956521738,13.4,7.2,3.0,0.8003547016070705,0.5418518518518519,1.0,0.06366719784547084,1.8,0.0970001220703125,0.8699734210968018,-1.0,-1.0,65,111.85,251
FACETGrow,20,20,6,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,13.6,7.3,3.0,0.5195283193397812,0.4577777777777778,1.0,0.21505226828338858,3.05,0.07700014114379883,0.023999929428100586,2.3,9.4,-1,-1,-1
OCEAN,20,20,6,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,13.6,7.3,3.0,0.5195283193397812,0.4577777777777778,1.0,0.04654660689779896,1.65,0.0,0.527982234954834,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,13.6,7.3,3.0,0.5195283193397812,0.4577777777777778,1.0,0.0523604302051926,1.25,3.3870208263397217,3.8648409843444824,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,13.6,7.3,3.0,0.5195283193397812,0.4577777777777778,1.0,0.04462228507829637,1.45,0.09100008010864258,0.5400009155273438,-1.0,-1.0,80,107.0,165
FACETGrow,20,20,6,0.65,1.0,0.4166666666666667,0.5882352941176471,13.0,7.0,3.0,0.2759964843815966,0.5070370370370371,1.0,0.12453676436172692,2.2,0.06500029563903809,0.02200007438659668,2.55,9.05,-1,-1,-1
OCEAN,20,20,6,0.65,1.0,0.4166666666666667,0.5882352941176471,13.0,7.0,3.0,0.2759964843815966,0.5070370370370371,1.0,0.032599108363232654,1.5,0.0,0.5461225509643555,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,0.65,1.0,0.4166666666666667,0.5882352941176471,13.0,7.0,3.0,0.2759964843815966,0.5070370370370371,1.0,0.03249134254064267,1.35,3.2160441875457764,4.5078582763671875,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,0.65,1.0,0.4166666666666667,0.5882352941176471,13.0,7.0,3.0,0.2759964843815966,0.5070370370370371,1.0,0.029910446981259914,1.15,0.0820002555847168,0.6920261383056641,-1.0,-1.0,75,131.55,211
FACETGrow,20,20,6,0.8,0.8,0.9230769230769231,0.8571428571428571,11.6,6.3,3.0,0.475086690712607,0.5118518518518519,1.0,0.2405492758320463,3.35,0.0710000991821289,0.02499985694885254,1.5,8.8,-1,-1,-1
OCEAN,20,20,6,0.8,0.8,0.9230769230769231,0.8571428571428571,11.6,6.3,3.0,0.475086690712607,0.5118518518518519,1.0,0.07200816775068082,1.95,0.0,0.4419424533843994,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,0.8,0.8,0.9230769230769231,0.8571428571428571,11.6,6.3,3.0,0.475086690712607,0.5118518518518519,1.0,0.07347230798353704,1.65,3.3281209468841553,2.994511604309082,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,0.8,0.8,0.9230769230769231,0.8571428571428571,11.6,6.3,3.0,0.475086690712607,0.5118518518518519,1.0,0.06835158806748093,1.45,0.07436299324035645,0.6601245403289795,-1.0,-1.0,54,104.2,346
FACETGrow,20,20,6,1.0,1.0,1.0,1.0,11.4,6.2,3.0,-0.11029594187488928,0.5033333333333333,1.0,0.33347102715280796,4.05,0.051009178161621094,0.022001028060913086,1.3,9.2,-1,-1,-1
OCEAN,20,20,6,1.0,1.0,1.0,1.0,11.4,6.2,3.0,-0.11029594187488928,0.5033333333333333,1.0,0.08619153044507556,1.95,0.0,0.4340078830718994,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,1.0,1.0,1.0,1.0,11.4,6.2,3.0,-0.11029594187488928,0.5033333333333333,1.0,0.08656614949686489,1.6,3.3606460094451904,3.3672101497650146,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,1.0,1.0,1.0,1.0,11.4,6.2,3.0,-0.11029594187488928,0.5033333333333333,1.0,0.0783465920887598,1.6,0.07500791549682617,0.5381152629852295,-1.0,-1.0,59,97.65,170
FACETGrow,20,20,6,0.75,0.8333333333333334,0.7692307692307693,0.8,12.6,6.8,3.0,0.7218659301451205,0.484814814814815,1.0,0.3487275407601131,4.1,0.0560002326965332,0.02599930763244629,1.55,9.8,-1,-1,-1
OCEAN,20,20,6,0.75,0.8333333333333334,0.7692307692307693,0.8,12.6,6.8,3.0,0.7218659301451205,0.484814814814815,1.0,0.07661088492257992,2.0,0.0,0.7140257358551025,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,0.75,0.8333333333333334,0.7692307692307693,0.8,12.6,6.8,3.0,0.7218659301451205,0.484814814814815,1.0,0.08084080580211395,1.6,3.1314263343811035,3.7964284420013428,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,0.75,0.8333333333333334,0.7692307692307693,0.8,12.6,6.8,3.0,0.7218659301451205,0.484814814814815,1.0,0.07382582861702283,1.65,0.08899927139282227,0.8650383949279785,-1.0,-1.0,83,126.15,231
FACETGrow,20,20,6,0.6,0.875,0.5,0.6363636363636364,12.2,6.6,3.0,0.5327700349736049,0.4840740740740741,1.0,0.33771105631238013,4.05,0.06099677085876465,0.02299976348876953,1.85,9.35,-1,-1,-1
OCEAN,20,20,6,0.6,0.875,0.5,0.6363636363636364,12.2,6.6,3.0,0.5327700349736049,0.4840740740740741,1.0,0.04659626525869557,1.45,0.0,0.47275424003601074,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,0.6,0.875,0.5,0.6363636363636364,12.2,6.6,3.0,0.5327700349736049,0.4840740740740741,1.0,0.05850423223944734,1.55,3.421196699142456,4.475998640060425,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,0.6,0.875,0.5,0.6363636363636364,12.2,6.6,3.0,0.5327700349736049,0.4840740740740741,1.0,0.05154865154897335,1.45,0.08199667930603027,1.1498761177062988,-1.0,-1.0,87,161.3,255
