dataset,n_trees,explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,n_rects
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.21700048446655273,0.6440258026123047,-1,-1,-1,-1,-1,2
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.22339248657226562,0.6472063064575195,-1,-1,-1,-1,-1,5
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.22001266479492188,0.6464369297027588,-1,-1,-1,-1,-1,10
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.2189474105834961,0.6310555934906006,-1,-1,-1,-1,-1,20
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.2153477668762207,0.6643810272216797,-1,-1,-1,-1,-1,50
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.2200007438659668,0.6450514793395996,-1,-1,-1,-1,-1,100
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.21600842475891113,0.6680009365081787,-1,-1,-1,-1,-1,200
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.23788046836853027,0.6439995765686035,-1,-1,-1,-1,-1,300
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.22100234031677246,0.6550478935241699,-1,-1,-1,-1,-1,400
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.21973633766174316,0.6454222202301025,-1,-1,-1,-1,-1,500
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.24300003051757812,0.6572713851928711,-1,-1,-1,-1,-1,750
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.21699857711791992,0.6445157527923584,-1,-1,-1,-1,-1,1000
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.2180006504058838,0.6339998245239258,-1,-1,-1,-1,-1,2000
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.21599888801574707,0.6330080032348633,-1,-1,-1,-1,-1,3000
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.21499896049499512,0.6396579742431641,-1,-1,-1,-1,-1,4000
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.21712374687194824,0.6418790817260742,-1,-1,-1,-1,-1,5000
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.21338772773742676,0.6428449153900146,-1,-1,-1,-1,-1,10000
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.21700048446655273,0.6417675018310547,-1,-1,-1,-1,-1,20000
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.21800637245178223,0.6380095481872559,-1,-1,-1,-1,-1,50000
spambase,20,FACETIndex,20,20,57,0.8,0.8333333333333334,0.625,0.7142857142857143,14.3,7.65,3.0,0.44165939411306043,0.13359710464973623,1.0,0.025833547652621976,4.35,0.21998238563537598,0.6350111961364746,-1,-1,-1,-1,-1,100000
