n_trees,explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,n_rects
20,FACETIndex,20,20,9,0.9,0.8888888888888888,0.8888888888888888,0.8888888888888888,11.4,6.2,3.0,0.2519505484031584,0.4006829573934838,1.0,0.4122983925322875,4.8,0.012001276016235352,0.006000518798828125,-1,-1,-1,-1,-1,10
20,FACETIndex,20,20,9,0.75,0.7777777777777778,0.7,0.7368421052631577,10.9,5.95,3.0,0.8872170706944577,0.38273809523809527,1.0,0.12259740921478524,3.05,0.018999814987182617,0.03000020980834961,-1,-1,-1,-1,-1,100
20,FACETIndex,20,20,9,0.75,0.7272727272727273,0.8,0.761904761904762,10.5,5.75,3.0,0.3151174896077884,0.33724310776942357,1.0,0.14273282736124251,3.2,0.10000038146972656,0.32014036178588867,-1,-1,-1,-1,-1,1000
20,FACETIndex,20,20,9,0.9,0.8666666666666667,1.0,0.9285714285714286,12.1,6.55,3.0,0.4401211037294261,0.37410401002506266,1.0,0.08492486368498751,3.0,1.1470155715942383,3.657907724380493,-1,-1,-1,-1,-1,10000
