explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
GraphMerge,49097,9820,9,0.9995926680244399,1.0,0.9941262848751835,0.9970544918998527,21.1,11.05,5.0,0.5133495377417487,0.640281954887218,0.730040733197556,0.009380805045688263,1.5617240898312177,2.07081937789917,1,0.010999441146850586
BestCandidate,49097,9820,9,0.9995926680244399,1.0,0.9941262848751835,0.9970544918998527,21.1,11.05,5.0,0.5133495377417487,0.640281954887218,1.0,0.02485292228563913,1.5273930753564156,23.849266529083252,-1,0.0
GraphMerge,49097,9820,9,0.9988798370672097,0.9968798751950078,0.9861111111111112,0.991466252909232,18.7,9.85,5.0,0.9969179918556643,0.5744235588972432,0.6136456211812626,0.008761715306878774,1.334550282110853,1.9647901058197021,1,0.00999903678894043
BestCandidate,49097,9820,9,0.9988798370672097,0.9968798751950078,0.9861111111111112,0.991466252909232,18.7,9.85,5.0,0.9969179918556643,0.5744235588972432,1.0,0.023594217908066262,1.5330957230142566,21.73212456703186,-1,0.0
GraphMerge,49097,9820,9,0.9987780040733197,0.9985652797704447,0.9844413012729845,0.9914529914529915,20.2,10.6,5.0,0.8293043959370342,0.6165434419381788,0.49501018329938895,0.008857371409553725,1.4252211479119523,1.9517934322357178,1,0.009999990463256836
BestCandidate,49097,9820,9,0.9987780040733197,0.9985652797704447,0.9844413012729845,0.9914529914529915,20.2,10.6,5.0,0.8293043959370342,0.6165434419381788,1.0,0.049933372461216326,1.6539714867617108,22.97628664970398,-1,0.0
GraphMerge,49097,9820,9,0.9992871690427698,0.9958391123439667,0.9944598337950139,0.9951489951489952,18.4,9.7,5.0,0.5344332717112954,0.5525271512113616,0.159979633401222,0.05638201304983951,1.2291534054742201,1.9647364616394043,1,0.01100015640258789
BestCandidate,49097,9820,9,0.9992871690427698,0.9958391123439667,0.9944598337950139,0.9951489951489952,18.4,9.7,5.0,0.5344332717112954,0.5525271512113616,1.0,0.05246940167804298,1.579735234215886,22.84698462486267,-1,0.0
GraphMerge,49097,9820,9,0.9994908350305499,0.9985835694050992,0.9943582510578279,0.9964664310954064,17.8,9.4,4.95,0.8574499162076593,0.5956453634085213,0.6122199592668025,0.009622322774270713,1.4407850964737192,1.9760477542877197,1,0.010000467300415039
BestCandidate,49097,9820,9,0.9994908350305499,0.9985835694050992,0.9943582510578279,0.9964664310954064,17.8,9.4,4.95,0.8574499162076593,0.5956453634085213,0.9995926680244399,0.02604553484692246,1.716992665036675,21.237033367156982,-1,0.0
