explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
GraphMerge,1831,367,21,0.9863760217983651,0.8846153846153846,0.92,0.9019607843137256,26.9,13.95,5.0,0.7680600913682106,0.3825857978450858,0.04087193460490468,0.15205139177603974,1.0,1.5173306465148926,1,0.01100015640258789
BestCandidate,1831,367,21,0.9863760217983651,0.8846153846153846,0.92,0.9019607843137256,26.9,13.95,5.0,0.7680600913682106,0.3825857978450858,0.8446866485013624,0.306902279864909,1.267741935483871,1.024782419204712,-1,0.0
GraphMerge,1831,367,21,0.989100817438692,0.9354838709677419,0.9354838709677419,0.9354838709677419,24.1,12.55,5.0,0.8585255713241161,0.36691952784058046,0.019073569482288777,0.058774465835315384,1.5714285714285714,1.5197768211364746,1,0.010999917984008789
BestCandidate,1831,367,21,0.989100817438692,0.9354838709677419,0.9354838709677419,0.9354838709677419,24.1,12.55,5.0,0.8585255713241161,0.36691952784058046,0.9836512261580381,0.46954172038941644,1.7146814404432134,0.990020751953125,-1,0.0
GraphMerge,1831,367,21,0.9754768392370572,0.9428571428571428,0.825,0.88,25.6,13.3,5.0,0.8700954851897579,0.38913902360109787,0.02452316076294281,0.11757073096552628,1.1111111111111112,1.5170695781707764,1,0.010998725891113281
BestCandidate,1831,367,21,0.9754768392370572,0.9428571428571428,0.825,0.88,25.6,13.3,5.0,0.8700954851897579,0.38913902360109787,0.9400544959128065,0.3874154431444888,1.9043478260869566,0.9988460540771484,-1,0.0
GraphMerge,1831,367,21,0.9918256130790191,0.9545454545454546,0.9130434782608695,0.9333333333333332,28.9,14.95,5.0,0.9076659186860004,0.4126921237698083,0.010899182561307952,0.05493801295500791,1.5,1.526256799697876,1,0.01099705696105957
BestCandidate,1831,367,21,0.9918256130790191,0.9545454545454546,0.9130434782608695,0.9333333333333332,28.9,14.95,5.0,0.9076659186860004,0.4126921237698083,0.4713896457765667,0.41383940045042417,2.346820809248555,1.0754895210266113,-1,0.0
GraphMerge,1831,367,21,0.9836512261580381,0.9375,0.8823529411764706,0.9090909090909091,26.3,13.65,5.0,0.8346556866389057,0.3665133155232145,0.02452316076294281,0.19905638779833307,1.6666666666666667,1.5158164501190186,1,0.011000394821166992
BestCandidate,1831,367,21,0.9836512261580381,0.9375,0.8823529411764706,0.9090909090909091,26.3,13.65,5.0,0.8346556866389057,0.3665133155232145,0.4686648501362398,0.3798459636903925,2.36046511627907,1.0100300312042236,-1,0.0
