n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,lb_min,lb_avg,lb_max,bt_min,bt_avg,bt_max,init_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset
4600,5,57,15,3,14.6,7.8,3.0,0.875,0.9377289377289377,0.7231638418079096,0.8165869218500797,3968,17267.2,62180,3967,17411.8,62843,3967,17411.8,62843,0.181013822555542,5.921050548553467,PriorityQueue,1.0,0.0036423409668189305,2.6,spambase
4600,5,57,15,3,14.6,7.8,3.0,0.875,0.9377289377289377,0.7231638418079096,0.8165869218500797,1149,3310.4,8103,6040,42705.8,157986,2255,26968.8,102346,0.181013822555542,13.363686561584473,Stack,1.0,0.0036423409668189305,2.6,spambase
4600,5,57,15,3,14.6,7.8,3.0,0.875,0.9377289377289377,0.7231638418079096,0.8165869218500797,367,816.8,2300,3967,17411.8,62843,246,291.4,348,0.181013822555542,5.233603239059448,ModifiedPriorityQueue,1.0,0.0036423409668189305,2.6,spambase
