,0,1
0,"[0, 0.7339699012226546]","[36851, 0.319000773707326]"
1,"[0, 0.5555991983262253]","[120394, 0.229433070524562]"
2,"[0, 0.5515770245023645]","[59737, 0.24652817289634685]"
3,"[0, 0.4680599337319014]","[38561, 0.17190919627055384]"
4,"[0, 0.6410308919652722]","[19044, 0.11270736080364575]"
