,0,1
0,"[0, 0.4317133822262108]","[3129, 0.048183368010986966]"
1,"[0, 0.1815092269106651]","[12339, 0.0861959601512326]"
2,"[0, 0.23203600708107935]","[11798, 0.06977643459869366]"
3,"[0, 0.46887817481963606]","[6944, 0.15212832444034408]"
4,"[0, 0.35571940652243644]","[2774, 0.02166154708521721]"
