,0,1
0,"[0, 0.45242735077770646]","[5436, 0.10986215967748883]"
1,"[0, 0.34505476371516614]","[15612, 0.04127371242415538]"
2,"[0, 0.18363823404683655]","[2611, 0.024923672536300265]"
3,"[0, 0.5537383185385955]","[7388, 0.028880849519106556]"
4,"[0, 0.3585158992589556]","[12562, 0.06300631805007358]"
