,n_features,accuracy,precision,recall,f1,coverage_ratio,mean_distance
0,2.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
1,3.0,0.9342105263157895,0.958904109589041,0.9722222222222222,0.9655172413793104,1.0,0.20888665448313617
2,4.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
3,5.0,0.9210526315789473,0.9583333333333334,0.9583333333333334,0.9583333333333334,1.0,0.28955213397109164
4,6.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
5,7.0,0.9605263157894737,0.96,1.0,0.9795918367346939,0.9210526315789473,0.3427317563423379
6,8.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
7,9.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
8,10.0,0.9605263157894737,0.9726027397260274,0.9861111111111112,0.9793103448275863,0.9736842105263158,0.15178515381960003
9,11.0,0.9736842105263158,1.0,0.9722222222222222,0.9859154929577464,0.6578947368421053,0.31583492406032027
10,12.0,0.9868421052631579,1.0,0.9861111111111112,0.993006993006993,0.14473684210526316,0.1250606848440758
11,13.0,0.9736842105263158,1.0,0.9722222222222222,0.9859154929577464,0.9736842105263158,0.4488976820659279
12,14.0,0.9473684210526315,1.0,0.9444444444444444,0.9714285714285714,0.1578947368421053,0.15506740940875688
13,15.0,1.0,1.0,1.0,1.0,0.5789473684210527,0.333606837086017
14,16.0,0.9868421052631579,1.0,0.9861111111111112,0.993006993006993,0.22368421052631582,0.23362176036189616
15,17.0,0.9605263157894737,1.0,0.9583333333333334,0.9787234042553191,0.7894736842105263,0.39329443279177173
16,18.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
17,19.0,0.9605263157894737,1.0,0.9583333333333334,0.9787234042553191,0.23684210526315785,0.17369908549470658
18,20.0,1.0,1.0,1.0,1.0,0.11842105263157898,0.2020570805419346
19,21.0,0.9605263157894737,1.0,0.9583333333333334,0.9787234042553191,0.10526315789473684,0.08101133862032892
20,22.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
21,23.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
22,24.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
23,25.0,0.9736842105263158,1.0,0.9722222222222222,0.9859154929577464,0.13157894736842102,0.1648289173684434
24,26.0,0.9736842105263158,1.0,0.9722222222222222,0.9859154929577464,0.07894736842105265,0.14383311661053047
25,27.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
26,28.0,0.9605263157894737,1.0,0.9583333333333334,0.9787234042553191,0.07894736842105265,0.12538729936830653
27,29.0,0.9736842105263158,1.0,0.9722222222222222,0.9859154929577464,0.10526315789473684,0.12200058309597997
28,2.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
29,3.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
30,4.0,0.9473684210526315,0.9594594594594594,0.9861111111111112,0.9726027397260274,1.0,0.3875782635405141
31,5.0,0.9736842105263158,0.972972972972973,1.0,0.9863013698630138,1.0,0.30759876171332917
32,6.0,0.9868421052631579,0.9863013698630136,1.0,0.993103448275862,1.0,0.31609636226472343
33,7.0,0.9605263157894737,0.9859154929577465,0.9722222222222222,0.979020979020979,0.7763157894736842,0.4104584976234515
34,8.0,0.9736842105263158,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.7763157894736842,0.3187813912211243
35,9.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
36,10.0,0.9868421052631579,0.9863013698630136,1.0,0.993103448275862,0.3157894736842105,0.3602519758867608
37,11.0,0.9868421052631579,0.9863013698630136,1.0,0.993103448275862,0.26315789473684215,0.17545892080989417
38,12.0,0.9868421052631579,0.9863013698630136,1.0,0.993103448275862,0.25,0.12757794606110792
39,13.0,0.9736842105263158,0.972972972972973,1.0,0.9863013698630138,0.19736842105263153,0.3660470372041431
40,14.0,1.0,1.0,1.0,1.0,0.21052631578947367,0.2795390693984305
41,15.0,0.9868421052631579,0.9863013698630136,1.0,0.993103448275862,0.19736842105263153,0.1992582767869569
42,16.0,0.9736842105263158,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.4473684210526315,0.2612125316909473
43,17.0,1.0,1.0,1.0,1.0,0.4605263157894737,0.2647590686361331
44,18.0,0.9473684210526315,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.11842105263157898,0.0843952422291994
45,19.0,0.9736842105263158,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.10526315789473684,0.2839867586123499
46,20.0,0.9342105263157895,0.9855072463768116,0.9444444444444444,0.9645390070921985,0.14473684210526316,0.12241271735483422
47,21.0,0.9868421052631579,0.9863013698630136,1.0,0.993103448275862,0.10526315789473684,0.2438978481641889
48,22.0,0.9868421052631579,0.9863013698630136,1.0,0.993103448275862,0.14473684210526316,0.16231595487370942
49,23.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
50,24.0,0.9868421052631579,1.0,0.9861111111111112,0.993006993006993,0.06578947368421051,0.14535219605280886
51,25.0,0.9868421052631579,1.0,0.9861111111111112,0.993006993006993,0.10526315789473684,0.07366862006521532
52,26.0,1.0,1.0,1.0,1.0,0.03947368421052633,0.037583620040623884
53,27.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
54,28.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
55,29.0,1.0,1.0,1.0,1.0,0.07894736842105265,0.15166502985306543
56,2.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
57,3.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
58,4.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
59,5.0,0.9736842105263158,0.972972972972973,1.0,0.9863013698630138,1.0,0.28839784599948287
60,6.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
61,7.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
62,8.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
63,9.0,0.9473684210526315,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.631578947368421,0.24557013814474582
64,10.0,0.9473684210526315,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.5789473684210527,0.3255176411120075
65,11.0,0.9736842105263158,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.39473684210526316,0.5073313991030066
66,12.0,0.9868421052631579,0.9863013698630136,1.0,0.993103448275862,0.26315789473684215,0.4002762553077341
67,13.0,0.9605263157894737,0.9726027397260274,0.9861111111111112,0.9793103448275863,0.07894736842105265,0.34663631887423674
68,14.0,0.9473684210526315,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.13157894736842102,0.26180517538498255
69,15.0,0.9605263157894737,0.9859154929577465,0.9722222222222222,0.979020979020979,0.13157894736842102,0.1217659922567443
70,16.0,0.9736842105263158,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.10526315789473684,0.3465326625635705
71,17.0,0.9868421052631579,0.9863013698630136,1.0,0.993103448275862,0.25,0.37861421940274514
72,18.0,0.9605263157894737,0.9726027397260274,0.9861111111111112,0.9793103448275863,0.10526315789473684,0.329484288650919
73,19.0,0.9868421052631579,0.9863013698630136,1.0,0.993103448275862,0.21052631578947367,0.35306331863488527
74,20.0,0.9605263157894737,0.9859154929577465,0.9722222222222222,0.979020979020979,0.4473684210526315,0.34154065913065046
75,21.0,0.9868421052631579,0.9863013698630136,1.0,0.993103448275862,0.09210526315789469,0.2575706469074568
76,22.0,0.9736842105263158,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.052631578947368474,0.1391258419359685
77,23.0,0.9605263157894737,0.9859154929577465,0.9722222222222222,0.979020979020979,0.03947368421052633,0.055494136952938346
78,24.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
79,25.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,
80,26.0,0.9868421052631579,0.9863013698630136,1.0,0.993103448275862,0.03947368421052633,0.302326399804699
81,27.0,0.9605263157894737,0.9859154929577465,0.9722222222222222,0.979020979020979,0.07894736842105265,0.20519773537603347
82,28.0,0.9605263157894737,0.9859154929577465,0.9722222222222222,0.979020979020979,0.03947368421052633,0.020160499985998042
83,29.0,0.9868421052631579,0.9863013698630136,1.0,0.993103448275862,0.03947368421052633,0.14954839975795275
84,2.0,0.9342105263157895,0.9324324324324325,1.0,0.965034965034965,1.0,0.13494864859285735
85,3.0,0.9078947368421053,0.9078947368421053,1.0,0.9517241379310345,0.0,
86,4.0,0.9473684210526315,0.9577464788732394,0.9855072463768116,0.9714285714285714,1.0,0.22702478509343338
87,5.0,0.9605263157894737,0.9583333333333334,1.0,0.9787234042553191,1.0,0.27222067227012053
88,6.0,0.9342105263157895,0.9324324324324325,1.0,0.965034965034965,1.0,0.31739399962856135
89,7.0,0.9342105263157895,0.9324324324324325,1.0,0.965034965034965,1.0,0.23220995879407677
90,8.0,0.9078947368421053,0.9078947368421053,1.0,0.9517241379310345,0.0,
91,9.0,0.9210526315789473,0.9315068493150684,0.9855072463768116,0.9577464788732394,1.0,0.2481058119209777
92,10.0,0.9473684210526315,0.9452054794520548,1.0,0.971830985915493,0.3421052631578947,0.3243720475690932
93,11.0,0.9342105263157895,0.9324324324324325,1.0,0.965034965034965,0.19736842105263153,0.42298522841570285
94,12.0,0.9078947368421053,0.9078947368421053,1.0,0.9517241379310345,0.0,
95,13.0,0.9342105263157895,0.9324324324324325,1.0,0.965034965034965,0.13157894736842102,0.36842883927204545
96,14.0,0.9078947368421053,0.9078947368421053,1.0,0.9517241379310345,0.0,
97,15.0,0.9342105263157895,0.9324324324324325,1.0,0.965034965034965,0.052631578947368474,0.1981499230023508
98,16.0,0.9605263157894737,0.9583333333333334,1.0,0.9787234042553191,0.06578947368421051,0.21274294706374555
99,17.0,0.9342105263157895,0.9324324324324325,1.0,0.965034965034965,0.11842105263157898,0.202084330110207
100,18.0,0.9605263157894737,0.9583333333333334,1.0,0.9787234042553191,0.8947368421052632,0.38380578061323944
101,19.0,0.9736842105263158,0.971830985915493,1.0,0.9857142857142858,0.09210526315789469,0.24155784513840042
102,20.0,0.9605263157894737,0.9583333333333334,1.0,0.9787234042553191,0.052631578947368474,0.12373755853331336
103,21.0,0.9342105263157895,0.9324324324324325,1.0,0.965034965034965,0.052631578947368474,0.24506195968710956
104,22.0,0.9473684210526315,0.9452054794520548,1.0,0.971830985915493,0.07894736842105265,0.15883975314174215
105,23.0,0.9605263157894737,0.9583333333333334,1.0,0.9787234042553191,0.06578947368421051,0.14276168461088418
106,24.0,0.9078947368421053,0.9078947368421053,1.0,0.9517241379310345,0.0,
107,25.0,0.9078947368421053,0.9078947368421053,1.0,0.9517241379310345,0.0,
108,26.0,0.9078947368421053,0.9078947368421053,1.0,0.9517241379310345,0.0,
109,27.0,0.9605263157894737,0.9583333333333334,1.0,0.9787234042553191,0.06578947368421051,0.17171346320554284
110,28.0,0.9605263157894737,0.9583333333333334,1.0,0.9787234042553191,0.052631578947368474,0.25146058225178536
111,29.0,0.9342105263157895,0.9324324324324325,1.0,0.965034965034965,0.013157894736842146,0.1398332050277783
112,2.0,0.9342105263157895,0.9452054794520548,0.9857142857142858,0.9650349650349651,1.0,0.11354159296666057
113,3.0,0.9473684210526315,0.9583333333333334,0.9857142857142858,0.971830985915493,1.0,0.2529453064886411
114,4.0,0.9473684210526315,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9736842105263158,0.34846422696789126
115,5.0,0.9342105263157895,0.9452054794520548,0.9857142857142858,0.9650349650349651,0.7894736842105263,0.21133522711763109
116,6.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
117,7.0,0.9210526315789473,0.9571428571428572,0.9571428571428572,0.9571428571428572,1.0,0.4384281581616105
118,8.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
119,9.0,0.9473684210526315,0.9459459459459459,1.0,0.9722222222222222,0.14473684210526316,0.25844765745691295
120,10.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
121,11.0,0.9473684210526315,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.07894736842105265,0.07326782209376584
122,12.0,0.9473684210526315,0.9583333333333334,0.9857142857142858,0.971830985915493,0.25,0.27784164357212404
123,13.0,0.9605263157894737,0.958904109589041,1.0,0.9790209790209791,0.1842105263157895,0.36396859037488133
124,14.0,0.9605263157894737,0.958904109589041,1.0,0.9790209790209791,0.13157894736842102,0.266184800616076
125,15.0,0.9473684210526315,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.09210526315789469,0.11160870810045972
126,16.0,0.9605263157894737,0.971830985915493,0.9857142857142858,0.9787234042553192,0.06578947368421051,0.26944629323959374
127,17.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.10526315789473684,0.1739854375205677
128,18.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.9736842105263158,0.3673829222999676
129,19.0,0.9473684210526315,0.9583333333333334,0.9857142857142858,0.971830985915493,0.07894736842105265,0.12221855351163642
130,20.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
131,21.0,0.9473684210526315,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.2894736842105263,0.315059124822908
