,n_features,accuracy,precision,recall,f1,coverage_ratio,mean_distance
487,161.0,1.0,1.0,1.0,1.0,0.0,
488,162.0,1.0,1.0,1.0,1.0,0.0,
489,163.0,1.0,1.0,1.0,1.0,0.0,
490,164.0,1.0,1.0,1.0,1.0,0.0,
491,165.0,1.0,1.0,1.0,1.0,0.0,
492,2.0,1.0,1.0,1.0,1.0,1.0,0.31077655734560905
493,3.0,1.0,1.0,1.0,1.0,1.0,0.3127686278223903
494,4.0,1.0,1.0,1.0,1.0,1.0,0.31077655734560905
495,5.0,1.0,1.0,1.0,1.0,1.0,0.3127686278223903
496,6.0,1.0,1.0,1.0,1.0,1.0,0.35086884694979426
497,7.0,1.0,1.0,1.0,1.0,1.0,0.31559181995194635
498,8.0,1.0,1.0,1.0,1.0,1.0,0.41726884035263284
499,9.0,1.0,1.0,1.0,1.0,1.0,0.42837612267572456
500,10.0,1.0,1.0,1.0,1.0,1.0,0.39693708674214834
501,11.0,1.0,1.0,1.0,1.0,0.7292006525285482,0.6391363470351752
502,12.0,1.0,1.0,1.0,1.0,1.0,0.41865655511105654
503,13.0,1.0,1.0,1.0,1.0,0.44698205546492664,0.3672305249871131
504,14.0,1.0,1.0,1.0,1.0,0.4290375203915171,0.3778951424015292
505,15.0,1.0,1.0,1.0,1.0,0.09624796084828713,0.5022967249327421
506,16.0,1.0,1.0,1.0,1.0,0.0,
507,17.0,1.0,1.0,1.0,1.0,0.0,
508,18.0,1.0,1.0,1.0,1.0,0.0,
509,19.0,1.0,1.0,1.0,1.0,0.0,
510,20.0,1.0,1.0,1.0,1.0,0.0,
511,21.0,1.0,1.0,1.0,1.0,0.0,
512,22.0,1.0,1.0,1.0,1.0,0.0,
513,23.0,1.0,1.0,1.0,1.0,0.0,
514,24.0,1.0,1.0,1.0,1.0,0.0,
515,25.0,1.0,1.0,1.0,1.0,0.0,
516,26.0,1.0,1.0,1.0,1.0,0.0,
517,27.0,1.0,1.0,1.0,1.0,0.0,
518,28.0,1.0,1.0,1.0,1.0,0.0,
519,29.0,1.0,1.0,1.0,1.0,0.0,
520,30.0,1.0,1.0,1.0,1.0,0.0,
521,31.0,1.0,1.0,1.0,1.0,0.0,
522,32.0,1.0,1.0,1.0,1.0,0.0,
523,33.0,1.0,1.0,1.0,1.0,0.0,
524,34.0,1.0,1.0,1.0,1.0,0.0,
525,35.0,1.0,1.0,1.0,1.0,0.0,
526,36.0,1.0,1.0,1.0,1.0,0.0,
527,37.0,1.0,1.0,1.0,1.0,0.0,
528,38.0,1.0,1.0,1.0,1.0,0.0,
529,39.0,1.0,1.0,1.0,1.0,0.0,
530,40.0,1.0,1.0,1.0,1.0,0.0,
531,41.0,1.0,1.0,1.0,1.0,0.0,
532,42.0,1.0,1.0,1.0,1.0,0.0,
533,43.0,1.0,1.0,1.0,1.0,0.0,
534,44.0,1.0,1.0,1.0,1.0,0.0,
535,45.0,1.0,1.0,1.0,1.0,0.0,
536,46.0,1.0,1.0,1.0,1.0,0.0,
537,47.0,1.0,1.0,1.0,1.0,0.0,
538,48.0,1.0,1.0,1.0,1.0,0.0,
539,49.0,1.0,1.0,1.0,1.0,0.0,
540,50.0,1.0,1.0,1.0,1.0,0.0,
541,51.0,1.0,1.0,1.0,1.0,0.0,
542,52.0,1.0,1.0,1.0,1.0,0.0,
543,53.0,1.0,1.0,1.0,1.0,0.0,
544,54.0,1.0,1.0,1.0,1.0,0.0,
545,55.0,1.0,1.0,1.0,1.0,0.0,
546,56.0,1.0,1.0,1.0,1.0,0.0,
547,57.0,1.0,1.0,1.0,1.0,0.0,
548,58.0,1.0,1.0,1.0,1.0,0.0,
549,59.0,1.0,1.0,1.0,1.0,0.0,
550,60.0,1.0,1.0,1.0,1.0,0.0,
551,61.0,1.0,1.0,1.0,1.0,0.0,
552,62.0,1.0,1.0,1.0,1.0,0.0,
553,63.0,1.0,1.0,1.0,1.0,0.0,
554,64.0,1.0,1.0,1.0,1.0,0.0,
555,65.0,1.0,1.0,1.0,1.0,0.0,
556,66.0,1.0,1.0,1.0,1.0,0.0,
557,67.0,1.0,1.0,1.0,1.0,0.0,
558,68.0,1.0,1.0,1.0,1.0,0.0,
559,69.0,1.0,1.0,1.0,1.0,0.0,
560,70.0,1.0,1.0,1.0,1.0,0.0,
561,71.0,1.0,1.0,1.0,1.0,0.0,
562,72.0,1.0,1.0,1.0,1.0,0.0,
563,73.0,1.0,1.0,1.0,1.0,0.0,
564,74.0,1.0,1.0,1.0,1.0,0.0,
565,75.0,1.0,1.0,1.0,1.0,0.0,
566,76.0,1.0,1.0,1.0,1.0,0.0,
567,77.0,1.0,1.0,1.0,1.0,0.0,
568,78.0,1.0,1.0,1.0,1.0,0.0,
569,79.0,1.0,1.0,1.0,1.0,0.0,
570,80.0,1.0,1.0,1.0,1.0,0.0,
571,81.0,1.0,1.0,1.0,1.0,0.0,
572,82.0,1.0,1.0,1.0,1.0,0.0,
573,83.0,1.0,1.0,1.0,1.0,0.0,
574,84.0,1.0,1.0,1.0,1.0,0.0,
575,85.0,1.0,1.0,1.0,1.0,0.0,
576,86.0,1.0,1.0,1.0,1.0,0.0,
577,87.0,1.0,1.0,1.0,1.0,0.0,
578,88.0,1.0,1.0,1.0,1.0,0.0,
579,89.0,1.0,1.0,1.0,1.0,0.0,
580,90.0,1.0,1.0,1.0,1.0,0.0,
581,91.0,1.0,1.0,1.0,1.0,0.0,
582,92.0,1.0,1.0,1.0,1.0,0.0,
583,93.0,1.0,1.0,1.0,1.0,0.0,
584,94.0,1.0,1.0,1.0,1.0,0.0,
585,95.0,1.0,1.0,1.0,1.0,0.0,
586,96.0,1.0,1.0,1.0,1.0,0.0,
587,97.0,1.0,1.0,1.0,1.0,0.0,
588,98.0,1.0,1.0,1.0,1.0,0.0,
589,99.0,1.0,1.0,1.0,1.0,0.0,
590,100.0,1.0,1.0,1.0,1.0,0.0,
591,101.0,1.0,1.0,1.0,1.0,0.0,
592,102.0,1.0,1.0,1.0,1.0,0.0,
593,103.0,1.0,1.0,1.0,1.0,0.0,
594,104.0,1.0,1.0,1.0,1.0,0.0,
595,105.0,1.0,1.0,1.0,1.0,0.0,
596,106.0,1.0,1.0,1.0,1.0,0.0,
597,107.0,1.0,1.0,1.0,1.0,0.0,
598,108.0,1.0,1.0,1.0,1.0,0.0,
599,109.0,1.0,1.0,1.0,1.0,0.0,
600,110.0,1.0,1.0,1.0,1.0,0.0,
601,111.0,1.0,1.0,1.0,1.0,0.0,
602,112.0,1.0,1.0,1.0,1.0,0.0,
603,113.0,1.0,1.0,1.0,1.0,0.0,
604,114.0,1.0,1.0,1.0,1.0,0.0,
605,115.0,1.0,1.0,1.0,1.0,0.0,
606,116.0,1.0,1.0,1.0,1.0,0.0,
607,117.0,1.0,1.0,1.0,1.0,0.0,
608,118.0,1.0,1.0,1.0,1.0,0.0,
609,119.0,1.0,1.0,1.0,1.0,0.0,
610,120.0,1.0,1.0,1.0,1.0,0.0,
611,121.0,1.0,1.0,1.0,1.0,0.0,
612,122.0,1.0,1.0,1.0,1.0,0.0,
613,123.0,1.0,1.0,1.0,1.0,0.0,
614,124.0,1.0,1.0,1.0,1.0,0.0,
615,125.0,1.0,1.0,1.0,1.0,0.0,
616,126.0,1.0,1.0,1.0,1.0,0.0,
617,127.0,1.0,1.0,1.0,1.0,0.0,
618,128.0,1.0,1.0,1.0,1.0,0.0,
619,129.0,1.0,1.0,1.0,1.0,0.0,
620,130.0,1.0,1.0,1.0,1.0,0.0,
621,131.0,1.0,1.0,1.0,1.0,0.0,
622,132.0,1.0,1.0,1.0,1.0,0.0,
623,133.0,1.0,1.0,1.0,1.0,0.0,
624,134.0,1.0,1.0,1.0,1.0,0.0,
625,135.0,1.0,1.0,1.0,1.0,0.0,
626,136.0,1.0,1.0,1.0,1.0,0.0,
627,137.0,1.0,1.0,1.0,1.0,0.0,
628,138.0,1.0,1.0,1.0,1.0,0.0,
629,139.0,1.0,1.0,1.0,1.0,0.0,
630,140.0,1.0,1.0,1.0,1.0,0.0,
631,141.0,1.0,1.0,1.0,1.0,0.0,
632,142.0,1.0,1.0,1.0,1.0,0.0,
633,143.0,1.0,1.0,1.0,1.0,0.0,
634,144.0,1.0,1.0,1.0,1.0,0.0,
635,145.0,1.0,1.0,1.0,1.0,0.0,
636,146.0,1.0,1.0,1.0,1.0,0.0,
637,147.0,1.0,1.0,1.0,1.0,0.0,
638,148.0,1.0,1.0,1.0,1.0,0.0,
639,149.0,1.0,1.0,1.0,1.0,0.0,
640,150.0,1.0,1.0,1.0,1.0,0.0,
641,151.0,1.0,1.0,1.0,1.0,0.0,
642,152.0,1.0,1.0,1.0,1.0,0.0,
643,153.0,1.0,1.0,1.0,1.0,0.0,
644,154.0,1.0,1.0,1.0,1.0,0.0,
645,155.0,1.0,1.0,1.0,1.0,0.0,
646,156.0,1.0,1.0,1.0,1.0,0.0,
647,157.0,1.0,1.0,1.0,1.0,0.0,
648,158.0,1.0,1.0,1.0,1.0,0.0,
649,159.0,1.0,1.0,1.0,1.0,0.0,
650,160.0,1.0,1.0,1.0,1.0,0.0,
651,161.0,1.0,1.0,1.0,1.0,0.0,
652,162.0,1.0,1.0,1.0,1.0,0.0,
653,163.0,1.0,1.0,1.0,1.0,0.0,
654,164.0,1.0,1.0,1.0,1.0,0.0,
655,165.0,1.0,1.0,1.0,1.0,0.0,
656,2.0,1.0,1.0,1.0,1.0,1.0,0.34368637324895246
657,3.0,1.0,1.0,1.0,1.0,1.0,0.3201415418687953
658,4.0,1.0,1.0,1.0,1.0,1.0,0.30481135101006185
659,5.0,1.0,1.0,1.0,1.0,1.0,0.3420228421783829
660,6.0,1.0,1.0,1.0,1.0,0.22349102773246332,0.29430804278112604
661,7.0,1.0,1.0,1.0,1.0,0.024469820554649302,0.44401331798464067
662,8.0,1.0,1.0,1.0,1.0,0.99836867862969,0.32352890231853865
663,9.0,1.0,1.0,1.0,1.0,0.5040783034257749,0.40474798533718814
664,10.0,1.0,1.0,1.0,1.0,1.0,0.3040381337850857
665,11.0,1.0,1.0,1.0,1.0,0.25122349102773245,0.34812727856736225
666,12.0,1.0,1.0,1.0,1.0,0.99836867862969,0.3953681126802564
667,13.0,1.0,1.0,1.0,1.0,0.034257748776509,0.28824510826105776
668,14.0,1.0,1.0,1.0,1.0,0.08972267536704726,0.37691905817277876
669,15.0,1.0,1.0,1.0,1.0,0.0032626427406199365,0.3552593573112941
670,16.0,1.0,1.0,1.0,1.0,0.0,
671,17.0,1.0,1.0,1.0,1.0,0.0,
672,18.0,1.0,1.0,1.0,1.0,0.006525285481239762,0.3922978838520938
673,19.0,1.0,1.0,1.0,1.0,0.0016313213703099683,0.15351484321500405
674,20.0,1.0,1.0,1.0,1.0,0.0016313213703099683,0.3367079148766133
675,21.0,1.0,1.0,1.0,1.0,0.0,
676,22.0,1.0,1.0,1.0,1.0,0.0,
677,23.0,1.0,1.0,1.0,1.0,0.0,
678,24.0,1.0,1.0,1.0,1.0,0.0,
679,25.0,1.0,1.0,1.0,1.0,0.0,
680,26.0,1.0,1.0,1.0,1.0,0.0,
681,27.0,1.0,1.0,1.0,1.0,0.0,
682,28.0,1.0,1.0,1.0,1.0,0.0,
683,29.0,1.0,1.0,1.0,1.0,0.0,
684,30.0,1.0,1.0,1.0,1.0,0.0,
685,31.0,1.0,1.0,1.0,1.0,0.0,
686,32.0,1.0,1.0,1.0,1.0,0.0,
687,33.0,1.0,1.0,1.0,1.0,0.0,
688,34.0,1.0,1.0,1.0,1.0,0.0,
689,35.0,1.0,1.0,1.0,1.0,0.0,
690,36.0,1.0,1.0,1.0,1.0,0.0,
691,37.0,1.0,1.0,1.0,1.0,0.0,
692,38.0,1.0,1.0,1.0,1.0,0.0,
693,39.0,1.0,1.0,1.0,1.0,0.0,
694,40.0,1.0,1.0,1.0,1.0,0.0,
695,41.0,1.0,1.0,1.0,1.0,0.0,
696,42.0,1.0,1.0,1.0,1.0,0.0,
697,43.0,1.0,1.0,1.0,1.0,0.0,
698,44.0,1.0,1.0,1.0,1.0,0.0,
699,45.0,1.0,1.0,1.0,1.0,0.0,
700,46.0,1.0,1.0,1.0,1.0,0.0,
701,47.0,1.0,1.0,1.0,1.0,0.0,
702,48.0,1.0,1.0,1.0,1.0,0.0,
703,49.0,1.0,1.0,1.0,1.0,0.0,
704,50.0,1.0,1.0,1.0,1.0,0.0,
705,51.0,1.0,1.0,1.0,1.0,0.0,
706,52.0,1.0,1.0,1.0,1.0,0.0,
707,53.0,1.0,1.0,1.0,1.0,0.0,
708,54.0,1.0,1.0,1.0,1.0,0.0,
709,55.0,1.0,1.0,1.0,1.0,0.0,
710,56.0,1.0,1.0,1.0,1.0,0.0,
711,57.0,1.0,1.0,1.0,1.0,0.0,
712,58.0,1.0,1.0,1.0,1.0,0.0,
713,59.0,1.0,1.0,1.0,1.0,0.0,
714,60.0,1.0,1.0,1.0,1.0,0.0,
715,61.0,1.0,1.0,1.0,1.0,0.0,
716,62.0,1.0,1.0,1.0,1.0,0.0,
717,63.0,1.0,1.0,1.0,1.0,0.0,
718,64.0,1.0,1.0,1.0,1.0,0.0,
719,65.0,1.0,1.0,1.0,1.0,0.0,
720,66.0,1.0,1.0,1.0,1.0,0.0,
721,67.0,1.0,1.0,1.0,1.0,0.0,
722,68.0,1.0,1.0,1.0,1.0,0.0,
723,69.0,1.0,1.0,1.0,1.0,0.0,
724,70.0,1.0,1.0,1.0,1.0,0.0,
725,71.0,1.0,1.0,1.0,1.0,0.0,
726,72.0,1.0,1.0,1.0,1.0,0.0,
727,73.0,1.0,1.0,1.0,1.0,0.0,
728,74.0,1.0,1.0,1.0,1.0,0.0,
729,75.0,1.0,1.0,1.0,1.0,0.0,
730,76.0,1.0,1.0,1.0,1.0,0.0,
731,77.0,1.0,1.0,1.0,1.0,0.0,
732,78.0,1.0,1.0,1.0,1.0,0.0,
733,79.0,1.0,1.0,1.0,1.0,0.0,
734,80.0,1.0,1.0,1.0,1.0,0.0,
735,81.0,1.0,1.0,1.0,1.0,0.0,
736,82.0,1.0,1.0,1.0,1.0,0.0,
737,83.0,1.0,1.0,1.0,1.0,0.0,
738,84.0,1.0,1.0,1.0,1.0,0.0,
739,85.0,1.0,1.0,1.0,1.0,0.0,
740,86.0,1.0,1.0,1.0,1.0,0.0,
741,87.0,1.0,1.0,1.0,1.0,0.0,
742,88.0,1.0,1.0,1.0,1.0,0.0,
743,89.0,1.0,1.0,1.0,1.0,0.0,
744,90.0,1.0,1.0,1.0,1.0,0.0,
745,91.0,1.0,1.0,1.0,1.0,0.0,
746,92.0,1.0,1.0,1.0,1.0,0.0,
747,93.0,1.0,1.0,1.0,1.0,0.0,
748,94.0,1.0,1.0,1.0,1.0,0.0,
749,95.0,1.0,1.0,1.0,1.0,0.0,
750,96.0,1.0,1.0,1.0,1.0,0.0,
751,97.0,1.0,1.0,1.0,1.0,0.0,
752,98.0,1.0,1.0,1.0,1.0,0.0,
753,99.0,1.0,1.0,1.0,1.0,0.0,
754,100.0,1.0,1.0,1.0,1.0,0.0,
755,101.0,1.0,1.0,1.0,1.0,0.0,
756,102.0,1.0,1.0,1.0,1.0,0.0,
757,103.0,1.0,1.0,1.0,1.0,0.0,
758,104.0,1.0,1.0,1.0,1.0,0.0,
759,105.0,1.0,1.0,1.0,1.0,0.0,
760,106.0,1.0,1.0,1.0,1.0,0.0,
761,107.0,1.0,1.0,1.0,1.0,0.0,
762,108.0,1.0,1.0,1.0,1.0,0.0,
763,109.0,1.0,1.0,1.0,1.0,0.0,
764,110.0,1.0,1.0,1.0,1.0,0.0,
765,111.0,1.0,1.0,1.0,1.0,0.0,
766,112.0,1.0,1.0,1.0,1.0,0.0,
767,113.0,1.0,1.0,1.0,1.0,0.0,
768,114.0,1.0,1.0,1.0,1.0,0.0,
769,115.0,1.0,1.0,1.0,1.0,0.0,
770,116.0,1.0,1.0,1.0,1.0,0.0,
771,117.0,1.0,1.0,1.0,1.0,0.0,
772,118.0,1.0,1.0,1.0,1.0,0.0,
773,119.0,1.0,1.0,1.0,1.0,0.0,
774,120.0,1.0,1.0,1.0,1.0,0.0,
775,121.0,1.0,1.0,1.0,1.0,0.0,
776,122.0,1.0,1.0,1.0,1.0,0.0,
777,123.0,1.0,1.0,1.0,1.0,0.0,
778,124.0,1.0,1.0,1.0,1.0,0.0,
779,125.0,1.0,1.0,1.0,1.0,0.0,
780,126.0,1.0,1.0,1.0,1.0,0.0,
781,127.0,1.0,1.0,1.0,1.0,0.0,
782,128.0,1.0,1.0,1.0,1.0,0.0,
783,129.0,1.0,1.0,1.0,1.0,0.0,
784,130.0,1.0,1.0,1.0,1.0,0.0,
785,131.0,1.0,1.0,1.0,1.0,0.0,
786,132.0,1.0,1.0,1.0,1.0,0.0,
787,133.0,1.0,1.0,1.0,1.0,0.0,
788,134.0,1.0,1.0,1.0,1.0,0.0,
789,135.0,1.0,1.0,1.0,1.0,0.0,
790,136.0,1.0,1.0,1.0,1.0,0.0,
791,137.0,1.0,1.0,1.0,1.0,0.0,
792,138.0,1.0,1.0,1.0,1.0,0.0,
793,139.0,1.0,1.0,1.0,1.0,0.0,
794,140.0,1.0,1.0,1.0,1.0,0.0,
795,141.0,1.0,1.0,1.0,1.0,0.0,
796,142.0,1.0,1.0,1.0,1.0,0.0,
797,143.0,1.0,1.0,1.0,1.0,0.0,
798,144.0,1.0,1.0,1.0,1.0,0.0,
799,145.0,1.0,1.0,1.0,1.0,0.0,
800,146.0,1.0,1.0,1.0,1.0,0.0,
801,147.0,1.0,1.0,1.0,1.0,0.0,
802,148.0,1.0,1.0,1.0,1.0,0.0,
803,149.0,1.0,1.0,1.0,1.0,0.0,
804,150.0,1.0,1.0,1.0,1.0,0.0,
805,151.0,1.0,1.0,1.0,1.0,0.0,
806,152.0,1.0,1.0,1.0,1.0,0.0,
807,153.0,1.0,1.0,1.0,1.0,0.0,
808,154.0,1.0,1.0,1.0,1.0,0.0,
809,155.0,1.0,1.0,1.0,1.0,0.0,
810,156.0,1.0,1.0,1.0,1.0,0.0,
811,157.0,1.0,1.0,1.0,1.0,0.0,
812,158.0,1.0,1.0,1.0,1.0,0.0,
813,159.0,1.0,1.0,1.0,1.0,0.0,
814,160.0,1.0,1.0,1.0,1.0,0.0,
815,161.0,1.0,1.0,1.0,1.0,0.0,
816,162.0,1.0,1.0,1.0,1.0,0.0,
817,163.0,1.0,1.0,1.0,1.0,0.0,
818,164.0,1.0,1.0,1.0,1.0,0.0,
819,165.0,1.0,1.0,1.0,1.0,0.0,
