explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size
FACETGrow,20,20,9,0.8,0.8461538461538461,0.8461538461538461,0.8461538461538461,12.1,6.55,3.0,0.29460833859360824,0.36214912280701755,0.95,0.36382190977780005,4.631578947368421,0.21185779571533203,0.08099794387817383,4.9,15.85
AFT,20,20,9,0.8,0.8461538461538461,0.8461538461538461,0.8461538461538461,12.1,6.55,3.0,0.29460833859360824,0.36214912280701755,1.0,0.09820559035277195,1.45,0.0,0.040999650955200195,-1.0,-1.0
OCEAN,20,20,9,0.8,0.8461538461538461,0.8461538461538461,0.8461538461538461,12.1,6.55,3.0,0.29460833859360824,0.36214912280701755,1.0,0.049364758042384035,2.8,0.0,0.9534618854522705,-1.0,-1.0
