explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
OCEAN,20,20,10,0.75,0.75,0.9230769230769231,0.8275862068965517,14.9,7.95,3.0,0.7809899080068616,0.49677944862155393,1.0,0.0997003309653775,2.8,0.0,1.1649932861328125,-1,-1,-1,-1,-1
FACETIndex,20,20,10,0.75,0.75,0.9230769230769231,0.8275862068965517,14.9,7.95,3.0,0.7809899080068616,0.49677944862155393,1.0,0.1040802076863651,2.65,0.8570001125335693,2.362994432449341,-1,-1,-1,-1,-1
OCEAN,20,20,10,0.8,0.75,1.0,0.8571428571428571,15.0,8.0,3.0,0.4781043828615465,0.4804344193817879,1.0,0.11217639016859063,3.2,0.0,1.2780125141143799,-1,-1,-1,-1,-1
FACETIndex,20,20,10,0.8,0.75,1.0,0.8571428571428571,15.0,8.0,3.0,0.4781043828615465,0.4804344193817879,1.0,0.136423156466626,2.95,0.8549089431762695,2.0420074462890625,-1,-1,-1,-1,-1
OCEAN,20,20,10,0.85,0.8125,1.0,0.896551724137931,15.0,8.0,3.0,0.8655298687546361,0.4721971595655806,1.0,0.14583382564724062,3.4,0.0,1.345982313156128,-1,-1,-1,-1,-1
FACETIndex,20,20,10,0.85,0.8125,1.0,0.896551724137931,15.0,8.0,3.0,0.8655298687546361,0.4721971595655806,1.0,0.16431122413672136,3.2,0.8550095558166504,1.6299989223480225,-1,-1,-1,-1,-1
OCEAN,20,20,10,0.95,0.9411764705882353,1.0,0.9696969696969697,15.0,8.0,3.0,0.06842105263157894,0.49369674185463663,1.0,0.1157413071746746,3.3,0.0,1.3679907321929932,-1,-1,-1,-1,-1
FACETIndex,20,20,10,0.95,0.9411764705882353,1.0,0.9696969696969697,15.0,8.0,3.0,0.06842105263157894,0.49369674185463663,1.0,0.11950548555749245,2.3,0.8539988994598389,1.449122428894043,-1,-1,-1,-1,-1
OCEAN,20,20,10,0.7,0.6842105263157895,1.0,0.8125000000000001,15.0,8.0,3.0,0.9006290434298664,0.44195488721804516,1.0,0.0853152260253709,3.1,0.0,1.3081846237182617,-1,-1,-1,-1,-1
FACETIndex,20,20,10,0.7,0.6842105263157895,1.0,0.8125000000000001,15.0,8.0,3.0,0.9006290434298664,0.44195488721804516,1.0,0.10146144535774956,3.0,0.8516921997070312,0.938990592956543,-1,-1,-1,-1,-1
