explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
FACETPaths,568,114,30,0.9473684210526315,0.9591836734693877,0.9215686274509803,0.9400000000000001,13.1,7.05,3.0,0.9118721017947158,0.1724951072319493,1.0,0.6906511980479553,11.087719298245615,663.6080822944641,19.5,0.9390089511871338
BestCandidate,568,114,30,0.9473684210526315,0.9591836734693877,0.9215686274509803,0.9400000000000001,13.1,7.05,3.0,0.9118721017947158,0.1724951072319493,0.1228070175438597,0.14627862261778574,1.7857142857142858,0.21499943733215332,-1.0,0.0
OCEAN,568,114,30,0.9473684210526315,0.9591836734693877,0.9215686274509803,0.9400000000000001,13.1,7.05,3.0,0.9118721017947158,0.1724951072319493,1.0,0.23276032374517563,6.859649122807017,6.177532911300659,-1.0,0.0
FACETPaths,568,114,30,0.9649122807017544,0.9512195121951219,0.9512195121951219,0.9512195121951219,13.4,7.2,3.0,0.5735555268904289,0.1471931723247513,1.0,0.660454413800227,11.675438596491228,632.3205766677856,19.5,0.8720676898956299
BestCandidate,568,114,30,0.9649122807017544,0.9512195121951219,0.9512195121951219,0.9512195121951219,13.4,7.2,3.0,0.5735555268904289,0.1471931723247513,0.1578947368421053,0.15642441516001265,1.7777777777777777,0.20599985122680664,-1.0,0.0
OCEAN,568,114,30,0.9649122807017544,0.9512195121951219,0.9512195121951219,0.9512195121951219,13.4,7.2,3.0,0.5735555268904289,0.1471931723247513,1.0,0.19978756734795267,6.368421052631579,6.299999713897705,-1.0,0.0
FACETPaths,568,114,30,0.956140350877193,1.0,0.8958333333333334,0.945054945054945,13.1,7.05,3.0,0.7795924783464918,0.15432900432900432,1.0,0.6688177150055442,10.219298245614034,637.0094599723816,19.5,0.7880003452301025
BestCandidate,568,114,30,0.956140350877193,1.0,0.8958333333333334,0.945054945054945,13.1,7.05,3.0,0.7795924783464918,0.15432900432900432,0.2192982456140351,0.15323977829734603,1.8,0.20499920845031738,-1.0,0.0
OCEAN,568,114,30,0.956140350877193,1.0,0.8958333333333334,0.945054945054945,13.1,7.05,3.0,0.7795924783464918,0.15432900432900432,1.0,0.2111150036872407,6.535087719298246,5.731000185012817,-1.0,0.0
FACETPaths,568,114,30,0.9473684210526315,0.972972972972973,0.8780487804878049,0.923076923076923,13.5,7.25,3.0,0.8526441224528071,0.15627249943039417,1.0,0.7061143279261131,12.175438596491228,992.1680285930634,20.0,0.8920001983642578
BestCandidate,568,114,30,0.9473684210526315,0.972972972972973,0.8780487804878049,0.923076923076923,13.5,7.25,3.0,0.8526441224528071,0.15627249943039417,0.17543859649122806,0.16086962575664546,1.55,0.20699858665466309,-1.0,0.0
OCEAN,568,114,30,0.9473684210526315,0.972972972972973,0.8780487804878049,0.923076923076923,13.5,7.25,3.0,0.8526441224528071,0.15627249943039417,1.0,0.20518203274587138,6.5701754385964914,6.417001962661743,-1.0,0.0
FACETPaths,568,114,30,0.956140350877193,0.9767441860465116,0.9130434782608695,0.9438202247191011,14.0,7.5,3.0,0.8680753584496844,0.19062351391298762,1.0,0.4765926185489115,9.105263157894736,995.4824237823486,20.0,0.9680023193359375
BestCandidate,568,114,30,0.956140350877193,0.9767441860465116,0.9130434782608695,0.9438202247191011,14.0,7.5,3.0,0.8680753584496844,0.19062351391298762,0.1578947368421053,0.07635065536229454,1.5555555555555556,0.2109980583190918,-1.0,0.0
OCEAN,568,114,30,0.956140350877193,0.9767441860465116,0.9130434782608695,0.9438202247191011,14.0,7.5,3.0,0.8680753584496844,0.19062351391298762,1.0,0.18994253811740422,5.37719298245614,6.35204005241394,-1.0,0.0
