explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
GraphMerge,20,20,6,1.0,,,,25.3,13.15,6.35,0.0,0.7684210526315789,0.0,,,1.4207642078399658,1,0.010996580123901367
BestCandidate,20,20,6,1.0,,,,25.3,13.15,6.35,0.0,0.7684210526315789,1.0,0.10165953859280823,2.1,0.05900120735168457,-1,0.0
GraphMerge,20,20,6,1.0,1.0,1.0,1.0,27.6,14.3,6.35,0.0,0.8144736842105261,0.0,,,1.5311365127563477,1,0.010007858276367188
BestCandidate,20,20,6,1.0,1.0,1.0,1.0,27.6,14.3,6.35,0.0,0.8144736842105261,1.0,0.10450050221002387,2.2,0.06400775909423828,-1,0.0
GraphMerge,20,20,6,1.0,1.0,1.0,1.0,24.7,12.85,5.85,0.0,0.7801754385964913,0.0,,,1.5198554992675781,1,0.01100015640258789
BestCandidate,20,20,6,1.0,1.0,1.0,1.0,24.7,12.85,5.85,0.0,0.7801754385964913,1.0,0.17573607036646688,2.2,0.05599689483642578,-1,0.0
GraphMerge,20,20,6,1.0,1.0,1.0,1.0,26.4,13.7,5.95,0.0,0.7949122807017542,0.0,,,1.4251112937927246,1,0.010000228881835938
BestCandidate,20,20,6,1.0,1.0,1.0,1.0,26.4,13.7,5.95,0.0,0.7949122807017542,1.0,0.11757983684875058,1.95,0.0598604679107666,-1,0.0
GraphMerge,20,20,6,1.0,1.0,1.0,1.0,27.7,14.35,6.55,0.11052631578947368,0.8240350877192982,0.0,,,1.4192187786102295,1,0.010999917984008789
BestCandidate,20,20,6,1.0,1.0,1.0,1.0,27.7,14.35,6.55,0.11052631578947368,0.8240350877192982,1.0,0.11053743227029358,2.1,0.0619964599609375,-1,0.0
GraphMerge,20,20,6,1.0,1.0,1.0,1.0,24.6,12.8,5.5,0.0,0.7945614035087719,0.0,,,1.5268347263336182,1,0.00999903678894043
BestCandidate,20,20,6,1.0,1.0,1.0,1.0,24.6,12.8,5.5,0.0,0.7945614035087719,1.0,0.08999495436329484,2.0,0.05666518211364746,-1,0.0
GraphMerge,20,20,6,0.95,1.0,0.5,0.6666666666666666,26.5,13.75,5.85,0.3263157894736842,0.8156140350877191,0.0,,,1.5321366786956787,1,0.010000228881835938
BestCandidate,20,20,6,0.95,1.0,0.5,0.6666666666666666,26.5,13.75,5.85,0.3263157894736842,0.8156140350877191,1.0,0.11192124013676914,2.45,0.05836892127990723,-1,0.0
GraphMerge,20,20,6,1.0,,,,25.6,13.3,5.9,0.0,0.7584210526315791,0.0,,,1.5297722816467285,1,0.00999903678894043
BestCandidate,20,20,6,1.0,,,,25.6,13.3,5.9,0.0,0.7584210526315791,1.0,0.09166841968098334,2.0,0.05952191352844238,-1,0.0
GraphMerge,20,20,6,1.0,1.0,1.0,1.0,26.1,13.55,6.45,0.0,0.7263157894736842,0.0,,,1.5261409282684326,1,0.010999441146850586
BestCandidate,20,20,6,1.0,1.0,1.0,1.0,26.1,13.55,6.45,0.0,0.7263157894736842,1.0,0.09498924029775077,1.95,0.06200003623962402,-1,0.0
GraphMerge,20,20,6,1.0,,,,24.2,12.6,5.65,0.015789473684210527,0.7313157894736841,0.0,,,1.5224883556365967,1,0.00998830795288086
BestCandidate,20,20,6,1.0,,,,24.2,12.6,5.65,0.015789473684210527,0.7313157894736841,1.0,0.09338342342347632,1.95,0.0559995174407959,-1,0.0
