explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
GraphMerge,20,20,36,1.0,,,,12.6,6.8,4.2,0.0,0.10095907016959647,0.0,,,6.087646484375,4,0.00800013542175293
BestCandidate,20,20,36,1.0,,,,12.6,6.8,4.2,0.0,0.10095907016959647,0.0,,,0.04199957847595215,-1,0.0
GraphMerge,20,20,36,1.0,1.0,1.0,1.0,15.9,8.45,5.3,0.0,0.12397576322885921,0.0,,,4.556646347045898,3,0.00743412971496582
BestCandidate,20,20,36,1.0,1.0,1.0,1.0,15.9,8.45,5.3,0.0,0.12397576322885921,0.0,,,0.056001901626586914,-1,0.0
GraphMerge,20,20,36,1.0,,,,11.6,6.3,4.2,0.0,0.10861655887971679,0.0,,,5.875574588775635,4,0.00923299789428711
BestCandidate,20,20,36,1.0,,,,11.6,6.3,4.2,0.0,0.10861655887971679,0.0,,,0.03900003433227539,-1,0.0
GraphMerge,20,20,36,1.0,,,,19.1,10.05,6.45,-0.015789473684210527,0.16785860281969942,0.0,,,3.1481010913848877,2,0.007999658584594727
BestCandidate,20,20,36,1.0,,,,19.1,10.05,6.45,-0.015789473684210527,0.16785860281969942,0.050000000000000044,0.040194173504064956,1.0,0.05201387405395508,-1,0.0
GraphMerge,20,20,36,1.0,,,,14.6,7.8,5.4,0.0,0.13302370359258903,0.0,,,4.575697422027588,3,0.007999420166015625
BestCandidate,20,20,36,1.0,,,,14.6,7.8,5.4,0.0,0.13302370359258903,0.0,,,0.042998552322387695,-1,0.0
GraphMerge,20,20,36,1.0,,,,14.3,7.65,5.25,0.015789473684210527,0.12514614771193716,0.0,,,6.102255344390869,4,0.007999420166015625
BestCandidate,20,20,36,1.0,,,,14.3,7.65,5.25,0.015789473684210527,0.12514614771193716,0.0,,,0.0429990291595459,-1,0.0
GraphMerge,20,20,36,1.0,,,,10.7,5.85,4.1,0.0,0.11438771754561225,0.0,,,5.777764797210693,4,0.007999897003173828
BestCandidate,20,20,36,1.0,,,,10.7,5.85,4.1,0.0,0.11438771754561225,0.0,,,0.03700065612792969,-1,0.0
GraphMerge,20,20,36,1.0,1.0,1.0,1.0,18.5,9.75,5.9,0.0,0.1496291683349692,0.0,,,3.0470497608184814,2,0.00800013542175293
BestCandidate,20,20,36,1.0,1.0,1.0,1.0,18.5,9.75,5.9,0.0,0.1496291683349692,0.0,,,0.048000335693359375,-1,0.0
GraphMerge,20,20,36,1.0,,,,19.5,10.25,6.45,0.0,0.1683718415046833,0.0,,,3.050194501876831,2,0.007998943328857422
BestCandidate,20,20,36,1.0,,,,19.5,10.25,6.45,0.0,0.1683718415046833,0.0,,,0.05099844932556152,-1,0.0
GraphMerge,20,20,36,1.0,,,,20.8,10.9,6.6,0.0,0.1682507528545902,0.0,,,3.0511927604675293,2,0.010002613067626953
BestCandidate,20,20,36,1.0,,,,20.8,10.9,6.6,0.0,0.1682507528545902,0.0,,,0.05099940299987793,-1,0.0
