explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
GraphMerge,20,20,6,0.95,0.6666666666666666,1.0,0.8,138.3,69.65,13.65,0.49707602339181284,1.0,0.0,,,1.6316137313842773,1,0.010998725891113281
BestCandidate,20,20,6,0.95,0.6666666666666666,1.0,0.8,138.3,69.65,13.65,0.49707602339181284,1.0,1.0,0.016617060236117524,1.7,0.36699986457824707,-1,0.0
GraphMerge,20,20,6,1.0,,,,121.7,61.35,13.2,0.0,1.0,0.0,,,1.5224223136901855,1,0.010997772216796875
BestCandidate,20,20,6,1.0,,,,121.7,61.35,13.2,0.0,1.0,1.0,0.02963469170807654,1.85,0.29668354988098145,-1,0.0
GraphMerge,20,20,6,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,136.8,68.9,12.8,0.5491228070175438,1.0,0.0,,,1.5247979164123535,1,0.010999917984008789
BestCandidate,20,20,6,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,136.8,68.9,12.8,0.5491228070175438,1.0,1.0,0.013186709951645451,1.65,0.3110084533691406,-1,0.0
GraphMerge,20,20,6,1.0,1.0,1.0,1.0,116.2,58.6,13.65,0.07368421052631578,1.0,0.0,,,1.5267765522003174,1,0.01100778579711914
BestCandidate,20,20,6,1.0,1.0,1.0,1.0,116.2,58.6,13.65,0.07368421052631578,1.0,1.0,0.009507310477627502,1.4,0.2790067195892334,-1,0.0
GraphMerge,20,20,6,0.95,0.5,1.0,0.6666666666666666,126.6,63.8,13.9,0.8052631578947368,1.0,0.0,,,1.5300281047821045,1,0.011000633239746094
BestCandidate,20,20,6,0.95,0.5,1.0,0.6666666666666666,126.6,63.8,13.9,0.8052631578947368,1.0,1.0,0.01389490527788743,1.55,0.2960941791534424,-1,0.0
GraphMerge,20,20,6,1.0,1.0,1.0,1.0,123.5,62.25,13.05,-0.005263157894736842,1.0,0.0,,,1.5200154781341553,1,0.010003089904785156
BestCandidate,20,20,6,1.0,1.0,1.0,1.0,123.5,62.25,13.05,-0.005263157894736842,1.0,1.0,0.011778087569967403,1.45,0.27100467681884766,-1,0.0
GraphMerge,20,20,6,0.85,0.6666666666666666,0.8,0.7272727272727272,125.2,63.1,14.45,0.6915746803212178,1.0,0.0,,,1.5250012874603271,1,0.010000467300415039
BestCandidate,20,20,6,0.85,0.6666666666666666,0.8,0.7272727272727272,125.2,63.1,14.45,0.6915746803212178,1.0,1.0,0.014411953226865826,1.5,0.2829272747039795,-1,0.0
GraphMerge,20,20,6,0.95,0.5,1.0,0.6666666666666666,132.5,66.75,13.6,0.3865497076023392,1.0,0.0,,,1.5239520072937012,1,0.01100015640258789
BestCandidate,20,20,6,0.95,0.5,1.0,0.6666666666666666,132.5,66.75,13.6,0.3865497076023392,1.0,1.0,0.014885808898955083,1.35,0.3050057888031006,-1,0.0
GraphMerge,20,20,6,1.0,1.0,1.0,1.0,142.7,71.85,13.25,0.010526315789473684,1.0,0.0,,,1.529026746749878,1,0.009998559951782227
BestCandidate,20,20,6,1.0,1.0,1.0,1.0,142.7,71.85,13.25,0.010526315789473684,1.0,1.0,0.014302750437597475,1.5,0.31700730323791504,-1,0.0
GraphMerge,20,20,6,1.0,,,,130.6,65.8,13.9,0.0,1.0,0.0,,,1.5309734344482422,1,0.01100015640258789
BestCandidate,20,20,6,1.0,,,,130.6,65.8,13.9,0.0,1.0,1.0,0.020408220603992284,1.95,0.30000758171081543,-1,0.0
