explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
GraphMerge,20,20,30,1.0,1.0,1.0,1.0,11.9,6.45,4.05,-0.10689442905509386,0.1294507247138826,0.0,,,4.361300945281982,3,0.007999897003173828
BestCandidate,20,20,30,1.0,1.0,1.0,1.0,11.9,6.45,4.05,-0.10689442905509386,0.1294507247138826,0.09999999999999998,0.4557997271235396,1.5,0.03900456428527832,-1,0.0
GraphMerge,20,20,30,1.0,1.0,1.0,1.0,12.0,6.5,4.1,-0.13157894736842105,0.14904114890956996,0.0,,,4.361577749252319,3,0.008000612258911133
BestCandidate,20,20,30,1.0,1.0,1.0,1.0,12.0,6.5,4.1,-0.13157894736842105,0.14904114890956996,0.050000000000000044,0.027054206024181644,2.0,0.040132761001586914,-1,0.0
GraphMerge,20,20,30,1.0,,,,10.6,5.8,3.8,-0.03684210526315789,0.10567661870293449,0.0,,,5.887750625610352,4,0.00800013542175293
BestCandidate,20,20,30,1.0,,,,10.6,5.8,3.8,-0.03684210526315789,0.10567661870293449,0.0,,,0.03918170928955078,-1,0.0
GraphMerge,20,20,30,0.95,1.0,0.5,0.6666666666666666,7.5,4.25,3.2,0.8842105263157894,0.11808270676691728,0.0,,,4.464972019195557,3,0.0069997310638427734
BestCandidate,20,20,30,0.95,1.0,0.5,0.6666666666666666,7.5,4.25,3.2,0.8842105263157894,0.11808270676691728,0.050000000000000044,0.0015544781533755742,1.0,0.034000396728515625,-1,0.0
GraphMerge,20,20,30,1.0,1.0,1.0,1.0,11.1,6.05,3.85,-0.09045055821371611,0.13340453406242878,0.0,,,4.472888469696045,3,0.0069997310638427734
BestCandidate,20,20,30,1.0,1.0,1.0,1.0,11.1,6.05,3.85,-0.09045055821371611,0.13340453406242878,0.09999999999999998,0.23602873592737317,2.0,0.03999948501586914,-1,0.0
GraphMerge,20,20,30,1.0,,,,10.5,5.75,3.7,-0.005263157894736842,0.11047049441786283,0.0,,,4.478181838989258,3,0.006999015808105469
BestCandidate,20,20,30,1.0,,,,10.5,5.75,3.7,-0.005263157894736842,0.11047049441786283,0.0,,,0.03799724578857422,-1,0.0
GraphMerge,20,20,30,1.0,,,,9.7,5.35,3.45,0.18193849855899719,0.12250417710944027,0.0,,,5.89172887802124,4,0.007000446319580078
BestCandidate,20,20,30,1.0,,,,9.7,5.35,3.45,0.18193849855899719,0.12250417710944027,0.09999999999999998,0.031957190007010194,1.0,0.038007259368896484,-1,0.0
GraphMerge,20,20,30,1.0,1.0,1.0,1.0,12.0,6.5,3.9,-0.2466605109264389,0.11634190371032477,0.0,,,4.557312726974487,3,0.006999015808105469
BestCandidate,20,20,30,1.0,1.0,1.0,1.0,12.0,6.5,3.9,-0.2466605109264389,0.11634190371032477,0.050000000000000044,0.0050635715716838,1.0,0.04000568389892578,-1,0.0
GraphMerge,20,20,30,1.0,,,,11.3,6.15,3.85,-0.029824561403508774,0.1109333210649,0.0,,,6.093010663986206,4,0.007999181747436523
BestCandidate,20,20,30,1.0,,,,11.3,6.15,3.85,-0.029824561403508774,0.1109333210649,0.050000000000000044,0.4815382047224287,2.0,0.038996219635009766,-1,0.0
GraphMerge,20,20,30,0.95,1.0,0.5,0.6666666666666666,8.5,4.75,3.15,0.35789473684210527,0.08867585630743523,0.0,,,7.399900197982788,5,0.007999420166015625
BestCandidate,20,20,30,0.95,1.0,0.5,0.6666666666666666,8.5,4.75,3.15,0.35789473684210527,0.08867585630743523,0.0,,,0.035996198654174805,-1,0.0
