explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
GraphMerge,20,20,166,1.0,,,,3.1,2.05,1.05,0.0,0.07894736842105263,0.0,,,17.962228298187256,12,0.009999990463256836
BestCandidate,20,20,166,1.0,,,,3.1,2.05,1.05,0.0,0.07894736842105263,0.0,,,0.031000137329101562,-1,0.0
GraphMerge,20,20,166,1.0,,,,4.0,2.5,1.45,0.0,0.04078947368421053,0.0,,,16.55782651901245,11,0.010001182556152344
BestCandidate,20,20,166,1.0,,,,4.0,2.5,1.45,0.0,0.04078947368421053,0.0,,,0.03399848937988281,-1,0.0
GraphMerge,20,20,166,1.0,1.0,1.0,1.0,3.7,2.35,1.2,0.0,0.023421052631578943,0.0,,,21.099923849105835,14,0.01100015640258789
BestCandidate,20,20,166,1.0,1.0,1.0,1.0,3.7,2.35,1.2,0.0,0.023421052631578943,0.0,,,0.031000375747680664,-1,0.0
GraphMerge,20,20,166,1.0,,,,3.3,2.15,1.15,0.0,0.034210526315789476,0.0,,,19.46826958656311,13,0.013000726699829102
BestCandidate,20,20,166,1.0,,,,3.3,2.15,1.15,0.0,0.034210526315789476,0.0,,,0.030997276306152344,-1,0.0
GraphMerge,20,20,166,1.0,1.0,1.0,1.0,3.3,2.15,1.1,0.0,0.05614035087719298,0.0,,,16.73434615135193,11,0.009998559951782227
BestCandidate,20,20,166,1.0,1.0,1.0,1.0,3.3,2.15,1.1,0.0,0.05614035087719298,0.0,,,0.030587434768676758,-1,0.0
GraphMerge,20,20,166,1.0,,,,3.6,2.3,1.25,0.0,0.020175438596491225,0.0,,,21.199952602386475,14,0.01099848747253418
BestCandidate,20,20,166,1.0,,,,3.6,2.3,1.25,0.0,0.020175438596491225,0.0,,,0.0319972038269043,-1,0.0
GraphMerge,20,20,166,1.0,,,,3.6,2.3,1.3,0.0,0.03508771929824562,0.0,,,19.692370176315308,13,0.008998870849609375
BestCandidate,20,20,166,1.0,,,,3.6,2.3,1.3,0.0,0.03508771929824562,0.0,,,0.03200030326843262,-1,0.0
GraphMerge,20,20,166,1.0,1.0,1.0,1.0,4.5,2.75,1.7,0.0,0.021403508771929824,0.0,,,18.276490449905396,12,0.01100015640258789
BestCandidate,20,20,166,1.0,1.0,1.0,1.0,4.5,2.75,1.7,0.0,0.021403508771929824,0.0,,,0.032996177673339844,-1,0.0
GraphMerge,20,20,166,1.0,,,,3.2,2.1,1.05,0.0,0.03333333333333333,0.0,,,21.20437526702881,14,0.009998559951782227
BestCandidate,20,20,166,1.0,,,,3.2,2.1,1.05,0.0,0.03333333333333333,0.0,,,0.03200101852416992,-1,0.0
GraphMerge,20,20,166,1.0,,,,3.4,2.2,1.15,0.0,0.06842105263157895,0.0,,,15.122770309448242,10,0.01000070571899414
BestCandidate,20,20,166,1.0,,,,3.4,2.2,1.15,0.0,0.06842105263157895,0.0,,,0.030998945236206055,-1,0.0
