,n_features,accuracy,precision,recall,f1,coverage_ratio,mean_distance,avg_nnodes,avg_nleaves,avg_depth,q,jaccard
0,2.0,1.0,1.0,1.0,1.0,1.0,0.36138363871054063,5.0,3.0,1.75,1.0,0.7394736842105263
1,3.0,1.0,1.0,1.0,1.0,1.0,0.389073569419582,14.6,7.8,4.5,0.9999971837200242,0.6561403508771929
2,4.0,1.0,1.0,1.0,1.0,1.0,0.35650291055430255,6.1,3.55,2.15,1.0,0.6311403508771929
3,5.0,1.0,1.0,1.0,1.0,1.0,0.36011497725814456,8.0,4.5,2.65,1.0,0.49947368421052635
4,6.0,1.0,1.0,1.0,1.0,0.5938009787928222,0.39711937189222846,9.5,5.25,3.65,0.9999915781987638,0.44491228070175437
5,7.0,1.0,1.0,1.0,1.0,1.0,0.3065092939513148,9.7,5.35,3.75,1.0,0.4091979949874687
6,8.0,1.0,1.0,1.0,1.0,0.9445350734094616,0.39932081306903155,9.3,5.15,3.2,0.9999828506439771,0.3908521303258145
7,9.0,1.0,1.0,1.0,1.0,1.0,0.36667235625633543,7.2,4.1,2.5,1.0,0.42497493734335845
8,10.0,1.0,1.0,1.0,1.0,0.47145187601957583,0.41884664952182205,9.0,5.0,3.25,0.9999979120666885,0.32475355054302424
9,11.0,1.0,1.0,1.0,1.0,1.0,0.36588767049399507,9.8,5.4,3.2,0.9999784740094652,0.35747076023391816
10,12.0,1.0,1.0,1.0,1.0,1.0,0.3650421881207299,7.2,4.1,2.75,0.9999976575218924,0.2995906432748538
11,13.0,1.0,1.0,1.0,1.0,0.9787928221859706,0.36659722118497706,8.1,4.55,3.15,1.0,0.3029742917900813
12,14.0,1.0,1.0,1.0,1.0,0.22185970636215335,0.3875538654191703,9.5,5.25,3.55,0.9999333773858811,0.2507852965747702
13,15.0,1.0,1.0,1.0,1.0,0.06035889070146816,0.25565874712979675,7.9,4.45,3.2,1.0,0.20376566416040104
14,16.0,1.0,1.0,1.0,1.0,0.5367047308319739,0.3560572356557344,5.3,3.15,2.0,1.0,0.26210526315789473
15,17.0,1.0,1.0,1.0,1.0,0.40293637846655794,0.4120997264446159,6.3,3.65,2.45,1.0,0.22595238095238096
16,18.0,1.0,1.0,1.0,1.0,0.468189233278956,0.514048014634376,7.5,4.25,2.9,0.9999920869642628,0.23143274853801168
17,19.0,1.0,1.0,1.0,1.0,0.5889070146818923,0.475935162942623,6.2,3.6,2.4,1.0,0.23182957393483708
18,20.0,1.0,1.0,1.0,1.0,1.0,0.37090276826710056,6.6,3.8,2.6,0.9999898663626576,0.29510860484544693
19,21.0,1.0,1.0,1.0,1.0,0.600326264274062,0.3873461475707813,5.4,3.2,2.0,1.0,0.2718609022556391
20,22.0,1.0,1.0,1.0,1.0,0.0,,7.6,4.3,2.9,1.0,0.15069757727652464
21,23.0,1.0,1.0,1.0,1.0,0.0,,7.1,4.05,2.5,1.0,0.15142439431913116
22,24.0,1.0,1.0,1.0,1.0,0.0,,5.3,3.15,2.1,1.0,0.1724561403508772
23,25.0,1.0,1.0,1.0,1.0,0.009787928221859699,0.3323754595658477,5.4,3.2,2.1,1.0,0.17455931495405178
24,26.0,1.0,1.0,1.0,1.0,0.967373572593801,0.32683477661977717,4.8,2.9,1.9,1.0,0.25399749373433583
25,27.0,1.0,1.0,1.0,1.0,0.004893964110929905,0.15088705198949023,4.9,2.95,1.9,0.9999992217141745,0.1753613199665831
26,28.0,1.0,1.0,1.0,1.0,0.9967373572593801,0.37402606267979444,6.4,3.7,2.4,1.0,0.20338345864661653
27,29.0,1.0,1.0,1.0,1.0,0.0,,6.3,3.65,2.35,1.0,0.15920843776106933
28,30.0,1.0,1.0,1.0,1.0,0.0,,5.6,3.3,2.15,1.0,0.15875313283208017
29,31.0,1.0,1.0,1.0,1.0,0.0032626427406199365,0.38316065355506956,5.8,3.4,2.3,0.9999851700538631,0.13853383458646615
30,32.0,1.0,1.0,1.0,1.0,0.0,,4.9,2.95,1.8,0.9999892332262638,0.1557581453634085
31,33.0,1.0,1.0,1.0,1.0,0.0,,6.0,3.5,2.25,0.9999992815291933,0.15593282448545603
32,34.0,1.0,1.0,1.0,1.0,0.0,,6.6,3.8,2.4,0.9999982982271782,0.08338269917217285
33,35.0,1.0,1.0,1.0,1.0,0.0,,5.6,3.3,2.0,1.0,0.10971177944862155
34,36.0,1.0,1.0,1.0,1.0,0.9706362153344209,0.3446332925341691,4.1,2.55,1.55,0.9999924962731453,0.23991228070175435
35,37.0,1.0,1.0,1.0,1.0,0.0,,6.4,3.7,2.35,0.9999990139282633,0.09101294903926484
36,38.0,1.0,1.0,1.0,1.0,0.0,,4.5,2.75,1.55,1.0,0.21641604010025065
37,39.0,1.0,1.0,1.0,1.0,0.0,,5.7,3.35,2.3,0.999998560700651,0.0923391812865497
38,40.0,1.0,1.0,1.0,1.0,0.009787928221859699,0.2808674288021796,3.9,2.45,1.4,0.9999916108262288,0.18280701754385967
39,41.0,1.0,1.0,1.0,1.0,0.0,,4.5,2.75,1.6,1.0,0.09903508771929824
40,42.0,1.0,1.0,1.0,1.0,0.0,,4.4,2.7,1.55,1.0,0.10790100250626566
41,43.0,1.0,1.0,1.0,1.0,0.0,,4.9,2.95,1.7,1.0,0.06859649122807017
42,44.0,1.0,1.0,1.0,1.0,0.0,,4.0,2.5,1.4,1.0,0.09464912280701755
43,45.0,1.0,1.0,1.0,1.0,0.0,,5.6,3.3,1.95,1.0,0.0817000835421888
44,46.0,1.0,1.0,1.0,1.0,0.0,,5.3,3.15,1.95,1.0,0.07800125313283209
45,47.0,1.0,1.0,1.0,1.0,0.0,,4.7,2.85,1.7,1.0,0.06870300751879699
46,48.0,1.0,1.0,1.0,1.0,0.0,,3.7,2.35,1.25,1.0,0.11491228070175438
