dataset,n_trees,explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,n_rects
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.6695741625039342,10.9,0.009999990463256836,0.0009999275207519531,-1,-1,-1,-1,-1,2
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.4469248093143852,9.9,0.004999399185180664,0.003000497817993164,-1,-1,-1,-1,-1,5
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.3489879098414965,9.2,0.004998445510864258,0.004000186920166016,-1,-1,-1,-1,-1,10
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.3277188969442013,8.1,0.005998373031616211,0.00800013542175293,-1,-1,-1,-1,-1,20
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.31705570134241695,8.65,0.009000301361083984,0.017999887466430664,-1,-1,-1,-1,-1,50
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.2925467627162196,7.8,0.01300048828125,0.03000044822692871,-1,-1,-1,-1,-1,100
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.27765960619455654,7.15,0.018999338150024414,0.06000113487243652,-1,-1,-1,-1,-1,200
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.26447068878470986,6.9,0.026999950408935547,0.08900046348571777,-1,-1,-1,-1,-1,300
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.2640587439487289,6.95,0.03499865531921387,0.11399984359741211,-1,-1,-1,-1,-1,400
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.26363109170187277,7.1,0.0409998893737793,0.14300012588500977,-1,-1,-1,-1,-1,500
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.2576678021612358,6.9,0.05899763107299805,0.21499943733215332,-1,-1,-1,-1,-1,750
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.25286572265806173,6.45,0.07700037956237793,0.33699750900268555,-1,-1,-1,-1,-1,1000
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.25239989413111175,6.7,0.16300010681152344,0.6699988842010498,-1,-1,-1,-1,-1,2000
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.25028130202727283,6.85,0.23012256622314453,0.8677444458007812,-1,-1,-1,-1,-1,3000
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.24569508805499313,6.45,0.29900074005126953,1.1541759967803955,-1,-1,-1,-1,-1,4000
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.24497242876828254,6.5,0.36271190643310547,1.427485704421997,-1,-1,-1,-1,-1,5000
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.24095630343344104,6.7,0.7311148643493652,2.9294416904449463,-1,-1,-1,-1,-1,10000
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.2409204351708268,6.4,1.4987437725067139,5.858935117721558,-1,-1,-1,-1,-1,20000
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.23701186603312877,6.7,3.6297357082366943,14.405478715896606,-1,-1,-1,-1,-1,50000
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.23383476471145256,6.8,7.351205825805664,28.86016297340393,-1,-1,-1,-1,-1,100000
