dataset,n_trees,explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,n_rects
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.5343025091210646,7.35,0.0050013065338134766,0.0019989013671875,-1,-1,-1,-1,-1,2
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.38605193237747265,6.0,0.005999565124511719,0.0019998550415039062,-1,-1,-1,-1,-1,5
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.2934491361858408,5.15,0.0070002079010009766,0.004000663757324219,-1,-1,-1,-1,-1,10
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.2030018848657112,4.45,0.0069980621337890625,0.006001710891723633,-1,-1,-1,-1,-1,20
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.16891400593242584,4.5,0.007999420166015625,0.016062021255493164,-1,-1,-1,-1,-1,50
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.17728347825325833,4.3,0.012999296188354492,0.029999971389770508,-1,-1,-1,-1,-1,100
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.15857379510984293,3.6,0.01900029182434082,0.057997703552246094,-1,-1,-1,-1,-1,200
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.13579322725967444,3.75,0.02699732780456543,0.08699798583984375,-1,-1,-1,-1,-1,300
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.15753641433258997,4.3,0.033997535705566406,0.12453722953796387,-1,-1,-1,-1,-1,400
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.13304718787398467,3.9,0.05099964141845703,0.1690967082977295,-1,-1,-1,-1,-1,500
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.12872931875433313,3.8,0.07382059097290039,0.24651193618774414,-1,-1,-1,-1,-1,750
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.08669355163226083,3.4,0.07799792289733887,0.31903767585754395,-1,-1,-1,-1,-1,1000
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.1187444111093084,3.6,0.1435999870300293,0.5819551944732666,-1,-1,-1,-1,-1,2000
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.10526977420331973,3.4,0.2129991054534912,0.8847818374633789,-1,-1,-1,-1,-1,3000
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.09572980714085258,3.1,0.27967166900634766,1.1539993286132812,-1,-1,-1,-1,-1,4000
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.07800735001724032,2.75,0.3509995937347412,1.5113193988800049,-1,-1,-1,-1,-1,5000
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,0.95,0.07346505650163145,2.8947368421052633,0.6998193264007568,2.8829994201660156,-1,-1,-1,-1,-1,10000
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.07337772922840455,3.1,1.3719449043273926,5.740636825561523,-1,-1,-1,-1,-1,20000
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.06032362622062768,2.9,3.459505558013916,32.70632863044739,-1,-1,-1,-1,-1,50000
glass,20,FACETIndex,20,20,9,0.85,0.8823529411764706,0.9375,0.9090909090909091,12.0,6.5,3.0,0.47790884519676174,0.37462406015037597,1.0,0.05772250830338023,2.85,7.013458251953125,29.17405414581299,-1,-1,-1,-1,-1,100000
