explainer,n_trees,max_depth,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,ext_min,ext_avg,ext_max,avg_nnodes,avg_nleaves,avg_depth
FACETBranchBound,10,3,20,20,30,1.0,1.0,1.0,1.0,0.020272904483430793,0.16393803727137057,1.0,0.16829309900842887,3.9,0.07000207901000977,3.430145740509033,787,3017.75,7199,13.4,7.2,3.0
FACETBranchBound,10,4,20,20,30,0.95,0.8333333333333334,1.0,0.9090909090909091,0.3506172839506173,0.24811723135252547,1.0,0.175782079645123,4.05,0.14299726486206055,6.944366931915283,983,6946.1,19229,18.8,9.9,4.0
FACETBranchBound,10,5,20,20,30,1.0,1.0,1.0,1.0,-0.21234567901234563,0.23847829186064473,1.0,0.14613243956756158,4.4,0.19837689399719238,5.339111804962158,907,4849.0,12542,22.0,11.5,4.9
FACETBranchBound,10,6,20,20,30,0.95,0.8333333333333334,1.0,0.9090909090909091,0.2533548040794418,0.22351201449240665,1.0,0.14021570520080498,3.65,0.18999266624450684,4.481023788452148,1710,4378.6,8371,21.6,11.3,5.5
FACETBranchBound,10,7,20,20,30,1.0,1.0,1.0,1.0,-0.0691358024691358,0.20763533279013152,1.0,0.11108114124662696,4.05,0.21999073028564453,3.2460129261016846,1507,3612.1,7515,24.2,12.6,5.7
FACETBranchBound,10,8,20,20,30,1.0,1.0,1.0,1.0,-0.4222222222222222,0.2417161681532167,1.0,0.14155893519712598,5.55,0.2570042610168457,6.8159990310668945,2252,6705.6,15634,26.2,13.6,5.6
FACETBranchBound,10,9,20,20,30,1.0,1.0,1.0,1.0,-0.145679012345679,0.22758443759733749,1.0,0.16665917475170405,4.5,0.1790006160736084,7.303308010101318,3171,7600.85,10954,21.8,11.4,5.6
FACETBranchBound,10,10,20,20,30,1.0,1.0,1.0,1.0,-0.2493827160493827,0.22915389678547576,1.0,0.1591627440731545,5.4,0.212538480758667,12.487577199935913,2522,12390.45,43983,24.2,12.6,5.5
