explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
GraphMerge,262144,52429,4,1.0,1.0,1.0,1.0,10.9,5.95,3.15,-0.06316090629016839,0.5508771929824561,0.0,,,1.7670001983642578
BestCandidate,262144,52429,4,1.0,1.0,1.0,1.0,10.9,5.95,3.15,-0.06316090629016839,0.5508771929824561,0.7294817753533349,2.5169578973592843,1.3595931600690268,86.48800253868103
GraphMerge,262144,52429,4,1.0,1.0,1.0,1.0,9.3,5.15,3.2,0.08421052631578947,0.6298245614035087,0.0,,,3.198000431060791
BestCandidate,262144,52429,4,1.0,1.0,1.0,1.0,9.3,5.15,3.2,0.08421052631578947,0.6298245614035087,0.608937801598352,2.3639368366698688,1.2492326003883982,81.87463212013245
GraphMerge,262144,52429,4,1.0,1.0,1.0,1.0,8.1,4.55,2.65,-0.03684210526315789,0.588157894736842,0.0,,,1.7409989833831787
BestCandidate,262144,52429,4,1.0,1.0,1.0,1.0,8.1,4.55,2.65,-0.03684210526315789,0.588157894736842,0.908027999771119,2.3455885070308207,1.388850379145924,78.2909746170044
GraphMerge,262144,52429,4,1.0,1.0,1.0,1.0,9.0,5.0,2.95,-0.05789634308557362,0.5697368421052632,0.0,,,1.7599961757659912
BestCandidate,262144,52429,4,1.0,1.0,1.0,1.0,9.0,5.0,2.95,-0.05789634308557362,0.5697368421052632,0.7776993648553281,2.451133402999767,1.5958944425369108,81.05299973487854
GraphMerge,262144,52429,4,1.0,1.0,1.0,1.0,10.2,5.6,3.25,-0.04736842105263158,0.6144736842105263,0.0,,,2.199000120162964
BestCandidate,262144,52429,4,1.0,1.0,1.0,1.0,10.2,5.6,3.25,-0.04736842105263158,0.6144736842105263,0.7428903850922199,2.4784593703797415,1.6686179362756426,83.85000014305115
GraphMerge,262144,52429,4,1.0,1.0,1.0,1.0,10.4,5.7,3.05,-0.10527366580580222,0.6368421052631579,0.0,,,3.28299880027771
BestCandidate,262144,52429,4,1.0,1.0,1.0,1.0,10.4,5.7,3.05,-0.10527366580580222,0.6368421052631579,0.853096568692899,2.3924166389350496,1.4796208106960003,84.58900117874146
GraphMerge,262144,52429,4,1.0,1.0,1.0,1.0,7.5,4.25,2.6,-0.015789473684210527,0.5807017543859649,0.0,,,1.7799999713897705
BestCandidate,262144,52429,4,1.0,1.0,1.0,1.0,7.5,4.25,2.6,-0.015789473684210527,0.5807017543859649,1.0,2.32483290584635,1.446108069961281,76.42206740379333
GraphMerge,262144,52429,4,1.0,1.0,1.0,1.0,9.9,5.45,3.15,-8.51994320475914e-06,0.6267543859649123,0.0,,,2.6660003662109375
BestCandidate,262144,52429,4,1.0,1.0,1.0,1.0,9.9,5.45,3.15,-8.51994320475914e-06,0.6267543859649123,0.9999809265864312,2.3777014514706063,1.448271915770199,82.97596168518066
GraphMerge,262144,52429,4,1.0,1.0,1.0,1.0,10.0,5.5,2.95,-0.021052631578947368,0.5785087719298245,0.0,,,2.1850008964538574
BestCandidate,262144,52429,4,1.0,1.0,1.0,1.0,10.0,5.5,2.95,-0.021052631578947368,0.5785087719298245,0.8871044650861164,2.4080914172423853,1.542377983229413,83.29499959945679
GraphMerge,262144,52429,4,1.0,1.0,1.0,1.0,9.5,5.25,3.0,-0.09473724366613025,0.5947368421052631,0.0,,,2.2750000953674316
BestCandidate,262144,52429,4,1.0,1.0,1.0,1.0,9.5,5.25,3.0,-0.09473724366613025,0.5947368421052631,0.8561101680367735,2.4014523302741564,1.5256544502617801,81.98300004005432
