explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
GraphMerge,378,76,30,1.0,1.0,1.0,1.0,8.7,4.85,3.35,-0.23261517203372484,0.11472222222222221,0.0,,,3.883002758026123
BestCandidate,378,76,30,1.0,1.0,1.0,1.0,8.7,4.85,3.35,-0.23261517203372484,0.11472222222222221,0.03947368421052633,0.23980075947867982,1.0,0.11999750137329102
GraphMerge,378,76,30,0.9736842105263158,1.0,0.5,0.6666666666666666,12.0,6.5,4.15,0.4720969575000074,0.13445019892388313,0.0,,,2.971003770828247
BestCandidate,378,76,30,0.9736842105263158,1.0,0.5,0.6666666666666666,12.0,6.5,4.15,0.4720969575000074,0.13445019892388313,0.03947368421052633,0.18992440877242547,1.6666666666666667,0.13399624824523926
GraphMerge,378,76,30,0.9868421052631579,0.6666666666666666,1.0,0.8,10.2,5.6,3.8,0.04995348230192669,0.12531859952912583,0.0,,,3.876002550125122
BestCandidate,378,76,30,0.9868421052631579,0.6666666666666666,1.0,0.8,10.2,5.6,3.8,0.04995348230192669,0.12531859952912583,0.03947368421052633,0.16488840295035426,1.0,0.1269972324371338
GraphMerge,378,76,30,0.9736842105263158,0.75,0.75,0.75,10.7,5.85,4.05,0.73319059731333,0.10963886990202779,0.0,,,2.94000244140625
BestCandidate,378,76,30,0.9736842105263158,0.75,0.75,0.75,10.7,5.85,4.05,0.73319059731333,0.10963886990202779,0.06578947368421051,0.1532485003434947,1.2,0.1289975643157959
GraphMerge,378,76,30,0.9605263157894737,,0.0,,10.1,5.55,3.7,0.9134419143197415,0.09677318295739347,0.0,,,4.858003616333008
BestCandidate,378,76,30,0.9605263157894737,,0.0,,10.1,5.55,3.7,0.9134419143197415,0.09677318295739347,0.02631578947368418,0.32686321074961633,1.5,0.12799620628356934
GraphMerge,378,76,30,0.9342105263157895,1.0,0.4444444444444444,0.6153846153846153,8.6,4.8,3.2,0.9522719670667515,0.09368421052631577,0.0,,,4.885582685470581
BestCandidate,378,76,30,0.9342105263157895,1.0,0.4444444444444444,0.6153846153846153,8.6,4.8,3.2,0.9522719670667515,0.09368421052631577,0.052631578947368474,0.2038476381349681,1.5,0.12300586700439453
GraphMerge,378,76,30,0.9736842105263158,0.6666666666666666,0.6666666666666666,0.6666666666666666,10.8,5.9,3.85,0.5048792211816614,0.13568808384597858,0.0,,,2.9000909328460693
BestCandidate,378,76,30,0.9736842105263158,0.6666666666666666,0.6666666666666666,0.6666666666666666,10.8,5.9,3.85,0.5048792211816614,0.13568808384597858,0.09210526315789469,0.1529457882178277,1.2857142857142858,0.12801599502563477
GraphMerge,378,76,30,0.9868421052631579,1.0,0.75,0.8571428571428571,9.1,5.05,3.5,0.1121409395144339,0.08694881142249564,0.0,,,3.845947504043579
BestCandidate,378,76,30,0.9868421052631579,1.0,0.75,0.8571428571428571,9.1,5.05,3.5,0.1121409395144339,0.08694881142249564,0.02631578947368418,0.05963328341083636,1.0,0.12099719047546387
GraphMerge,378,76,30,0.9736842105263158,1.0,0.7142857142857143,0.8333333333333333,11.4,6.2,3.95,0.6617304699809176,0.11095889490626334,0.0,,,3.8920023441314697
BestCandidate,378,76,30,0.9736842105263158,1.0,0.7142857142857143,0.8333333333333333,11.4,6.2,3.95,0.6617304699809176,0.11095889490626334,0.02631578947368418,0.1704161779843749,1.5,0.13199806213378906
GraphMerge,378,76,30,0.9736842105263158,1.0,0.6,0.7499999999999999,11.6,6.3,3.8,0.7219230926989539,0.13333796320638425,0.0,,,2.9600000381469727
BestCandidate,378,76,30,0.9736842105263158,1.0,0.6,0.7499999999999999,11.6,6.3,3.8,0.7219230926989539,0.13333796320638425,0.0,,,0.13199949264526367
