dataset,n_trees,explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,n_rects
spambase,20,FACETIndex,20,20,57,0.95,1.0,0.8571428571428571,0.923076923076923,14.5,7.75,3.0,0.5377754942042773,0.19950936490410176,1.0,0.15415146667540952,11.45,0.006000041961669922,0.002999544143676758,-1,-1,-1,-1,-1,10
spambase,20,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.9,7.95,3.0,-0.03619137355691116,0.14797437942174785,1.0,0.08771746625187941,11.45,0.01299905776977539,0.018242359161376953,-1,-1,-1,-1,-1,100
spambase,20,FACETIndex,20,20,57,0.85,1.0,0.5714285714285714,0.7272727272727273,14.7,7.85,3.0,0.6445723303262824,0.16657158630842844,1.0,0.2262038130484653,14.95,1.0867218971252441,0.042000532150268555,-1,-1,-1,-1,-1,500
spambase,20,FACETIndex,20,20,57,0.9,1.0,0.7142857142857143,0.8333333333333333,14.9,7.95,3.0,0.7539855530436448,0.1604422770212244,1.0,0.08549355913635624,13.85,0.07877826690673828,0.27709507942199707,-1,-1,-1,-1,-1,1000
spambase,20,FACETIndex,20,20,57,0.85,1.0,0.5714285714285714,0.7272727272727273,14.0,7.5,3.0,0.7511337486640309,0.15374822545875177,1.0,0.06193491130157547,11.75,0.11114668846130371,0.12199997901916504,-1,-1,-1,-1,-1,1500
spambase,20,FACETIndex,20,20,57,0.95,1.0,0.8571428571428571,0.923076923076923,14.7,7.85,3.0,-0.005775028093003829,0.18096378767431404,1.0,0.082188591670838,12.0,0.14799952507019043,0.25279664993286133,-1,-1,-1,-1,-1,2000
spambase,20,FACETIndex,20,20,57,0.85,1.0,0.5714285714285714,0.7272727272727273,14.7,7.85,3.0,0.7698905531787347,0.15712632396842924,1.0,0.039003646179247946,14.05,0.21900081634521484,0.2601358890533447,-1,-1,-1,-1,-1,3000
spambase,20,FACETIndex,20,20,57,0.95,1.0,0.9166666666666666,0.9565217391304348,14.8,7.9,3.0,0.14079997613333362,0.1333880300985564,1.0,0.18253102713575836,14.25,0.2950007915496826,0.8907866477966309,-1,-1,-1,-1,-1,4000
spambase,20,FACETIndex,20,20,57,0.9,1.0,0.75,0.8571428571428571,14.6,7.8,3.0,0.5213233557151711,0.17369719461824726,1.0,0.11317398666494342,13.85,0.3710651397705078,0.6268670558929443,-1,-1,-1,-1,-1,5000
spambase,20,FACETIndex,20,20,57,0.95,1.0,0.8,0.888888888888889,14.3,7.65,3.0,-0.24556982568062902,0.15832587003639634,1.0,0.08925171118180565,10.15,0.5517752170562744,0.6596040725708008,-1,-1,-1,-1,-1,7500
spambase,20,FACETIndex,20,20,57,0.95,1.0,0.8571428571428571,0.923076923076923,14.7,7.85,3.0,0.37512088865104215,0.1669427210216684,1.0,0.04551784510017174,11.05,0.7259995937347412,1.2825093269348145,-1,-1,-1,-1,-1,10000
spambase,20,FACETIndex,20,20,57,0.8,0.8571428571428571,0.6666666666666666,0.75,14.6,7.8,3.0,0.7032998711764364,0.1350709524393735,1.0,0.08609898072942684,11.65,1.505551815032959,2.77099871635437,-1,-1,-1,-1,-1,20000
spambase,20,FACETIndex,20,20,57,0.9,1.0,0.6,0.7499999999999999,14.4,7.7,3.0,0.2320675749545606,0.14676276939434835,1.0,0.09238463504602523,11.65,2.2599477767944336,1.8044469356536865,-1,-1,-1,-1,-1,30000
spambase,20,FACETIndex,20,20,57,0.95,1.0,0.8571428571428571,0.923076923076923,14.6,7.8,3.0,0.4168080655577509,0.14847566176513544,1.0,0.032689828052484646,11.45,2.9710159301757812,11.11397910118103,-1,-1,-1,-1,-1,40000
