explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
BestCandidate,3772,6,0.9939993324784373,0.9974647631172138,0.9963268286834351,0.996895471168597,23.4,12.2,5.9,0.9859158915187484,0.7737719298245613,1.0,0.099483274308998,2.051655629139073,1.8759996891021729
GraphMerge,3772,6,0.9939993324784373,0.9974647631172138,0.9963268286834351,0.996895471168597,23.4,12.2,5.9,0.9859158915187484,0.7737719298245613,1.0,0.08414075505442638,1.9205298013245033,0.9619996547698975
BestCandidate,3772,6,0.9929172448925817,0.9972450207431619,0.9955214836116419,0.9963825068366314,23.5,12.25,5.65,0.9906087567183763,0.7180701754385965,1.0,0.09791522917889352,2.229139072847682,1.8070793151855469
GraphMerge,3772,6,0.9929172448925817,0.9972450207431619,0.9955214836116419,0.9963825068366314,23.5,12.25,5.65,0.9906087567183763,0.7180701754385965,1.0,0.01864415148540573,1.0317880794701986,0.9910001754760742
BestCandidate,3772,6,0.9896885484919282,0.9929462773817099,0.9964894177412488,0.9947146924347171,23.6,12.3,6.3,0.9856632138253626,0.7114912280701753,1.0,0.10936401290449065,2.552317880794702,1.8369998931884766
GraphMerge,3772,6,0.9896885484919282,0.9929462773817099,0.9964894177412488,0.9947146924347171,23.6,12.3,6.3,0.9856632138253626,0.7114912280701753,1.0,0.10290017415200503,2.4887417218543044,1.011000394821167
BestCandidate,3772,6,0.9966342860154233,0.9992877543862161,0.9972888790461426,0.9982873161278327,19.7,10.35,5.55,0.9947907091694767,0.6795614035087719,1.0,0.08930304386197443,1.952317880794702,1.6180000305175781
GraphMerge,3772,6,0.9966342860154233,0.9992877543862161,0.9972888790461426,0.9982873161278327,19.7,10.35,5.55,0.9947907091694767,0.6795614035087719,1.0,0.08495189762081126,1.9536423841059603,0.971001148223877
BestCandidate,3772,6,0.9997646108173626,0.9997577309149817,1.0,0.9998788507821358,23.4,12.2,6.35,0.34634649248806804,0.7747368421052631,0.976158940397351,0.09526584281325876,2.033921302578019,1.8530001640319824
GraphMerge,3772,6,0.9997646108173626,0.9997577309149817,1.0,0.9998788507821358,23.4,12.2,6.35,0.34634649248806804,0.7747368421052631,1.0,0.08131215711175771,1.9708609271523179,0.9779999256134033
