explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
GraphMerge,1831,367,21,0.9727520435967303,0.9090909090909091,0.8108108108108109,0.8571428571428571,27.0,14.0,5.0,0.9092875743963262,0.3889759986315714,0.0,,,1.0329992771148682
BestCandidate,1831,367,21,0.9727520435967303,0.9090909090909091,0.8108108108108109,0.8571428571428571,27.0,14.0,5.0,0.9092875743963262,0.3889759986315714,0.9536784741144414,0.2936616897199163,1.4542857142857142,0.9919962882995605
GraphMerge,1831,367,21,0.9836512261580381,1.0,0.8461538461538461,0.9166666666666666,28.0,14.5,5.0,0.8871361306083211,0.4085896512328401,0.0,,,1.0120022296905518
BestCandidate,1831,367,21,0.9836512261580381,1.0,0.8461538461538461,0.9166666666666666,28.0,14.5,5.0,0.8871361306083211,0.4085896512328401,0.7057220708446866,0.4203440710052581,2.9034749034749034,0.9869968891143799
GraphMerge,1831,367,21,0.9836512261580381,0.96875,0.8611111111111112,0.911764705882353,26.0,13.5,5.0,0.7512045704805551,0.3424982331909577,0.0,,,0.9890015125274658
BestCandidate,1831,367,21,0.9836512261580381,0.96875,0.8611111111111112,0.911764705882353,26.0,13.5,5.0,0.7512045704805551,0.3424982331909577,0.885558583106267,0.3394501501181119,2.212307692307692,0.964998722076416
GraphMerge,1831,367,21,0.9782016348773842,0.9230769230769231,0.8,0.8571428571428571,27.4,14.2,5.0,0.8967819635750826,0.3917040942735501,0.0,,,1.0140013694763184
BestCandidate,1831,367,21,0.9782016348773842,0.9230769230769231,0.8,0.8571428571428571,27.4,14.2,5.0,0.8967819635750826,0.3917040942735501,0.6784741144414169,0.4754424173044487,1.4698795180722892,0.9649982452392578
GraphMerge,1831,367,21,0.9918256130790191,0.9411764705882353,0.9696969696969697,0.955223880597015,27.9,14.45,5.0,0.7872627203999562,0.4034676994017878,0.0,,,1.015998125076294
BestCandidate,1831,367,21,0.9918256130790191,0.9411764705882353,0.9696969696969697,0.955223880597015,27.9,14.45,5.0,0.7872627203999562,0.4034676994017878,0.8419618528610354,0.38137165516706784,1.7475728155339805,1.028998613357544
GraphMerge,1831,367,21,0.9782016348773842,0.9696969696969697,0.8205128205128205,0.8888888888888888,27.7,14.35,5.0,0.9080587840848929,0.4001339372701602,0.0,,,0.9910001754760742
BestCandidate,1831,367,21,0.9782016348773842,0.9696969696969697,0.8205128205128205,0.8888888888888888,27.7,14.35,5.0,0.9080587840848929,0.4001339372701602,0.21253405994550412,0.22273160287848123,1.8717948717948718,1.0079991817474365
GraphMerge,1831,367,21,0.9700272479564033,1.0,0.7380952380952381,0.8493150684931507,25.4,13.2,5.0,0.9376827850671281,0.3626867938608203,0.0,,,0.9910011291503906
BestCandidate,1831,367,21,0.9700272479564033,1.0,0.7380952380952381,0.8493150684931507,25.4,13.2,5.0,0.9376827850671281,0.3626867938608203,0.28882833787465945,0.2963350310459179,1.830188679245283,0.9419984817504883
GraphMerge,1831,367,21,0.989100817438692,0.967741935483871,0.9090909090909091,0.9374999999999999,27.4,14.2,5.0,0.8727900668461942,0.3914105218826581,0.0,,,1.026003360748291
BestCandidate,1831,367,21,0.989100817438692,0.967741935483871,0.9090909090909091,0.9374999999999999,27.4,14.2,5.0,0.8727900668461942,0.3914105218826581,0.659400544959128,0.4060164630484794,1.6694214876033058,0.9789965152740479
GraphMerge,1831,367,21,0.9863760217983651,0.9666666666666667,0.8787878787878788,0.9206349206349207,27.4,14.2,5.0,0.9166889275152079,0.4090538782682745,0.0,,,0.997002363204956
BestCandidate,1831,367,21,0.9863760217983651,0.9666666666666667,0.8787878787878788,0.9206349206349207,27.4,14.2,5.0,0.9166889275152079,0.4090538782682745,0.784741144414169,0.40554453419638464,1.5104166666666667,0.994997501373291
GraphMerge,1831,367,21,0.9754768392370572,0.9230769230769231,0.7741935483870968,0.8421052631578947,25.3,13.15,5.0,0.8568563824026934,0.3780257577819498,0.0,,,1.008002519607544
BestCandidate,1831,367,21,0.9754768392370572,0.9230769230769231,0.7741935483870968,0.8421052631578947,25.3,13.15,5.0,0.8568563824026934,0.3780257577819498,0.7111716621253406,0.6168341687083022,3.157088122605364,0.9379966259002686
