explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
GraphMerge,7200,1440,6,0.9861111111111112,0.8852459016393442,0.9473684210526315,0.9152542372881356,29.1,15.05,5.0,0.9468283344027644,0.7832456140350877,0.0,,,1.206000804901123
BestCandidate,7200,1440,6,0.9861111111111112,0.8852459016393442,0.9473684210526315,0.9152542372881356,29.1,15.05,5.0,0.9468283344027644,0.7832456140350877,1.0,0.022151436819113045,1.707638888888889,4.052999973297119
GraphMerge,7200,1440,6,0.9743055555555555,0.8195488721804511,0.8934426229508197,0.8549019607843137,31.7,16.35,5.0,0.9406175008835902,0.8445614035087717,0.0,,,1.1770033836364746
BestCandidate,7200,1440,6,0.9743055555555555,0.8195488721804511,0.8934426229508197,0.8549019607843137,31.7,16.35,5.0,0.9406175008835902,0.8445614035087717,1.0,0.02160102419837236,1.6534722222222222,4.141000032424927
GraphMerge,7200,1440,6,0.9875,0.8666666666666667,0.9578947368421052,0.91,33.2,17.1,5.0,0.9286711543178721,0.8712280701754385,0.0,,,1.175999641418457
BestCandidate,7200,1440,6,0.9875,0.8666666666666667,0.9578947368421052,0.91,33.2,17.1,5.0,0.9286711543178721,0.8712280701754385,1.0,0.017766358826172314,1.5854166666666667,4.420999765396118
GraphMerge,7200,1440,6,0.9861111111111112,0.9333333333333333,0.8828828828828829,0.9074074074074073,33.7,17.35,5.0,0.9182899790232397,0.8487719298245613,0.0,,,1.1490027904510498
BestCandidate,7200,1440,6,0.9861111111111112,0.9333333333333333,0.8828828828828829,0.9074074074074073,33.7,17.35,5.0,0.9182899790232397,0.8487719298245613,1.0,0.022391231922683923,1.6527777777777777,4.293999910354614
GraphMerge,7200,1440,6,0.9805555555555555,0.8309859154929577,0.9672131147540983,0.8939393939393939,32.4,16.7,5.0,0.9388379183637442,0.8784210526315789,0.0,,,1.0780022144317627
BestCandidate,7200,1440,6,0.9805555555555555,0.8309859154929577,0.9672131147540983,0.8939393939393939,32.4,16.7,5.0,0.9388379183637442,0.8784210526315789,1.0,0.02293342844944405,1.5444444444444445,4.207000255584717
GraphMerge,7200,1440,6,0.9833333333333333,0.837037037037037,0.9826086956521739,0.9039999999999999,28.9,14.95,5.0,0.9202241604441521,0.8921052631578947,0.0,,,1.1150009632110596
BestCandidate,7200,1440,6,0.9833333333333333,0.837037037037037,0.9826086956521739,0.9039999999999999,28.9,14.95,5.0,0.9202241604441521,0.8921052631578947,1.0,0.01502401814391091,1.4618055555555556,4.263000249862671
GraphMerge,7200,1440,6,0.9861111111111112,0.848,0.9906542056074766,0.9137931034482758,30.5,15.75,5.0,0.939501259870405,0.875438596491228,0.0,,,1.1480016708374023
BestCandidate,7200,1440,6,0.9861111111111112,0.848,0.9906542056074766,0.9137931034482758,30.5,15.75,5.0,0.939501259870405,0.875438596491228,1.0,0.020039229496432373,1.5340277777777778,4.172999858856201
GraphMerge,7200,1440,6,0.9770833333333333,0.7317073170731707,1.0,0.8450704225352113,31.7,16.35,5.0,0.9680008823842703,0.8814035087719299,0.0,,,1.1110007762908936
BestCandidate,7200,1440,6,0.9770833333333333,0.7317073170731707,1.0,0.8450704225352113,31.7,16.35,5.0,0.9680008823842703,0.8814035087719299,1.0,0.016924370896541346,1.3430555555555554,4.368000030517578
GraphMerge,7200,1440,6,0.9833333333333333,0.853448275862069,0.9339622641509434,0.8918918918918919,36.5,18.75,5.0,0.9519316403636369,0.8657894736842106,0.0,,,1.0870003700256348
BestCandidate,7200,1440,6,0.9833333333333333,0.853448275862069,0.9339622641509434,0.8918918918918919,36.5,18.75,5.0,0.9519316403636369,0.8657894736842106,1.0,0.019920422538709962,1.570138888888889,4.5259997844696045
GraphMerge,7200,1440,6,0.9854166666666667,0.84,0.9438202247191011,0.888888888888889,32.0,16.5,5.0,0.9250152170418596,0.8898245614035087,0.0,,,1.1320018768310547
BestCandidate,7200,1440,6,0.9854166666666667,0.84,0.9438202247191011,0.888888888888889,32.0,16.5,5.0,0.9250152170418596,0.8898245614035087,1.0,0.016729813929736978,1.4791666666666667,4.244532585144043
