dataset,n_trees,explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,n_rects
magic,20,FACETIndex,20,20,10,0.9,0.9285714285714286,0.9285714285714286,0.9285714285714286,15.0,8.0,3.0,0.5791276613350501,0.4871762740183792,1.0,0.5029773430991005,5.5,0.02053546905517578,0.004002571105957031,-1,-1,-1,-1,-1,2
magic,20,FACETIndex,20,20,10,0.9,0.9285714285714286,0.9285714285714286,0.9285714285714286,15.0,8.0,3.0,0.5791276613350501,0.4871762740183792,1.0,0.4027849061884776,4.4,0.015598535537719727,0.00800013542175293,-1,-1,-1,-1,-1,5
magic,20,FACETIndex,20,20,10,0.9,0.9285714285714286,0.9285714285714286,0.9285714285714286,15.0,8.0,3.0,0.5791276613350501,0.4871762740183792,1.0,0.39540097873949986,5.7,0.018999814987182617,0.00700068473815918,-1,-1,-1,-1,-1,10
magic,20,FACETIndex,20,20,10,0.9,0.9285714285714286,0.9285714285714286,0.9285714285714286,15.0,8.0,3.0,0.5791276613350501,0.4871762740183792,1.0,0.3024816895622262,4.0,0.014999628067016602,0.01100015640258789,-1,-1,-1,-1,-1,20
magic,20,FACETIndex,20,20,10,0.9,0.9285714285714286,0.9285714285714286,0.9285714285714286,15.0,8.0,3.0,0.5791276613350501,0.4871762740183792,1.0,0.3028257206753014,3.5,0.018997907638549805,0.022999286651611328,-1,-1,-1,-1,-1,50
magic,20,FACETIndex,20,20,10,0.9,0.9285714285714286,0.9285714285714286,0.9285714285714286,15.0,8.0,3.0,0.5791276613350501,0.4871762740183792,1.0,0.2806083443379329,4.0,0.02599954605102539,0.043000221252441406,-1,-1,-1,-1,-1,100
magic,20,FACETIndex,20,20,10,0.9,0.9285714285714286,0.9285714285714286,0.9285714285714286,15.0,8.0,3.0,0.5791276613350501,0.4871762740183792,1.0,0.2729974807154995,3.85,0.03700900077819824,0.08168601989746094,-1,-1,-1,-1,-1,200
magic,20,FACETIndex,20,20,10,0.9,0.9285714285714286,0.9285714285714286,0.9285714285714286,15.0,8.0,3.0,0.5791276613350501,0.4871762740183792,1.0,0.22081005673818446,3.4,0.04999947547912598,0.12057733535766602,-1,-1,-1,-1,-1,300
magic,20,FACETIndex,20,20,10,0.9,0.9285714285714286,0.9285714285714286,0.9285714285714286,15.0,8.0,3.0,0.5791276613350501,0.4871762740183792,1.0,0.20087958908684095,4.0,0.06254744529724121,0.1555490493774414,-1,-1,-1,-1,-1,400
magic,20,FACETIndex,20,20,10,0.9,0.9285714285714286,0.9285714285714286,0.9285714285714286,15.0,8.0,3.0,0.5791276613350501,0.4871762740183792,1.0,0.22066212777839095,3.4,0.07699966430664062,0.19500160217285156,-1,-1,-1,-1,-1,500
magic,20,FACETIndex,20,20,10,0.9,0.9285714285714286,0.9285714285714286,0.9285714285714286,15.0,8.0,3.0,0.5791276613350501,0.4871762740183792,1.0,0.21307408072971673,3.1,0.10490989685058594,0.2870218753814697,-1,-1,-1,-1,-1,750
magic,20,FACETIndex,20,20,10,0.9,0.9285714285714286,0.9285714285714286,0.9285714285714286,15.0,8.0,3.0,0.5791276613350501,0.4871762740183792,1.0,0.18203250978211738,3.2,0.13299989700317383,0.38699913024902344,-1,-1,-1,-1,-1,1000
