,n_features,accuracy,precision,recall,f1,coverage_ratio,mean_distance
0,2.0,0.9427792915531336,0.9512893982808023,0.9880952380952381,0.9693430656934308,1.0,0.1393707672699171
1,3.0,0.9455040871934605,0.9540229885057471,0.9880952380952381,0.9707602339181286,1.0,0.04536448157904375
2,4.0,0.9645776566757494,0.982089552238806,0.9791666666666666,0.9806259314456036,1.0,0.09036430123583944
3,5.0,0.9809264305177112,0.9852507374631269,0.9940476190476191,0.9896296296296296,1.0,0.17345009234824302
4,6.0,0.9809264305177112,0.9881305637982196,0.9910714285714286,0.9895988112927192,1.0,0.19129712052479736
5,7.0,0.9836512261580381,0.9910714285714286,0.9910714285714286,0.9910714285714286,1.0,0.2495833549691399
6,8.0,0.989100817438692,0.9940476190476191,0.9940476190476191,0.9940476190476191,1.0,0.23669840617839774
7,9.0,0.9945504087193461,0.9940828402366864,1.0,0.9970326409495549,1.0,0.23624416779955337
8,10.0,0.9945504087193461,0.9940828402366864,1.0,0.9970326409495549,1.0,0.2627132336912935
9,11.0,0.997275204359673,0.9970326409495549,1.0,0.9985141158989599,1.0,0.26991175473899187
10,12.0,0.9945504087193461,0.9940828402366864,1.0,0.9970326409495549,1.0,0.4028004048685512
11,13.0,0.989100817438692,0.9940476190476191,0.9940476190476191,0.9940476190476191,1.0,0.24787930090178045
12,14.0,0.9918256130790191,0.9940652818991098,0.9970238095238095,0.9955423476968797,1.0,0.3526575146683759
13,15.0,0.989100817438692,0.9940476190476191,0.9940476190476191,0.9940476190476191,1.0,0.19403585390320402
14,16.0,0.9918256130790191,0.9911504424778761,1.0,0.9955555555555555,1.0,0.26092684100619584
15,17.0,0.9863760217983651,0.9910979228486647,0.9940476190476191,0.9925705794947994,1.0,0.2611484534444068
16,18.0,0.989100817438692,0.9940476190476191,0.9940476190476191,0.9940476190476191,1.0,0.3657296291784684
17,19.0,0.9945504087193461,0.9970238095238095,0.9970238095238095,0.9970238095238095,1.0,0.25125677203604363
18,20.0,0.9836512261580381,0.9910714285714286,0.9910714285714286,0.9910714285714286,1.0,0.2757472238451171
