explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
FACET,568,114,30,0.9649122807017544,0.9705882352941176,0.9166666666666666,0.9428571428571428,12.6,6.8,3.0,0.7634583003315955,0.1573900660742766,0.01754385964912286,0.050714523980647054,3.0,1.1140027046203613,2,0.007998228073120117
BestCandidate,568,114,30,0.9649122807017544,0.9705882352941176,0.9166666666666666,0.9428571428571428,12.6,6.8,3.0,0.7634583003315955,0.1573900660742766,0.17543859649122806,0.12539078197009088,1.55,0.22700071334838867,-1,0.0
OCEAN,568,114,30,0.9649122807017544,0.9705882352941176,0.9166666666666666,0.9428571428571428,12.6,6.8,3.0,0.7634583003315955,0.1573900660742766,1.0,0.1448019455885522,4.56140350877193,5.300998687744141,-1,0.0
FACET,568,114,30,0.9649122807017544,0.9772727272727273,0.9347826086956522,0.9555555555555557,13.5,7.25,3.0,0.8595346693834451,0.16867642591326804,0.0,,,1.0109999179840088,2,0.008001565933227539
BestCandidate,568,114,30,0.9649122807017544,0.9772727272727273,0.9347826086956522,0.9555555555555557,13.5,7.25,3.0,0.8595346693834451,0.16867642591326804,0.1578947368421053,0.16671526680681595,1.6111111111111112,0.21199822425842285,-1,0.0
OCEAN,568,114,30,0.9649122807017544,0.9772727272727273,0.9347826086956522,0.9555555555555557,13.5,7.25,3.0,0.8595346693834451,0.16867642591326804,1.0,0.17622615844703549,5.017543859649122,5.980000019073486,-1,0.0
FACET,568,114,30,0.956140350877193,0.9318181818181818,0.9534883720930233,0.942528735632184,12.9,6.95,3.0,0.7723822414413046,0.14852453102453103,0.01754385964912286,0.033902901365708185,1.5,1.0200037956237793,3,0.007999897003173828
BestCandidate,568,114,30,0.956140350877193,0.9318181818181818,0.9534883720930233,0.942528735632184,12.9,6.95,3.0,0.7723822414413046,0.14852453102453103,0.10526315789473684,0.10044558840045315,1.5833333333333333,0.20499825477600098,-1,0.0
OCEAN,568,114,30,0.956140350877193,0.9318181818181818,0.9534883720930233,0.942528735632184,12.9,6.95,3.0,0.7723822414413046,0.14852453102453103,1.0,0.18796156348199308,5.964912280701754,5.676999807357788,-1,0.0
FACET,568,114,30,0.9298245614035088,0.9487179487179487,0.8604651162790697,0.9024390243902439,13.5,7.25,3.0,0.8445608893294189,0.1586358524516419,0.0,,,0.9919993877410889,2,0.008000612258911133
BestCandidate,568,114,30,0.9298245614035088,0.9487179487179487,0.8604651162790697,0.9024390243902439,13.5,7.25,3.0,0.8445608893294189,0.1586358524516419,0.14912280701754388,0.1135751967137193,1.2941176470588236,0.21600008010864258,-1,0.0
OCEAN,568,114,30,0.9298245614035088,0.9487179487179487,0.8604651162790697,0.9024390243902439,13.5,7.25,3.0,0.8445608893294189,0.1586358524516419,1.0,0.16268564122194062,5.149122807017544,5.812999963760376,-1,0.0
FACET,568,114,30,0.956140350877193,0.9069767441860465,0.975,0.9397590361445783,11.8,6.4,3.0,0.7260873395825869,0.14173369028632185,0.08771929824561409,0.09168628570558118,2.3,0.9820005893707275,3,0.008000373840332031
BestCandidate,568,114,30,0.956140350877193,0.9069767441860465,0.975,0.9397590361445783,11.8,6.4,3.0,0.7260873395825869,0.14173369028632185,0.14912280701754388,0.061945061369431155,1.2941176470588236,0.205000638961792,-1,0.0
OCEAN,568,114,30,0.956140350877193,0.9069767441860465,0.975,0.9397590361445783,11.8,6.4,3.0,0.7260873395825869,0.14173369028632185,1.0,0.15304369769340653,5.0,5.13900089263916,-1,0.0
