explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
FACET,162,33,9,0.8181818181818182,0.75,0.8571428571428571,0.7999999999999999,11.1,6.05,3.0,0.5863866769651576,0.32323934837092727,0.5757575757575757,0.12904314518705054,2.4210526315789473,1.0390033721923828,2,0.008998632431030273
BestCandidate,162,33,9,0.8181818181818182,0.75,0.8571428571428571,0.7999999999999999,11.1,6.05,3.0,0.5863866769651576,0.32323934837092727,1.0,0.15260851961239547,1.121212121212121,0.05899643898010254,-1,0.0
OCEAN,162,33,9,0.8181818181818182,0.75,0.8571428571428571,0.7999999999999999,11.1,6.05,3.0,0.5863866769651576,0.32323934837092727,1.0,0.08461546092638439,2.6666666666666665,1.2769999504089355,-1,0.0
FACET,162,33,9,0.9393939393939394,0.875,1.0,0.9333333333333333,11.7,6.35,3.0,0.1294047131245928,0.39489348370927324,0.0,,,1.0310046672821045,2,0.010000228881835938
BestCandidate,162,33,9,0.9393939393939394,0.875,1.0,0.9333333333333333,11.7,6.35,3.0,0.1294047131245928,0.39489348370927324,0.9696969696969697,0.06252882890823296,1.3125,0.05899667739868164,-1,0.0
OCEAN,162,33,9,0.9393939393939394,0.875,1.0,0.9333333333333333,11.7,6.35,3.0,0.1294047131245928,0.39489348370927324,1.0,0.06741279063684767,2.0,1.560999870300293,-1,0.0
FACET,162,33,9,0.6666666666666666,0.5454545454545454,0.9230769230769231,0.6857142857142856,11.3,6.15,3.0,0.6584265950250091,0.4120488721804513,0.21212121212121215,0.13074788955343833,1.7142857142857142,1.0080039501190186,2,0.010000944137573242
BestCandidate,162,33,9,0.6666666666666666,0.5454545454545454,0.9230769230769231,0.6857142857142856,11.3,6.15,3.0,0.6584265950250091,0.4120488721804513,1.0,0.15286062277994872,1.4848484848484849,0.06099700927734375,-1,0.0
OCEAN,162,33,9,0.6666666666666666,0.5454545454545454,0.9230769230769231,0.6857142857142856,11.3,6.15,3.0,0.6584265950250091,0.4120488721804513,1.0,0.08464283099319327,3.0606060606060606,1.4229998588562012,-1,0.0
FACET,162,33,9,0.8484848484848485,0.782608695652174,1.0,0.878048780487805,11.1,6.05,3.0,0.36396811242687366,0.38330200501253137,0.0,,,0.9870011806488037,2,0.010000228881835938
BestCandidate,162,33,9,0.8484848484848485,0.782608695652174,1.0,0.878048780487805,11.1,6.05,3.0,0.36396811242687366,0.38330200501253137,1.0,0.16462611499166754,1.4848484848484849,0.058999061584472656,-1,0.0
OCEAN,162,33,9,0.8484848484848485,0.782608695652174,1.0,0.878048780487805,11.1,6.05,3.0,0.36396811242687366,0.38330200501253137,1.0,0.0858204014991013,2.787878787878788,1.2419993877410889,-1,0.0
FACET,162,33,9,0.7878787878787878,0.7619047619047619,0.8888888888888888,0.8205128205128205,10.5,5.75,3.0,0.1074608021651713,0.32672305764411025,0.0,,,0.9990012645721436,2,0.007999897003173828
BestCandidate,162,33,9,0.7878787878787878,0.7619047619047619,0.8888888888888888,0.8205128205128205,10.5,5.75,3.0,0.1074608021651713,0.32672305764411025,0.8787878787878788,0.07064411295837648,1.1724137931034482,0.06000256538391113,-1,0.0
OCEAN,162,33,9,0.7878787878787878,0.7619047619047619,0.8888888888888888,0.8205128205128205,10.5,5.75,3.0,0.1074608021651713,0.32672305764411025,1.0,0.03491489116288541,2.3636363636363638,1.2159974575042725,-1,0.0
