,0,1
0,"[0, 0.4428586045045213]","[21924, 0.11866530055441205]"
1,"[0, 0.5732588593851983]","[15401, 0.03653182986476643]"
2,"[0, 0.5527078102794035]","[20441, 0.11274738953431625]"
3,"[0, 0.7240002314990499]","[76588, 0.22534685933074228]"
4,"[0, 0.9456387723927476]","[37886, 0.27017476001631946]"
