,0,1
0,"[0, 0.24294436922502227]","[18163, 0.02088266768386215]"
1,"[0, 0.10867501651908615]","[14507, 0.002723797684037336]"
2,"[0, 0.2630919349253948]","[45528, 0.011073104010219194]"
3,"[0, 0.675938084607966]","[30584, 0.009448624374504375]"
4,"[0, 0.10405171447683531]","[17563, 0.004559391850806013]"
