,n_features,accuracy,precision,recall,f1,coverage_ratio,mean_distance,avg_nnodes,avg_nleaves,avg_depth,q,jaccard
0,2.0,0.9455040871934605,0.9504373177842566,0.9908814589665653,0.9702380952380952,1.0,0.01589830235675156,119.2,60.1,13.6,0.9607078153398296,1.0
1,3.0,0.9318801089918256,0.9481268011527377,0.9791666666666666,0.9633967789165447,1.0,0.01639549393760321,126.8,63.9,13.8,0.9622357404517321,1.0
2,4.0,0.9618528610354223,0.9732142857142857,0.9849397590361446,0.9790419161676647,1.0,0.014852858476875673,107.9,54.45,14.75,0.9396972238343216,1.0
3,5.0,0.9400544959128065,0.9526627218934911,0.9817073170731707,0.9669669669669669,1.0,0.12734227289061276,106.2,53.6,14.85,0.9366650213050928,1.0
4,6.0,0.9700272479564033,0.9705882352941176,0.9969788519637462,0.9836065573770492,1.0,0.14431277822663552,111.4,56.2,15.4,0.9487752632981148,1.0
5,7.0,0.989100817438692,0.9883040935672515,1.0,0.9941176470588234,1.0,0.17289547677886818,76.4,38.7,12.9,0.8921769589834505,0.9857142857142859
6,8.0,0.9836512261580381,0.9823529411764705,1.0,0.9910979228486646,1.0,0.08696946605034186,70.4,35.7,10.75,0.8853884759510989,0.9537593984962407
7,9.0,0.9863760217983651,0.9910979228486647,0.9940476190476191,0.9925705794947994,1.0,0.14071226767191047,68.0,34.5,13.15,0.8936169947378393,0.9789473684210527
8,10.0,0.9782016348773842,0.9879154078549849,0.9879154078549849,0.9879154078549849,1.0,0.13598070026332043,58.4,29.7,10.3,0.8887591417797245,0.8879970760233917
9,11.0,0.9809264305177112,0.9825072886297376,0.9970414201183432,0.9897209985315712,1.0,0.13738539556621443,61.6,31.3,10.75,0.9116107736178779,0.9093301435406698
10,12.0,0.9809264305177112,0.9940119760479041,0.9851632047477745,0.9895678092399404,1.0,0.10849755842878178,62.6,31.8,11.1,0.822705284907751,0.8375996810207336
11,13.0,0.9782016348773842,0.9818181818181818,0.9938650306748467,0.9878048780487805,1.0,0.19220123057317925,52.2,26.6,10.0,0.9363356368935966,0.7984664458348667
12,14.0,0.9700272479564033,0.9815384615384616,0.9845679012345679,0.9830508474576272,1.0,0.1576088394471268,61.1,31.05,10.95,0.9034321236981908,0.7436274252063724
13,15.0,0.9809264305177112,0.9880952380952381,0.991044776119403,0.9895678092399405,1.0,0.12634542727830053,55.2,28.1,10.75,0.9320564939310941,0.7742625795257374
14,16.0,0.9700272479564033,0.9759036144578314,0.9908256880733946,0.9833080424886192,1.0,0.09895733390814626,50.2,25.6,10.4,0.8805390321231988,0.6648944622628833
15,17.0,0.9700272479564033,0.9756838905775076,0.9907407407407407,0.9831546707503828,1.0,0.17492944854137676,45.0,23.0,9.5,0.9454235752549841,0.668145016747958
16,18.0,0.9836512261580381,0.9910714285714286,0.9910714285714286,0.9910714285714286,1.0,0.15107763425572668,50.0,25.5,10.2,0.8910375019436734,0.6505718954248366
17,19.0,0.997275204359673,0.9969788519637462,1.0,0.9984871406959154,1.0,0.15884182482433656,46.7,23.85,8.75,0.543799935456651,0.5892625598786998
18,20.0,0.9945504087193461,0.9939577039274925,1.0,0.996969696969697,1.0,0.19900230794662488,45.7,23.35,9.3,0.5318225208221253,0.538022901930145
19,21.0,0.9836512261580381,0.9849397590361446,0.9969512195121951,0.9909090909090911,1.0,0.14955220670181313,46.4,23.7,9.35,0.9198007594268843,0.5559108545755116
20,2.0,0.8991825613079019,0.8991825613079019,1.0,0.9469153515064562,1.0,0.08985107527571311,97.0,49.0,12.15,0.9706883881770122,1.0
21,3.0,0.9591280653950953,0.9700598802395209,0.9848024316109423,0.9773755656108598,1.0,0.13506601775772656,128.0,64.5,15.7,0.9589555935940526,1.0
22,4.0,0.9673024523160763,0.9757575757575757,0.9877300613496932,0.9817073170731707,1.0,0.14715425977765842,101.7,51.35,15.75,0.8989961971223428,1.0
23,5.0,0.9782016348773842,0.985207100591716,0.9910714285714286,0.9881305637982196,1.0,0.16056277230851396,88.1,44.55,13.35,0.9162264238234891,1.0
24,6.0,0.9700272479564033,0.9758308157099698,0.99079754601227,0.9832572298325724,1.0,0.11392433684963536,82.6,41.8,13.3,0.9155133719900092,1.0
25,7.0,0.9591280653950953,0.9736070381231672,0.9822485207100592,0.9779086892488954,1.0,0.08732329878434934,67.6,34.3,12.1,0.9585301986893635,1.0
26,8.0,0.9754768392370572,0.9939577039274925,0.9791666666666666,0.9865067466266866,1.0,0.09730513411869932,58.1,29.55,10.75,0.9204009984890194,0.95
27,9.0,0.9754768392370572,0.9818731117824774,0.9908536585365854,0.9863429438543247,1.0,0.11129777577227193,58.6,29.8,10.1,0.938872155739431,0.8687865497076024
28,10.0,0.9700272479564033,0.9845201238390093,0.9814814814814815,0.9829984544049459,1.0,0.13809565230620716,55.5,28.25,11.1,0.886109016426923,0.888245614035088
29,11.0,0.9645776566757494,0.9666666666666667,0.9937694704049844,0.9800307219662059,1.0,0.09501051406263572,60.2,30.6,11.05,0.9144267207533525,0.9452631578947368
30,12.0,0.9809264305177112,0.9907120743034056,0.9876543209876543,0.9891808346213293,1.0,0.10809094364011375,59.5,30.25,11.1,0.8997784035526588,0.8648750664540139
31,13.0,0.997275204359673,1.0,0.9970588235294118,0.9985272459499264,1.0,0.0826199424269203,56.9,28.95,10.5,0.6852485672279306,0.7692436510857563
32,14.0,0.9945504087193461,0.9940298507462687,1.0,0.997005988023952,1.0,0.13858973944061642,56.8,28.9,10.05,0.8277466037298286,0.8268856582014478
33,15.0,0.9809264305177112,0.9814814814814815,0.9968652037617555,0.9891135303265941,1.0,0.19062493568453268,54.2,27.6,10.05,0.7823036383608175,0.7321969258811363
34,16.0,0.9673024523160763,0.9786585365853658,0.9846625766871165,0.981651376146789,1.0,0.09824358156565163,44.4,22.7,9.0,0.9416958568503723,0.6159778379515222
35,17.0,0.9809264305177112,0.9908256880733946,0.9878048780487805,0.9893129770992366,1.0,0.13523261311212498,42.0,21.5,9.25,0.8618996362991311,0.6642967996915365
36,18.0,0.9918256130790191,0.9969230769230769,0.9938650306748467,0.9953917050691243,1.0,0.13756167286964932,45.3,23.15,9.25,0.8308752776877832,0.6291967522501578
37,19.0,0.9863760217983651,0.9848942598187311,1.0,0.9923896499238966,1.0,0.15822550110109865,48.1,24.55,9.5,0.8845749321500606,0.5838615419532398
38,20.0,0.9782016348773842,0.9879518072289156,0.9879518072289156,0.9879518072289156,1.0,0.1081902967500059,45.1,23.05,9.35,0.9105364213065843,0.59818264304088
39,21.0,0.9782016348773842,0.9938271604938271,0.9817073170731707,0.9877300613496932,1.0,0.17451783815460878,45.8,23.4,9.75,0.9231416784664671,0.5383587720193554
40,2.0,0.9318801089918256,0.9358600583090378,0.9907407407407407,0.9625187406296852,1.0,0.07084208853475507,94.9,47.95,13.1,0.9916573627623229,1.0
41,3.0,0.9618528610354223,0.9761194029850746,0.9819819819819819,0.9790419161676646,1.0,0.06534460813349766,130.8,65.9,14.3,0.9543151716836482,1.0
42,4.0,0.9482288828337875,0.9671641791044776,0.9759036144578314,0.9715142428785608,1.0,0.058643195325015295,107.3,54.15,14.25,0.9586960567314926,1.0
43,5.0,0.9455040871934605,0.9663608562691132,0.9723076923076923,0.9693251533742331,1.0,0.06057558326319261,103.9,52.45,15.3,0.9441678106089054,1.0
44,6.0,0.9782016348773842,0.9850746268656716,0.990990990990991,0.9880239520958084,1.0,0.1492166670983614,100.7,50.85,16.3,0.9597459986697734,1.0
