,n_features,accuracy,precision,recall,f1,coverage_ratio,mean_distance,avg_nnodes,avg_nleaves,avg_depth,q,jaccard
0,2.0,0.9680555555555556,0.9840182648401826,0.9810318664643399,0.9825227963525835,1.0,0.009297964398086256,208.2,104.6,18.6,0.975923146056569,1.0
1,3.0,0.9743055555555555,0.9901515151515151,0.9819684447783621,0.986043002640513,1.0,0.009392737414269815,201.6,101.3,17.9,0.9676498692709306,1.0
2,4.0,0.9736111111111111,0.9930715935334873,0.978013646702047,0.985485103132162,1.0,0.01456587843361213,123.9,62.45,16.95,0.9759831166497852,1.0
3,5.0,0.98125,0.9946524064171123,0.9848714069591528,0.9897377423033067,1.0,0.011899008316448459,126.6,63.8,13.95,0.962616846604989,1.0
4,6.0,0.9784722222222222,0.9953881629515757,0.9810606060606061,0.9881724532621137,1.0,0.014127064797772265,127.7,64.35,13.85,0.9602512806988031,1.0
5,2.0,0.9159722222222222,0.9159722222222222,1.0,0.9561435302645886,1.0,0.023863701300652036,732.8,366.9,21.9,0.9614909214111061,1.0
6,3.0,0.9243055555555556,0.9243055555555556,1.0,0.9606640202093107,1.0,0.019412625315966246,713.8,357.4,22.4,0.913397270162667,1.0
7,4.0,0.9326388888888889,0.9444444444444444,0.9858736059479554,0.9647144416151328,1.0,0.017384968207500545,629.3,315.15,21.1,0.8875933755632847,1.0
8,5.0,0.9798611111111111,0.9962462462462462,0.9822353811991118,0.9891912038762579,1.0,0.013918991415006967,137.4,69.2,15.5,0.969531071548041,1.0
9,6.0,0.9854166666666667,0.9954887218045113,0.9887976101568334,0.9921318846009742,1.0,0.012313744919438981,126.4,63.7,13.55,0.9579777851661853,1.0
10,2.0,0.9222222222222223,0.9222222222222223,1.0,0.9595375722543353,1.0,0.013560305785472189,549.0,275.0,19.1,0.9737797068053211,1.0
11,3.0,0.9305555555555556,0.9363831308077198,0.991672975018925,0.9632352941176471,1.0,0.012764229950615805,563.7,282.35,20.45,0.9260654929212858,1.0
12,4.0,0.9527777777777777,0.9599427753934192,0.9911373707533235,0.9752906976744186,1.0,0.017334951542389385,506.9,253.95,19.15,0.8886508350080895,1.0
13,5.0,0.9861111111111112,0.9984779299847792,0.9864661654135338,0.9924357034795764,1.0,0.014602620121553618,109.6,55.3,13.55,0.965330593096194,1.0
14,6.0,0.9854166666666667,0.9933085501858736,0.9910979228486647,0.9922020051986632,1.0,0.015438396954664722,134.2,67.6,13.3,0.9615008426338288,1.0
15,2.0,0.9722222222222222,0.9841149773071104,0.9856060606060606,0.9848599545798636,1.0,0.008487119369533138,158.7,79.85,14.65,0.9800051675386934,1.0
16,3.0,0.9791666666666666,0.9977134146341463,0.9797904191616766,0.9886706948640482,1.0,0.010936863394907194,152.1,76.55,14.1,0.9803280633727659,1.0
17,4.0,0.9819444444444444,0.9946483180428135,0.9856060606060606,0.9901065449010655,1.0,0.011999256355119873,119.7,60.35,13.9,0.9653886687994203,1.0
18,5.0,0.9888888888888889,0.9962264150943396,0.9917355371900827,0.9939759036144579,1.0,0.013329219548627627,137.3,69.15,13.85,0.9519775465169215,1.0
19,6.0,0.9763888888888889,0.9886706948640483,0.9856927710843374,0.9871794871794872,1.0,0.017338460448703415,149.8,75.4,14.6,0.9522694246423872,1.0
20,2.0,0.96875,0.9827327327327328,0.9834710743801653,0.9831017649267745,1.0,0.009005735278438036,222.1,111.55,19.15,0.9763284389181647,1.0
21,3.0,0.9729166666666667,0.990188679245283,0.9805680119581465,0.9853548629365377,1.0,0.008509379086747034,191.4,96.2,16.8,0.9641785322544582,1.0
22,4.0,0.9722222222222222,0.9871698113207548,0.9827197595792637,0.9849397590361446,1.0,0.012880638443477591,138.3,69.65,16.0,0.9612194986562252,1.0
23,5.0,0.9798611111111111,0.9909159727479182,0.9871794871794872,0.9890442009822441,1.0,0.01235451383588961,139.9,70.45,14.1,0.9478826583164051,1.0
24,6.0,0.9833333333333333,0.9888309754281459,0.9932685115931189,0.991044776119403,1.0,0.009833893559944603,135.1,68.05,14.75,0.950963570591633,1.0
