explainer,n_trees,max_depth,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,ext_min,ext_avg,ext_max,avg_nnodes,avg_nleaves,avg_depth
FACETBranchBound,5,3,309,3,6,0.666666667,1,0.5,0.666666667,-0.2,0.556666667,1,0.015032127,1,0.015999794,0.013003349,33,49.66666667,59,12.2,6.6,3
FACETBranchBound,10,3,309,3,6,0.666666667,1,0.5,0.666666667,-0.044444444,0.441111111,1,0.013494482,1.333333333,0.075000286,0.147008896,282,384.6666667,579,12.2,6.6,3
FACETBranchBound,15,3,309,3,6,1,1,1,1,-0.047619048,0.513809524,1,0.019097948,1.666666667,0.180022717,0.472968578,462,852,1177,12.06666667,6.533333333,3
FACETBranchBound,20,3,309,3,6,0.666666667,0.666666667,1,0.8,0.105263158,0.579035088,1,0.035996903,2,0.400008678,5.161989212,2692,4450.666667,5754,12.9,6.95,3
