n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,lb_min,lb_avg,lb_max,init_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset
19019,5,10,15,3,15.0,8.0,3.0,0.796267087276551,0.8085106382978723,0.9018503620273531,0.8526335805286176,1832,5276.2,10145,1832,5287.4,10144,0.2689993381500244,1.1339974403381348,PriorityQueue,1.0,0.06267324180467451,1.6,magic
19019,5,10,15,3,15.0,8.0,3.0,0.796267087276551,0.8085106382978723,0.9018503620273531,0.8526335805286176,920,1027.8,1143,4920,9669.2,15876,0.2689993381500244,1.6329963207244873,Stack,1.0,0.06268098421230216,1.6,magic
