n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,lb_min,lb_avg,lb_max,init_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset
568,5,30,15,3,13.666666666666666,7.333333333333333,3.0,0.9385964912280702,0.9024390243902439,0.925,0.9135802469135802,26259,37556.2,65907,26258,37555.2,65906,0.2219986915588379,11.40871548652649,PriorityQueue,1.0,0.15774664717806391,5.2,cancer
568,5,30,15,3,13.666666666666666,7.333333333333333,3.0,0.9385964912280702,0.9024390243902439,0.925,0.9135802469135802,2360,2972.4,3668,47450,61694.8,82476,0.2219986915588379,14.155965089797974,Stack,1.0,0.15774664717806391,5.2,cancer
