dataset,n_trees,explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,n_rects
vertebral,20,FACETIndex,20,20,6,0.75,1.0,0.6153846153846154,0.761904761904762,12.8,6.9,3.0,0.415604970454722,0.5168421052631579,1.0,0.1847356586273092,3.4,0.00899815559387207,0.005002260208129883,-1,-1,-1,-1,-1,10
vertebral,20,FACETIndex,20,20,6,0.7,0.6923076923076923,0.8181818181818182,0.7500000000000001,12.6,6.8,3.0,0.6705735114189951,0.5094736842105263,1.0,0.21190344078526574,3.7,0.012998342514038086,0.01699995994567871,-1,-1,-1,-1,-1,100
vertebral,20,FACETIndex,20,20,6,0.85,1.0,0.7692307692307693,0.8695652173913044,13.2,7.1,3.0,0.2804412896017777,0.5198245614035087,1.0,0.11225607793576065,2.5,0.0411679744720459,0.09799981117248535,-1,-1,-1,-1,-1,500
vertebral,20,FACETIndex,20,20,6,0.9,0.9090909090909091,0.9090909090909091,0.9090909090909091,12.0,6.5,3.0,0.4098203279696626,0.5564912280701755,1.0,0.11984572633580481,2.5,0.07700085639953613,0.17596936225891113,-1,-1,-1,-1,-1,1000
vertebral,20,FACETIndex,20,20,6,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,11.6,6.3,3.0,0.415963113758136,0.4729824561403509,1.0,0.09099847089623436,2.1,0.11099934577941895,0.23497486114501953,-1,-1,-1,-1,-1,1500
vertebral,20,FACETIndex,20,20,6,0.6,0.625,0.5,0.5555555555555556,12.3,6.65,3.0,0.6722493665386092,0.46131578947368423,1.0,0.09750069282437299,2.4,0.14303827285766602,0.46234655380249023,-1,-1,-1,-1,-1,2000
vertebral,20,FACETIndex,20,20,6,0.75,0.8888888888888888,0.6666666666666666,0.761904761904762,13.2,7.1,3.0,0.30340892023826477,0.5197368421052632,1.0,0.07100459966336269,2.15,0.21600008010864258,0.6485867500305176,-1,-1,-1,-1,-1,3000
vertebral,20,FACETIndex,20,20,6,0.8,1.0,0.7777777777777778,0.8750000000000001,12.5,6.75,3.0,0.3505864370677724,0.5683333333333334,1.0,0.11991512895778753,2.85,0.2831573486328125,0.47699904441833496,-1,-1,-1,-1,-1,4000
vertebral,20,FACETIndex,20,20,6,0.7,0.7058823529411765,0.9230769230769231,0.8000000000000002,12.8,6.9,3.0,0.5627960786338686,0.5523684210526315,1.0,0.1086913887999454,2.25,0.3466510772705078,0.33618640899658203,-1,-1,-1,-1,-1,5000
vertebral,20,FACETIndex,20,20,6,0.7,0.7142857142857143,0.8333333333333334,0.7692307692307692,13.5,7.25,3.0,0.6568662402455665,0.5606140350877192,1.0,0.07155267780615647,2.25,0.5159990787506104,0.9645161628723145,-1,-1,-1,-1,-1,7500
vertebral,20,FACETIndex,20,20,6,0.8,1.0,0.6923076923076923,0.8181818181818181,13.4,7.2,3.0,0.6767640883527152,0.5685087719298245,1.0,0.10590863559356785,2.4,0.6949985027313232,2.1140003204345703,-1,-1,-1,-1,-1,10000
