,n_features,accuracy,precision,recall,f1,coverage_ratio,mean_distance,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,mean_length
0,2.0,0.9967373572593801,0.9966722129783694,1.0,0.9983333333333333,1.0,0.3621666117172296,57.3,29.15,11.55,0.9951626010316401,1.0,1.6802610114192496
1,3.0,1.0,1.0,1.0,1.0,1.0,0.2693065703533134,19.5,10.25,5.6,-0.10526315789473684,0.8877192982456141,1.0570962479608483
2,4.0,1.0,1.0,1.0,1.0,1.0,0.40549505629644905,6.8,3.9,2.5,0.005263157894736842,0.6600877192982456,1.7797716150081566
3,5.0,0.99836867862969,0.9983221476510067,1.0,0.9991603694374475,1.0,0.44405417705580025,9.9,5.45,3.45,0.23157894736842105,0.51,1.2430668841761827
4,6.0,1.0,1.0,1.0,1.0,1.0,0.5519970567351637,12.8,6.9,4.75,-0.06320957877508829,0.520438596491228,2.6362153344208807
5,7.0,1.0,1.0,1.0,1.0,1.0,0.4035521048619144,13.3,7.15,4.5,0.04719557514475845,0.44735588972431073,1.1615008156606852
6,8.0,1.0,1.0,1.0,1.0,1.0,0.4019028597562391,13.7,7.35,4.45,0.031578947368421054,0.48266290726817035,1.1419249592169658
7,9.0,1.0,1.0,1.0,1.0,1.0,0.0,10.6,5.8,3.65,-0.042105263157894736,0.3478362573099415,0.0
8,10.0,1.0,1.0,1.0,1.0,1.0,0.26100424827518304,12.2,6.6,4.45,-0.08439969720292112,0.35067042606516297,1.0081566068515497
9,11.0,1.0,1.0,1.0,1.0,1.0,0.5480608553895704,8.4,4.7,3.3,0.0,0.29715956558061823,2.3034257748776508
10,12.0,1.0,1.0,1.0,1.0,1.0,0.0,9.9,5.45,3.2,-0.03684210526315789,0.3082216905901117,0.0
11,13.0,1.0,1.0,1.0,1.0,1.0,0.6875657424928932,9.3,5.15,3.4,-0.005263157894736842,0.22885338345864664,3.362153344208809
12,14.0,1.0,1.0,1.0,1.0,1.0,0.44352403112166766,8.7,4.85,3.4,-0.03163063140666724,0.22996385193753616,2.5089722675367048
13,15.0,1.0,1.0,1.0,1.0,1.0,0.27783456451791083,11.7,6.35,3.95,-0.07894736842105263,0.23143651669967458,1.0114192495921697
14,16.0,1.0,1.0,1.0,1.0,1.0,0.6335972412678106,13.1,7.05,4.25,-0.14212249117064346,0.2227059490217385,2.8825448613376836
15,17.0,1.0,1.0,1.0,1.0,1.0,0.4028357149883695,10.0,5.5,3.85,-0.03684210526315789,0.1870834282676388,1.0913539967373573
16,18.0,1.0,1.0,1.0,1.0,1.0,0.3697704940294097,10.0,5.5,3.95,-0.015789473684210527,0.20372958912432593,1.0456769983686787
17,19.0,1.0,1.0,1.0,1.0,1.0,0.5430242766318775,12.6,6.8,4.6,-0.12693615695973673,0.20736674144568878,3.1924959216965743
18,20.0,1.0,1.0,1.0,1.0,1.0,0.3089765854313299,11.7,6.35,4.6,-0.05263157894736842,0.2161862990810359,2.0815660685154977
19,21.0,1.0,1.0,1.0,1.0,1.0,0.3100264779786667,6.6,3.8,2.7,0.0,0.18804947976000608,2.0831973898858074
20,22.0,1.0,1.0,1.0,1.0,1.0,0.5202979140598952,8.6,4.8,3.05,0.01017556941409125,0.18007872244714349,4.471451876019576
21,23.0,1.0,1.0,1.0,1.0,1.0,0.3945023347345361,7.3,4.15,2.9,0.0,0.13292724819040608,1.1370309951060358
22,24.0,1.0,1.0,1.0,1.0,1.0,0.3740981177914646,6.9,3.95,2.55,0.0,0.11291979949874688,2.137030995106036
23,25.0,1.0,1.0,1.0,1.0,1.0,0.4657392709615835,5.8,3.4,2.2,0.0,0.1905764411027569,3.6460032626427408
24,26.0,1.0,1.0,1.0,1.0,1.0,0.0,5.6,3.3,1.95,-0.005263157894736842,0.2662134502923977,0.0
25,27.0,1.0,1.0,1.0,1.0,1.0,0.547651529194706,5.8,3.4,2.3,0.0,0.17908521303258146,3.33605220228385
26,28.0,1.0,1.0,1.0,1.0,1.0,0.7651908481710981,6.2,3.6,2.55,0.0,0.12452399939242045,6.295269168026101
27,29.0,1.0,1.0,1.0,1.0,1.0,0.24650375615006176,6.9,3.95,2.55,0.0,0.1379344193817878,1.0
28,30.0,1.0,1.0,1.0,1.0,1.0,0.7528373598008306,5.3,3.15,2.1,-0.005263157894736842,0.1136967418546366,6.544861337683524
29,31.0,1.0,1.0,1.0,1.0,1.0,0.6223796253396799,5.6,3.3,2.15,0.0,0.13812447786131996,4.1549755301794455
30,32.0,1.0,1.0,1.0,1.0,1.0,0.8087029415511429,6.0,3.5,2.25,-0.005263157894736842,0.1019172932330827,6.567699836867863
31,33.0,1.0,1.0,1.0,1.0,1.0,0.7105045005620987,4.3,2.65,1.65,-0.021052631578947368,0.2129385964912281,5.907014681892333
32,34.0,1.0,1.0,1.0,1.0,1.0,0.23730904264628586,5.1,3.05,1.9,0.0,0.14954887218045113,2.027732463295269
33,35.0,1.0,1.0,1.0,1.0,1.0,0.14702058217874125,5.5,3.25,1.9,0.0,0.19849624060150373,1.2202283849918434
34,36.0,1.0,1.0,1.0,1.0,1.0,0.8153313925592923,4.2,2.6,1.5,0.0,0.17666666666666664,6.386623164763458
