,n_features,accuracy,precision,recall,f1,coverage_ratio,mean_distance,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,mean_length
0,2.0,0.9873727087576375,0.9898416166029492,0.9965907841196525,0.9932047347654537,1.0,0.004596326537862402,145.6,73.3,14.2,0.9995478112139919,1.0,0.9987780040733197
1,3.0,1.0,1.0,1.0,1.0,1.0,0.009709221364121425,64.6,32.8,9.95,-0.1903159502159268,1.0,1.4512219959266803
2,4.0,0.99989816700611,1.0,0.9998903749177812,0.9999451844543112,1.0,0.010325008508595749,40.5,20.75,8.15,-0.04778275956137913,1.0,1.420468431771894
3,5.0,0.99989816700611,1.0,0.9998903388529444,0.9999451664199155,1.0,0.023492800773835042,32.4,16.7,7.8,0.39932717964825404,0.9421052631578948,1.4483706720977596
4,6.0,0.9992871690427698,0.9993391342658883,0.9998897950187349,0.999614388806258,1.0,0.01967929149502578,48.2,24.6,10.2,0.7875097917540861,0.9385964912280701,1.4157841140529532
5,7.0,0.99979633401222,1.0,0.9997803645947727,0.999890170236134,1.0,0.019874339058967648,50.8,25.9,10.5,0.5766531779208606,0.8484962406015037,1.2732179226069247
6,8.0,0.99979633401222,0.9998904949627683,0.9998904949627683,0.9998904949627683,1.0,0.006007109735600139,64.4,32.7,11.8,0.3459904656276999,0.8982142857142856,1.5708757637474542
7,9.0,1.0,1.0,1.0,1.0,1.0,0.020775750575342117,37.8,19.4,9.05,-0.27392270637281846,0.7289682539682539,1.6174134419551935
8,2.0,0.9980651731160897,0.9980252331321997,0.9998900857331282,0.9989567891066821,1.0,0.013413103814519576,86.4,43.7,12.9,0.9999932169633727,1.0,1.1972505091649694
9,3.0,0.99979633401222,0.9997811337272926,1.0,0.9998905548867243,1.0,0.006082015744833424,72.2,36.6,9.95,0.45101331854340676,1.0,1.4514256619144603
10,4.0,0.99989816700611,1.0,0.9998906984369876,0.9999453462316227,1.0,0.009665755223294343,44.9,22.95,8.0,0.5259334956772761,0.9526315789473684,1.4721995926680245
11,5.0,1.0,1.0,1.0,1.0,1.0,0.008503261028425798,56.1,28.55,9.6,0.025312719788421006,0.9421052631578948,1.3668024439918534
12,6.0,0.99989816700611,1.0,0.9998903027643703,0.9999451483736493,1.0,0.0115872532253389,51.5,26.25,9.95,0.257283923216902,0.9517543859649121,1.3311608961303463
13,7.0,0.9995926680244399,0.9997797841885048,0.9997797841885048,0.9997797841885048,1.0,0.017344172967065877,51.7,26.35,10.0,0.8597664205936943,0.8645614035087719,1.4261710794297353
14,8.0,0.99989816700611,1.0,0.9998903268260584,0.999945160405813,1.0,0.004867011405091579,69.7,35.35,11.5,0.32399808319545437,0.8968984962406015,1.1656822810590632
15,9.0,0.99989816700611,0.999890278692122,1.0,0.9999451363362045,1.0,0.015088446853753934,37.4,19.2,9.25,0.009874714723399935,0.7167919799498748,1.1332993890020366
16,2.0,0.9967413441955193,0.9967191601049868,0.9997806055287407,0.9982475355969332,1.0,0.06849560879250542,184.1,92.55,15.9,0.9999966046955014,1.0,1.7162932790224033
17,3.0,0.9958248472505091,0.9955245060582906,1.0,0.9977572342869646,1.0,0.07928036728328461,221.0,111.0,17.45,0.9999954288132931,1.0,1.7544806517311609
18,4.0,0.9962321792260692,0.9964992889180615,0.9994513934606101,0.9979731580388935,1.0,0.05605414377005235,279.9,140.45,18.7,0.9996643434540994,1.0,2.5345213849287167
19,5.0,0.9958248472505091,0.9959567260408698,0.9995613073042334,0.9977557611254037,1.0,0.022958027625231643,329.3,165.15,21.9,0.9993865982960707,1.0,2.19949083503055
20,6.0,0.9994908350305499,0.9996710165588332,0.9997806536521167,0.9997258320995778,1.0,0.013404484119644238,73.8,37.4,12.55,0.9848343049526411,0.9517543859649124,1.3091649694501017
21,7.0,0.99989816700611,0.9998906625847365,1.0,0.9999453283035372,1.0,0.028601093542786424,54.9,27.95,10.1,0.6288513935884837,0.8983709273182957,1.6752545824847251
22,8.0,0.9996945010183299,0.9996715208584255,1.0,0.9998357334501451,1.0,0.009754341148168325,61.0,31.0,11.65,0.6767371369597021,0.9062969924812031,1.289511201629328
23,9.0,0.99979633401222,0.9997813729777001,1.0,0.9998906745381,1.0,0.01175458099182969,39.8,20.4,9.1,0.7146492051676366,0.7211152882205514,1.3279022403258656
24,2.0,0.9283095723014256,0.9283095723014256,1.0,0.9628221377270807,1.0,0.01097146460090259,1441.1,721.05,21.75,0.9977083696932368,1.0,1.4562118126272912
25,3.0,0.9962321792260692,0.9960702980024014,0.9998904229673461,0.9979767047629463,1.0,0.07618818692674856,250.2,125.6,17.05,0.9997725293573965,1.0,2.455397148676171
26,4.0,0.9981670061099797,0.9984637331284978,0.9995605844227178,0.9990118577075099,1.0,0.04372796943412634,167.5,84.25,16.7,0.999024684730368,1.0,2.3889002036659877
27,5.0,0.9984725050916496,0.9989007365065407,0.999450065992081,0.9991753257463302,1.0,0.031111125228515103,207.3,104.15,19.35,0.9988360194573496,1.0,2.25091649694501
28,6.0,0.9993890020366599,0.9994509114869317,0.9998901340364755,0.999670474516696,1.0,0.017149751301675675,62.6,31.8,10.9,0.9431743534958853,0.9833333333333333,1.0715885947046844
29,7.0,0.9996945010183299,0.9998903147965339,0.9997806536521167,0.9998354812174388,1.0,0.011668268485675181,57.9,29.45,10.65,0.7231786419070566,0.9243107769423557,1.2365580448065172
30,8.0,0.9996945010183299,0.9997809419496166,0.9998904589768869,0.9998356974642643,1.0,0.018583819544096346,57.9,29.45,11.0,0.5987772878428103,0.8944235588972432,1.6682281059063135
31,9.0,0.9996945010183299,1.0,0.999669930685444,0.9998349381017881,1.0,0.020335391007877946,35.8,18.4,9.0,0.5306872104854398,0.7120091896407685,1.079429735234216
32,2.0,0.9336048879837067,0.9356196734777698,0.9972638721681077,0.9654587836406019,1.0,0.00035505340401808616,437.8,219.4,16.35,0.9997695389707921,1.0,0.9972505091649695
33,3.0,0.9866598778004073,0.9916785284134457,0.9939640035118525,0.9928199506714167,1.0,0.0029594443666735052,374.3,187.65,16.95,0.9968660810568413,1.0,1.0064154786150712
34,4.0,0.99989816700611,1.0,0.9998900131984162,0.9999450035747676,1.0,0.010792129192717511,47.6,24.3,8.65,0.5352979727778059,0.9157894736842105,1.440325865580448
35,5.0,0.99979633401222,1.0,0.9997810858143608,0.9998905309250137,1.0,0.010538200156894023,55.4,28.2,9.55,0.9982634940190035,0.9463157894736842,1.4510183299389001
36,6.0,0.99979633401222,0.9998906386701663,0.9998906386701663,0.9998906386701663,1.0,0.013925746216133612,62.1,31.55,10.65,0.8196373049779019,0.9517543859649121,1.6396130346232178
37,7.0,0.99989816700611,0.9998904589768869,1.0,0.9999452264884702,1.0,0.01945010980668773,59.2,30.1,9.55,0.3883414048379051,0.9571428571428573,1.5271894093686353
38,8.0,0.99989816700611,0.9998898799691663,1.0,0.9999449369528108,1.0,0.008390009417318494,53.8,27.4,10.05,0.27132836683861333,0.830670426065163,1.3574338085539714
39,9.0,0.99989816700611,1.0,0.9998904109589041,0.999945202476848,1.0,0.016372934576478385,43.6,22.3,9.5,0.5986838152881231,0.7919172932330826,1.2114052953156822
