explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
OCEAN,20,20,57,1.0,1.0,1.0,1.0,47.12,24.06,5.0,-0.10510976230806543,0.316054563321944,1.0,0.008071736252715848,7.7,0.0,27.59399962425232,-1,-1,-1,-1,-1
FACETIndex,20,20,57,1.0,1.0,1.0,1.0,47.12,24.06,5.0,-0.10510976230806543,0.316054563321944,1.0,0.10213605126560585,13.45,19.649999856948853,4.03100061416626,-1,-1,-1,-1,-1
OCEAN,20,20,57,0.9,0.9,0.9,0.9,47.6,24.3,5.0,0.3651526447106763,0.3184938518955796,1.0,0.007861681603471653,9.4,0.0,31.660000324249268,-1,-1,-1,-1,-1
FACETIndex,20,20,57,0.9,0.9,0.9,0.9,47.6,24.3,5.0,0.3651526447106763,0.3184938518955796,1.0,0.10504384938087304,14.05,19.585999965667725,3.996000051498413,-1,-1,-1,-1,-1
OCEAN,20,20,57,0.8,0.875,0.7,0.7777777777777777,46.72,23.86,5.0,0.8548075057752637,0.3184064274452605,1.0,0.010051647806881881,9.65,0.0,37.27220630645752,-1,-1,-1,-1,-1
FACETIndex,20,20,57,0.8,0.875,0.7,0.7777777777777777,46.72,23.86,5.0,0.8548075057752637,0.3184064274452605,1.0,0.1046895710997402,14.85,19.99730157852173,3.49299955368042,-1,-1,-1,-1,-1
OCEAN,20,20,57,1.0,1.0,1.0,1.0,46.28,23.64,5.0,-0.22034394791211015,0.3264536933768718,1.0,0.007104818366952205,10.0,0.0,27.696645259857178,-1,-1,-1,-1,-1
FACETIndex,20,20,57,1.0,1.0,1.0,1.0,46.28,23.64,5.0,-0.22034394791211015,0.3264536933768718,1.0,0.10228038621844257,15.5,19.921886682510376,3.5080857276916504,-1,-1,-1,-1,-1
OCEAN,20,20,57,1.0,1.0,1.0,1.0,44.8,22.9,5.0,-0.2944574587201614,0.310857204884636,0.95,0.011197785904264583,9.842105263157896,0.0,37.40590214729309,-1,-1,-1,-1,-1
FACETIndex,20,20,57,1.0,1.0,1.0,1.0,44.8,22.9,5.0,-0.2944574587201614,0.310857204884636,1.0,0.09781757821763477,14.15,20.028156995773315,2.9291696548461914,-1,-1,-1,-1,-1
OCEAN,20,20,57,1.0,1.0,1.0,1.0,46.72,23.86,5.0,-0.13816035157108883,0.3178697311834513,0.95,0.017211180386626702,11.736842105263158,0.0,50.01474905014038,-1,-1,-1,-1,-1
FACETIndex,20,20,57,1.0,1.0,1.0,1.0,46.72,23.86,5.0,-0.13816035157108883,0.3178697311834513,1.0,0.1262937914013222,13.9,19.641804218292236,3.361746311187744,-1,-1,-1,-1,-1
OCEAN,20,20,57,1.0,1.0,1.0,1.0,45.68,23.34,5.0,-0.27180768961370166,0.31350628496574445,1.0,0.010061573014595579,11.1,0.0,33.36396598815918,-1,-1,-1,-1,-1
FACETIndex,20,20,57,1.0,1.0,1.0,1.0,45.68,23.34,5.0,-0.27180768961370166,0.31350628496574445,1.0,0.09471783440673462,13.75,19.768972873687744,3.491999626159668,-1,-1,-1,-1,-1
OCEAN,20,20,57,0.95,1.0,0.8333333333333334,0.9090909090909091,46.42,23.71,5.0,0.5433069955313087,0.3171297576982186,1.0,0.007746352947160795,7.85,0.0,31.89708375930786,-1,-1,-1,-1,-1
FACETIndex,20,20,57,0.95,1.0,0.8333333333333334,0.9090909090909091,46.42,23.71,5.0,0.5433069955313087,0.3171297576982186,1.0,0.11643112817516965,12.7,19.739227771759033,2.9276840686798096,-1,-1,-1,-1,-1
OCEAN,20,20,57,0.85,0.75,0.8571428571428571,0.7999999999999999,46.68,23.84,5.0,0.2852805683237263,0.3131537685363676,0.95,0.009575393966888683,8.421052631578947,0.0,30.93212890625,-1,-1,-1,-1,-1
FACETIndex,20,20,57,0.85,0.75,0.8571428571428571,0.7999999999999999,46.68,23.84,5.0,0.2852805683237263,0.3131537685363676,1.0,0.10360275097485624,13.1,19.545127153396606,3.5391416549682617,-1,-1,-1,-1,-1
OCEAN,20,20,57,0.8,0.75,0.5,0.6,45.56,23.28,5.0,0.8082715828199374,0.30992839918782994,1.0,0.006252856364351298,7.45,0.0,24.593183755874634,-1,-1,-1,-1,-1
FACETIndex,20,20,57,0.8,0.75,0.5,0.6,45.56,23.28,5.0,0.8082715828199374,0.30992839918782994,1.0,0.08942433662620887,13.7,19.726043701171875,2.618619680404663,-1,-1,-1,-1,-1
