explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
FACETGrow,20,20,57,0.9,0.9,0.9,0.9,14.4,7.7,3.0,0.07690577453735349,0.16722481222481222,1.0,0.11782278184596531,7.85,0.05600118637084961,0.029998302459716797,1.85,9.95,-1,-1,-1
OCEAN,20,20,57,0.9,0.9,0.9,0.9,14.4,7.7,3.0,0.07690577453735349,0.16722481222481222,1.0,0.007315382916239453,3.25,0.0,0.5430018901824951,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,0.9,0.9,0.9,0.9,14.4,7.7,3.0,0.07690577453735349,0.16722481222481222,1.0,0.01423503513714445,3.8,23.405001163482666,8.733999490737915,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,0.9,0.9,0.9,0.9,14.4,7.7,3.0,0.07690577453735349,0.16722481222481222,1.0,0.005700246689911639,2.9,0.07800078392028809,2.3929991722106934,-1.0,-1.0,133,188.25,278
FACETGrow,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.4,7.7,3.0,0.4887131723023152,0.1897979797979798,1.0,0.13078234171670702,7.35,0.05699658393859863,0.031000852584838867,1.5,10.0,-1,-1,-1
OCEAN,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.4,7.7,3.0,0.4887131723023152,0.1897979797979798,1.0,0.010884759564723139,4.0,0.0,0.5370030403137207,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.4,7.7,3.0,0.4887131723023152,0.1897979797979798,1.0,0.013780819112672541,4.4,23.127999782562256,7.895999908447266,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.4,7.7,3.0,0.4887131723023152,0.1897979797979798,1.0,0.006274004048444004,3.2,0.07900094985961914,2.8310024738311768,-1.0,-1.0,125,207.2,330
FACETGrow,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.8,7.9,3.0,0.8435564253117955,0.19083879083879082,1.0,0.1737452513994388,7.4,0.06299853324890137,0.03299856185913086,0.7,10.0,-1,-1,-1
OCEAN,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.8,7.9,3.0,0.8435564253117955,0.19083879083879082,1.0,0.009407276932776935,3.55,0.0,0.5560009479522705,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.8,7.9,3.0,0.8435564253117955,0.19083879083879082,1.0,0.014566871592425274,3.55,23.231087684631348,7.815000534057617,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.8,7.9,3.0,0.8435564253117955,0.19083879083879082,1.0,0.008352995282018777,3.45,0.0879981517791748,2.750002145767212,-1.0,-1.0,154,213.15,307
FACETGrow,20,20,57,0.9,1.0,0.75,0.8571428571428571,14.8,7.9,3.0,0.08572686080609115,0.12380298713632046,1.0,0.09854595469241759,7.75,0.05699968338012695,0.029999971389770508,1.85,9.9,-1,-1,-1
OCEAN,20,20,57,0.9,1.0,0.75,0.8571428571428571,14.8,7.9,3.0,0.08572686080609115,0.12380298713632046,1.0,0.006380495042083571,3.55,0.0,0.5280003547668457,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,0.9,1.0,0.75,0.8571428571428571,14.8,7.9,3.0,0.08572686080609115,0.12380298713632046,1.0,0.011066858064036613,2.95,22.618293285369873,7.797028303146362,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,0.9,1.0,0.75,0.8571428571428571,14.8,7.9,3.0,0.08572686080609115,0.12380298713632046,1.0,0.00460994920568811,2.9,0.0820000171661377,2.749000072479248,-1.0,-1.0,125,194.35,302
FACETGrow,20,20,57,0.95,1.0,0.8333333333333334,0.9090909090909091,14.8,7.9,3.0,0.32791954634059894,0.1589927356594023,1.0,0.14489673569591488,7.65,0.059999942779541016,0.029999971389770508,1.05,9.9,-1,-1,-1
