dataset,n_trees,explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,n_rects
glass,20,FACETIndex,20,20,9,0.9,0.9,0.9,0.9,11.5,6.25,3.0,0.3695727612412471,0.3901127819548872,1.0,0.11644400975282967,3.2,0.05300021171569824,0.14600038528442383,-1,-1,-1,-1,-1,500
glass,20,FACETIndex,20,20,9,0.65,0.5714285714285714,0.8888888888888888,0.6956521739130435,11.0,6.0,3.0,0.7892332737882141,0.3701691729323308,1.0,0.15982784034214945,3.65,0.09999918937683105,0.36300015449523926,-1,-1,-1,-1,-1,1000
glass,20,FACETIndex,20,20,9,0.7,0.6666666666666666,0.9090909090909091,0.7692307692307692,12.1,6.55,3.0,0.697149735981365,0.3846428571428571,1.0,0.08597898992214162,2.95,0.14100027084350586,0.5820004940032959,-1,-1,-1,-1,-1,1500
glass,20,FACETIndex,20,20,9,0.7,0.6,0.75,0.6666666666666665,12.1,6.55,3.0,0.6480430383922928,0.4000710108604846,1.0,0.14968897530020095,2.4,0.1900012493133545,0.5709991455078125,-1,-1,-1,-1,-1,2000
glass,20,FACETIndex,20,20,9,0.9,0.9285714285714286,0.9285714285714286,0.9285714285714286,11.9,6.45,3.0,0.1399257888355708,0.3899749373433584,1.0,0.1103314780952224,2.8,0.23100042343139648,0.9544882774353027,-1,-1,-1,-1,-1,2500
glass,20,FACETIndex,20,20,9,0.9,0.9090909090909091,0.9090909090909091,0.9090909090909091,12.4,6.7,3.0,0.25973031809374547,0.3927192982456141,1.0,0.14474128361257943,3.1,0.2689995765686035,0.9149975776672363,-1,-1,-1,-1,-1,3000
glass,20,FACETIndex,20,20,9,0.75,0.6923076923076923,0.9,0.7826086956521738,12.2,6.6,3.0,0.5608252006456855,0.40038220551378445,1.0,0.11504393360441834,2.55,0.31099987030029297,1.142296314239502,-1,-1,-1,-1,-1,3500
glass,20,FACETIndex,20,20,9,0.7,0.6470588235294118,1.0,0.7857142857142858,12.5,6.75,3.0,0.4964247900928466,0.38125939849624063,1.0,0.1269487860261993,4.55,0.3611259460449219,1.6766951084136963,-1,-1,-1,-1,-1,4000
glass,20,FACETIndex,20,20,9,0.95,0.9230769230769231,1.0,0.9600000000000001,12.1,6.55,3.0,0.1749631735946247,0.39063283208020044,1.0,0.14926970093332928,2.3,0.4010009765625,1.528001070022583,-1,-1,-1,-1,-1,4500
glass,20,FACETIndex,20,20,9,0.9,0.8666666666666667,1.0,0.9285714285714286,11.8,6.4,3.0,0.19662281278378582,0.4358897243107769,1.0,0.1036147882312837,3.3,0.440000057220459,2.0092058181762695,-1,-1,-1,-1,-1,5000
glass,20,FACETIndex,20,20,9,0.8,0.9090909090909091,0.7692307692307693,0.8333333333333333,11.9,6.45,3.0,0.5485286652490658,0.41672305764411033,1.0,0.10210025397109435,3.2,0.8740017414093018,3.0699987411499023,-1,-1,-1,-1,-1,10000
