,0,1
0,"[0, 0.1214863818995822]","[47395, 0.010291841808862012]"
1,"[0, 0.1138779814669333]","[27429, 0.0016571660406495053]"
2,"[0, 0.07618453210936836]","[12135, 0.002755555275959552]"
3,"[0, 0.05485476018431553]","[15991, 0.003822486348673024]"
4,"[0, 0.07516566042038376]","[21742, 0.002423252232020861]"
