,0,1
0,"[0, 0.6423524315367535]","[8161, 0.05602222315278321]"
1,"[0, 0.8249571820283252]","[6227, 0.06674933971752285]"
2,"[0, 0.45644107508724296]","[16136, 0.19098100699070977]"
3,"[0, 0.5889586701214208]","[4557, 0.019596697530770726]"
4,"[0, 0.4063609034462309]","[12101, 0.06215337157521735]"
