,0,1
0,"[0, 0.7843337227538519]","[2957, 0.11928097900020064]"
1,"[0, 0.10988648782498625]","[2755, 0.022719388145003686]"
2,"[0, 0.3701391882534774]","[4051, 0.029113240538604472]"
3,"[0, 0.26318064257631296]","[4075, 0.014584251627371106]"
4,"[0, 0.49892164288873686]","[7060, 0.03786625898434802]"
