n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,lb_min,lb_avg,lb_max,init_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset
309,5,6,15,3,11.8,6.4,3.0,0.8387096774193549,0.8095238095238095,0.9444444444444444,0.8717948717948718,2047,3351.8,5280,2117,3411.8,5288,0.178999662399292,0.5699987411499023,PriorityQueue,1.0,0.07541621659368067,2.0,vertebral
309,5,6,15,3,11.8,6.4,3.0,0.8387096774193549,0.8095238095238095,0.9444444444444444,0.8717948717948718,700,1041.4,1497,4475,6884.4,11627,0.178999662399292,1.1769986152648926,Stack,1.0,0.07541621659368067,2.0,vertebral
