n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,lb_min,lb_avg,lb_max,init_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset
19019,5,10,15,3,14.866666666666667,7.933333333333334,3.0,0.8130914826498423,0.7851803704907377,0.9797242497972425,0.8717301100487101,4592,9047.8,15163,4591,9051.8,15187,0.2625112533569336,1.724008560180664,PriorityQueue,1.0,0.09753536701089875,2.8,magic
19019,5,10,15,3,14.866666666666667,7.933333333333334,3.0,0.8130914826498423,0.7851803704907377,0.9797242497972425,0.8717301100487101,1772,1961.2,2202,18020,20652.0,23722,0.2625112533569336,3.636387586593628,Stack,1.0,0.09758530313664726,2.8,magic
