n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,lb_min,lb_avg,lb_max,init_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset
162,5,9,15,3,10.866666666666667,5.933333333333334,3.0,0.8484848484848485,0.8,0.9411764705882353,0.8648648648648648,2860,4169.4,6628,2859,4851.2,9106,0.13350605964660645,0.8280012607574463,PriorityQueue,1.0,0.16585005723112467,1.8,glass
162,5,9,15,3,10.866666666666667,5.933333333333334,3.0,0.8484848484848485,0.8,0.9411764705882353,0.8648648648648648,658,1060.8,1824,4325,7675.4,15319,0.13350605964660645,1.3259997367858887,Stack,1.0,0.16585005723112467,1.8,glass
