n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,init_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset
568,20,30,15,3,13.533333333333333,7.266666666666667,3.0,0.9736842105263158,0.925,1.0,0.961038961038961,8663,31725.6,147462,0.1789989471435547,33.344964027404785,PriorityQueue,1.0,0.18354647506704996,4.65,cancer
568,20,30,15,3,13.533333333333333,7.266666666666667,3.0,0.9736842105263158,0.925,1.0,0.961038961038961,1004,3112.6,10390,0.1789989471435547,49.51288199424744,Stack,1.0,0.18354647506704996,4.65,cancer
