,n_features,accuracy,precision,recall,f1,coverage_ratio,mean_distance,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,mean_length
0,2.0,0.9951060358890701,0.9983050847457627,0.9966159052453468,0.9974597798475868,1.0,0.3413090686170238,29.6,15.3,8.1,0.5093906301004847,1.0,1.5791190864600326
1,3.0,0.99836867862969,0.998324958123953,1.0,0.9991617770326907,1.0,0.48699087819808695,27.1,14.05,7.6,-0.018463516553841507,0.9666666666666666,1.6606851549755302
2,4.0,1.0,1.0,1.0,1.0,1.0,0.5642833546315605,17.2,9.1,6.0,-0.03694513608654589,0.7767543859649122,1.2707993474714518
3,5.0,1.0,1.0,1.0,1.0,1.0,0.43758886326256696,9.0,5.0,3.4,-0.015789473684210527,0.5857894736842106,1.269168026101142
4,6.0,1.0,1.0,1.0,1.0,0.9233278955954323,0.5287061506278353,11.2,6.1,3.85,-0.010577999827719873,0.4866666666666667,1.6537102473498233
5,7.0,1.0,1.0,1.0,1.0,0.8727569331158238,0.5139068078835699,8.7,4.85,3.1,-0.015789473684210527,0.36735588972431077,1.3046728971962618
6,8.0,1.0,1.0,1.0,1.0,0.5122349102773247,0.6672590613412129,10.8,5.9,4.25,-0.042105263157894736,0.3080263157894737,1.9012738853503184
7,9.0,1.0,1.0,1.0,1.0,1.0,0.4697141255164031,4.9,2.95,1.9,0.0,0.3360526315789473,1.570962479608483
8,10.0,1.0,1.0,1.0,1.0,1.0,0.36893479039992494,6.3,3.65,2.45,0.0,0.3285338345864662,1.063621533442088
9,11.0,1.0,1.0,1.0,1.0,1.0,0.3611454506470131,5.0,3.0,2.0,-0.005263157894736842,0.331140350877193,1.0
10,12.0,1.0,1.0,1.0,1.0,0.16802610114192496,0.4751240982042413,8.8,4.9,3.25,-0.05789473684210526,0.22883040935672513,1.6310679611650485
11,13.0,1.0,1.0,1.0,1.0,0.31484502446982054,0.5952493852049114,10.1,5.55,3.5,-0.03159617538116978,0.2095441108599003,1.9896373056994818
12,14.0,1.0,1.0,1.0,1.0,0.5709624796084829,0.6169831305096485,11.2,6.1,4.05,-0.06842105263157895,0.25005222847328107,1.9457142857142857
13,15.0,1.0,1.0,1.0,1.0,0.9380097879282219,0.365895532448487,7.9,4.45,2.95,-0.042105263157894736,0.2870689982532088,1.1478260869565218
14,16.0,1.0,1.0,1.0,1.0,1.0,0.37701962008856144,9.2,5.1,3.35,-0.021052631578947368,0.28513225079014554,1.1272430668841762
15,17.0,1.0,1.0,1.0,1.0,0.9934747145187602,0.3697341854744751,9.5,5.25,3.7,-0.015789473684210527,0.24887237031973872,1.1050903119868638
16,18.0,1.0,1.0,1.0,1.0,1.0,0.35760344075784833,9.3,5.15,3.7,-0.015789473684210527,0.3010535078956132,1.0163132137030995
17,19.0,1.0,1.0,1.0,1.0,1.0,0.36301412237064357,9.0,5.0,3.3,-0.005263157894736842,0.30430738851791483,1.00326264274062
18,20.0,1.0,1.0,1.0,1.0,0.9967373572593801,0.3554571245306102,10.2,5.6,4.0,-0.005263157894736842,0.23246998615419667,1.1063829787234043
19,21.0,1.0,1.0,1.0,1.0,0.6851549755301795,0.3917870621505568,10.2,5.6,3.9,-0.005349297958480489,0.2122476938266412,1.457142857142857
20,22.0,1.0,1.0,1.0,1.0,1.0,0.3825900968031424,9.4,5.2,3.7,0.02100484391213776,0.2309272890851838,1.200652528548124
21,23.0,1.0,1.0,1.0,1.0,0.9820554649265906,0.3747771713691726,10.4,5.7,3.7,-0.010715430653253396,0.22088198351356245,1.06312292358804
22,24.0,1.0,1.0,1.0,1.0,0.6035889070146818,0.4477501618694176,11.6,6.3,4.3,0.0,0.2685295990559149,1.6486486486486487
