explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
BestCandidate,3772,6,0.9960335166089904,0.9959371828735525,1.0,0.9979644564161092,29.5,15.25,6.75,0.8227342546299243,0.8150877192982455,1.0,0.09311315794489754,2.223841059602649,2.311086654663086
GraphMerge,3772,6,0.9960335166089904,0.9959371828735525,1.0,0.9979644564161092,29.5,15.25,6.75,0.8227342546299243,0.8150877192982455,1.0,0.08872378688831255,2.047682119205298,1.087920904159546
BestCandidate,3772,6,0.9957243487273174,0.9983244713294441,0.9973118375919799,0.9978178975433865,20.9,10.95,5.6,0.9755525725525771,0.7635087719298246,1.0,0.08827607660869814,2.03841059602649,1.7090065479278564
GraphMerge,3772,6,0.9957243487273174,0.9983244713294441,0.9973118375919799,0.9978178975433865,20.9,10.95,5.6,0.9755525725525771,0.7635087719298246,1.0,0.07705997767335324,1.119205298013245,1.0106570720672607
BestCandidate,3772,6,0.9997119117466229,1.0,0.99970483636416,0.9998523963984721,25.2,13.1,6.2,0.3174378123024487,0.7994736842105262,1.0,0.07945466200261728,1.952317880794702,2.0650010108947754
GraphMerge,3772,6,0.9997119117466229,1.0,0.99970483636416,0.9998523963984721,25.2,13.1,6.2,0.3174378123024487,0.7994736842105262,1.0,0.07499134730936007,1.9019867549668874,1.0049982070922852
BestCandidate,3772,6,0.9971542501800552,0.9971149428153172,1.0,0.998555387512841,27.9,14.45,6.25,0.4368560925648347,0.7970175438596492,1.0,0.09448832638658729,2.051655629139073,2.1769983768463135
GraphMerge,3772,6,0.9971542501800552,0.9971149428153172,1.0,0.998555387512841,27.9,14.45,6.25,0.4368560925648347,0.7970175438596492,1.0,0.08351976531293741,1.3801324503311259,1.065000057220459
BestCandidate,3772,6,0.9980114883974213,0.997977451803677,1.0,0.998987702191285,25.5,13.25,5.7,0.340544107671806,0.7814035087719297,1.0,0.09501562940547219,2.0052980132450333,1.9799985885620117
GraphMerge,3772,6,0.9980114883974213,0.997977451803677,1.0,0.998987702191285,25.5,13.25,5.7,0.340544107671806,0.7814035087719297,1.0,0.08269201291726933,1.899337748344371,1.0650012493133545
