explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
BestCandidate,1831,21,0.989234823781659,0.9881555020396127,1.0,0.994042469038143,44.0,22.5,9.35,0.8501817411216915,0.5426885503828635,1.0,0.4239766851220446,2.1716621253405997,1.5420234203338623
GraphMerge,1831,21,0.989234823781659,0.9881555020396127,1.0,0.994042469038143,44.0,22.5,9.35,0.8501817411216915,0.5426885503828635,1.0,0.16781067709983655,1.891008174386921,1.0399997234344482
BestCandidate,1831,21,0.9763553252631736,0.9884043525209735,0.9852617285177273,0.9868305385546765,44.4,22.7,9.25,0.8940246050768472,0.5545106218849497,0.7683923705722071,0.3890272895009777,1.9042553191489362,1.6050002574920654
GraphMerge,1831,21,0.9763553252631736,0.9884043525209735,0.9852617285177273,0.9868305385546765,44.4,22.7,9.25,0.8940246050768472,0.5545106218849497,1.0,0.17386739568693121,1.4959128065395095,1.0349996089935303
BestCandidate,1831,21,0.9923467488572237,1.0,0.9917152896425002,0.9958404143400501,49.2,25.1,9.0,0.7284327461807173,0.6176434474990365,0.9754768392370572,0.3742393896099973,1.7681564245810055,1.6680011749267578
GraphMerge,1831,21,0.9923467488572237,1.0,0.9917152896425002,0.9958404143400501,49.2,25.1,9.0,0.7284327461807173,0.6176434474990365,1.0,0.19775671816843604,1.2425068119891007,1.0339994430541992
BestCandidate,1831,21,0.9774422656005718,0.9849699724070767,0.9903872831426567,0.9876711994336076,47.6,24.3,9.5,0.7705839062379338,0.5662572840770657,0.9836512261580381,0.35541601381360516,1.5623268698060941,1.684999942779541
GraphMerge,1831,21,0.9774422656005718,0.9849699724070767,0.9903872831426567,0.9876711994336076,47.6,24.3,9.5,0.7705839062379338,0.5662572840770657,1.0,0.08078229194008942,1.3160762942779292,1.0369980335235596
BestCandidate,1831,21,0.981164664016319,0.9848860742965333,0.994413407821229,0.9896268112079639,47.0,24.0,9.7,0.8605551525890465,0.60135534592415,0.9836512261580381,0.4085111621927235,1.6842105263157894,1.623013973236084
GraphMerge,1831,21,0.981164664016319,0.9848860742965333,0.994413407821229,0.9896268112079639,47.0,24.0,9.7,0.8605551525890465,0.60135534592415,1.0,0.09556530006853615,1.6103542234332424,1.0980000495910645
